freq,unit,deg_urb,rskpovth,geo,time,value
Annual,Percentage,Cities,Total,Portugal,2019,30.7
Annual,Percentage,Cities,Total,Portugal,2020,29.1
Annual,Percentage,Cities,Total,Portugal,2023,32.4
Annual,Percentage,Cities,Total,Romania,2003,
Annual,Percentage,Cities,Total,Romania,2004,
Annual,Percentage,Cities,Total,Romania,2005,
Annual,Percentage,Cities,Total,Romania,2006,
Annual,Percentage,Cities,Total,Romania,2007,43.8
Annual,Percentage,Cities,Total,Romania,2008,42.7
Annual,Percentage,Cities,Total,Romania,2009,46.7
Annual,Percentage,Cities,Total,Romania,2010,42.7
Annual,Percentage,Cities,Total,Romania,2011,36.9
Annual,Percentage,Cities,Total,Romania,2012,36.8
Annual,Percentage,Cities,Total,Romania,2013,36.1
Annual,Percentage,Cities,Total,Romania,2014,32.6
Annual,Percentage,Cities,Total,Romania,2015,30.9
Annual,Percentage,Cities,Total,Romania,2016,26.6
Annual,Percentage,Cities,Total,Romania,2017,24.6
Annual,Percentage,Cities,Total,Romania,2018,27.1
Annual,Percentage,Cities,Total,Romania,2019,24.8
Annual,Percentage,Cities,Total,Romania,2020,21.2
Annual,Percentage,Cities,Total,Romania,2023,28.2
Annual,Percentage,Cities,Total,Slovenia,2003,
Annual,Percentage,Cities,Total,Slovenia,2004,
Annual,Percentage,Cities,Total,Slovenia,2005,28.7
Annual,Percentage,Cities,Total,Slovenia,2006,23.2
Annual,Percentage,Cities,Total,Slovenia,2007,26.8
Annual,Percentage,Cities,Total,Slovenia,2008,24.2
Annual,Percentage,Cities,Total,Slovenia,2009,22.2
Annual,Percentage,Cities,Total,Slovenia,2010,21.5
Annual,Percentage,Cities,Total,Slovenia,2011,22.1
Annual,Percentage,Cities,Total,Slovenia,2012,18.9
Annual,Percentage,Cities,Total,Slovenia,2013,16.6
Annual,Percentage,Cities,Total,Slovenia,2014,18.3
Annual,Percentage,Cities,Total,Slovenia,2015,16.3
Annual,Percentage,Cities,Total,Slovenia,2016,19.8
Annual,Percentage,Cities,Total,Slovenia,2017,18.9
Annual,Percentage,Cities,Total,Slovenia,2018,19.1
Annual,Percentage,Cities,Total,Slovenia,2019,20.0
Annual,Percentage,Cities,Total,Slovenia,2020,19.6
Annual,Percentage,Cities,Total,Slovenia,2023,17.6
Annual,Percentage,Cities,Total,Slovakia,2003,
Annual,Percentage,Cities,Total,Slovakia,2004,
Annual,Percentage,Cities,Total,Slovakia,2005,30.0
Annual,Percentage,Cities,Total,Slovakia,2006,25.0
Annual,Percentage,Cities,Total,Slovakia,2007,25.6
Annual,Percentage,Cities,Total,Slovakia,2008,24.8
Annual,Percentage,Cities,Total,Slovakia,2009,26.0
Annual,Percentage,Cities,Total,Slovakia,2010,22.6
Annual,Percentage,Cities,Total,Slovakia,2011,20.8
Annual,Percentage,Cities,Total,Slovakia,2012,17.9
Annual,Percentage,Cities,Total,Slovakia,2013,18.2
Annual,Percentage,Cities,Total,Slovakia,2014,17.6
Annual,Percentage,Cities,Total,Slovakia,2015,16.0
Annual,Percentage,Cities,Total,Slovakia,2016,14.8
Annual,Percentage,Cities,Total,Slovakia,2017,12.5
Annual,Percentage,Cities,Total,Slovakia,2018,10.0
Annual,Percentage,Cities,Total,Slovakia,2019,8.1
Annual,Percentage,Cities,Total,Slovakia,2020,10.5
Annual,Percentage,Cities,Total,Slovakia,2023,12.2
Annual,Percentage,Cities,Total,Finland,2003,
Annual,Percentage,Cities,Total,Finland,2004,23.3
Annual,Percentage,Cities,Total,Finland,2005,24.2
Annual,Percentage,Cities,Total,Finland,2006,26.4
Annual,Percentage,Cities,Total,Finland,2007,23.5
Annual,Percentage,Cities,Total,Finland,2008,22.5
Annual,Percentage,Cities,Total,Finland,2009,22.5
Annual,Percentage,Cities,Total,Finland,2010,19.9
Annual,Percentage,Cities,Total,Finland,2011,19.0
Annual,Percentage,Cities,Total,Finland,2012,18.6
Annual,Percentage,Cities,Total,Finland,2013,18.5
Annual,Percentage,Cities,Total,Finland,2014,17.5
Annual,Percentage,Cities,Total,Finland,2015,16.9
Annual,Percentage,Cities,Total,Finland,2016,15.8
Annual,Percentage,Cities,Total,Finland,2017,17.6
Annual,Percentage,Cities,Total,Finland,2018,17.8
Annual,Percentage,Cities,Total,Finland,2019,16.6
Annual,Percentage,Cities,Total,Finland,2020,18.2
Annual,Percentage,Cities,Total,Finland,2023,29.6
Annual,Percentage,Cities,Total,Sweden,2003,
Annual,Percentage,Cities,Total,Sweden,2004,15.1
Annual,Percentage,Cities,Total,Sweden,2005,15.1
Annual,Percentage,Cities,Total,Sweden,2006,19.5
Annual,Percentage,Cities,Total,Sweden,2007,17.2
Annual,Percentage,Cities,Total,Sweden,2008,20.3
Annual,Percentage,Cities,Total,Sweden,2009,19.9
Annual,Percentage,Cities,Total,Sweden,2010,18.4
Annual,Percentage,Cities,Total,Sweden,2011,20.0
Annual,Percentage,Cities,Total,Sweden,2012,19.7
Annual,Percentage,Cities,Total,Sweden,2013,16.6
Annual,Percentage,Cities,Total,Sweden,2014,17.2
Annual,Percentage,Cities,Total,Sweden,2015,16.5
Annual,Percentage,Cities,Total,Sweden,2016,21.2
Annual,Percentage,Cities,Total,Sweden,2017,19.7
Annual,Percentage,Cities,Total,Sweden,2018,19.5
Annual,Percentage,Cities,Total,Sweden,2019,20.0
Annual,Percentage,Cities,Total,Sweden,2020,19.5
Annual,Percentage,Cities,Total,Sweden,2023,12.8
Annual,Percentage,Cities,Total,Iceland,2003,
Annual,Percentage,Cities,Total,Iceland,2004,14.9
Annual,Percentage,Cities,Total,Iceland,2005,13.9
Annual,Percentage,Cities,Total,Iceland,2006,14.2
Annual,Percentage,Cities,Total,Iceland,2007,13.6
Annual,Percentage,Cities,Total,Iceland,2008,13.3
Annual,Percentage,Cities,Total,Iceland,2009,13.4
Annual,Percentage,Cities,Total,Iceland,2010,13.1
Annual,Percentage,Cities,Total,Iceland,2011,13.3
Annual,Percentage,Cities,Total,Iceland,2012,12.8
Annual,Percentage,Cities,Total,Iceland,2013,13.4
Annual,Percentage,Cities,Total,Iceland,2014,13.6
Annual,Percentage,Cities,Total,Iceland,2015,12.9
Annual,Percentage,Cities,Total,Iceland,2016,12.3
Annual,Percentage,Cities,Total,Iceland,2017,11.6
Annual,Percentage,Cities,Total,Iceland,2018,12.4
Annual,Percentage,Cities,Total,Iceland,2019,12.9
Annual,Percentage,Cities,Total,Iceland,2020,13.5
Annual,Percentage,Cities,Total,Iceland,2023,
Annual,Percentage,Cities,Total,Norway,2003,
Annual,Percentage,Cities,Total,Norway,2004,13.1
Annual,Percentage,Cities,Total,Norway,2005,13.3
Annual,Percentage,Cities,Total,Norway,2006,13.8
Annual,Percentage,Cities,Total,Norway,2007,13.6
Annual,Percentage,Cities,Total,Norway,2008,14.1
Annual,Percentage,Cities,Total,Norway,2009,13.2
Annual,Percentage,Cities,Total,Norway,2010,12.6
Annual,Percentage,Cities,Total,Norway,2011,14.1
Annual,Percentage,Cities,Total,Norway,2012,12.1
Annual,Percentage,Cities,Total,Norway,2013,13.1
Annual,Percentage,Cities,Total,Norway,2014,
Annual,Percentage,Cities,Total,Norway,2015,14.5
Annual,Percentage,Cities,Total,Norway,2016,14.1
Annual,Percentage,Cities,Total,Norway,2017,15.0
Annual,Percentage,Cities,Total,Norway,2018,17.1
Annual,Percentage,Cities,Total,Norway,2019,14.3
Annual,Percentage,Cities,Total,Norway,2020,16.0
Annual,Percentage,Cities,Total,Norway,2023,16.3
Annual,Percentage,Cities,Total,Switzerland,2003,
Annual,Percentage,Cities,Total,Switzerland,2004,
Annual,Percentage,Cities,Total,Switzerland,2005,
Annual,Percentage,Cities,Total,Switzerland,2006,
Annual,Percentage,Cities,Total,Switzerland,2007,24.7
Annual,Percentage,Cities,Total,Switzerland,2008,22.9
Annual,Percentage,Cities,Total,Switzerland,2009,22.0
Annual,Percentage,Cities,Total,Switzerland,2010,21.0
Annual,Percentage,Cities,Total,Switzerland,2011,22.0
Annual,Percentage,Cities,Total,Switzerland,2012,25.7
Annual,Percentage,Cities,Total,Switzerland,2013,21.7
Annual,Percentage,Cities,Total,Switzerland,2014,25.0
Annual,Percentage,Cities,Total,Switzerland,2015,24.8
Annual,Percentage,Cities,Total,Switzerland,2016,24.8
Annual,Percentage,Cities,Total,Switzerland,2017,22.3
Annual,Percentage,Cities,Total,Switzerland,2018,22.9
Annual,Percentage,Cities,Total,Switzerland,2019,23.1
Annual,Percentage,Cities,Total,Switzerland,2020,24.0
Annual,Percentage,Cities,Total,Switzerland,2023,24.0
Annual,Percentage,Cities,Total,United Kingdom,2003,
Annual,Percentage,Cities,Total,United Kingdom,2004,
Annual,Percentage,Cities,Total,United Kingdom,2005,26.1
Annual,Percentage,Cities,Total,United Kingdom,2006,23.8
Annual,Percentage,Cities,Total,United Kingdom,2007,21.5
Annual,Percentage,Cities,Total,United Kingdom,2008,22.2
Annual,Percentage,Cities,Total,United Kingdom,2009,23.1
Annual,Percentage,Cities,Total,United Kingdom,2010,22.9
Annual,Percentage,Cities,Total,United Kingdom,2011,22.6
Annual,Percentage,Cities,Total,United Kingdom,2012,21.0
Annual,Percentage,Cities,Total,United Kingdom,2013,19.5
Annual,Percentage,Cities,Total,United Kingdom,2014,19.6
Annual,Percentage,Cities,Total,United Kingdom,2015,19.3
Annual,Percentage,Cities,Total,United Kingdom,2016,19.5
Annual,Percentage,Cities,Total,United Kingdom,2017,19.2
Annual,Percentage,Cities,Total,United Kingdom,2018,23.3
Annual,Percentage,Cities,Total,United Kingdom,2019,
Annual,Percentage,Cities,Total,United Kingdom,2020,
Annual,Percentage,Cities,Total,United Kingdom,2023,
Annual,Percentage,Cities,Total,North Macedonia,2003,
Annual,Percentage,Cities,Total,North Macedonia,2004,
Annual,Percentage,Cities,Total,North Macedonia,2005,
Annual,Percentage,Cities,Total,North Macedonia,2006,
Annual,Percentage,Cities,Total,North Macedonia,2007,
Annual,Percentage,Cities,Total,North Macedonia,2008,
Annual,Percentage,Cities,Total,North Macedonia,2009,
Annual,Percentage,Cities,Total,North Macedonia,2010,17.3
Annual,Percentage,Cities,Total,North Macedonia,2011,15.2
Annual,Percentage,Cities,Total,North Macedonia,2012,
Annual,Percentage,Cities,Total,North Macedonia,2013,
Annual,Percentage,Cities,Total,North Macedonia,2014,
Annual,Percentage,Cities,Total,North Macedonia,2015,
Annual,Percentage,Cities,Total,North Macedonia,2016,14.7
Annual,Percentage,Cities,Total,North Macedonia,2017,7.9
Annual,Percentage,Cities,Total,North Macedonia,2018,9.7
Annual,Percentage,Cities,Total,North Macedonia,2019,9.7
Annual,Percentage,Cities,Total,North Macedonia,2020,10.8
Annual,Percentage,Cities,Total,North Macedonia,2023,8.8
Annual,Percentage,Cities,Total,Albania,2003,
Annual,Percentage,Cities,Total,Albania,2004,
Annual,Percentage,Cities,Total,Albania,2005,
Annual,Percentage,Cities,Total,Albania,2006,
Annual,Percentage,Cities,Total,Albania,2007,
Annual,Percentage,Cities,Total,Albania,2008,
Annual,Percentage,Cities,Total,Albania,2009,
Annual,Percentage,Cities,Total,Albania,2010,
Annual,Percentage,Cities,Total,Albania,2011,
Annual,Percentage,Cities,Total,Albania,2012,
Annual,Percentage,Cities,Total,Albania,2013,
Annual,Percentage,Cities,Total,Albania,2014,
Annual,Percentage,Cities,Total,Albania,2015,
Annual,Percentage,Cities,Total,Albania,2016,
Annual,Percentage,Cities,Total,Albania,2017,4.2
Annual,Percentage,Cities,Total,Albania,2018,4.3
Annual,Percentage,Cities,Total,Albania,2019,4.2
Annual,Percentage,Cities,Total,Albania,2020,3.4
Annual,Percentage,Cities,Total,Albania,2023,
Annual,Percentage,Cities,Total,Serbia,2003,
Annual,Percentage,Cities,Total,Serbia,2004,
Annual,Percentage,Cities,Total,Serbia,2005,
Annual,Percentage,Cities,Total,Serbia,2006,
Annual,Percentage,Cities,Total,Serbia,2007,
Annual,Percentage,Cities,Total,Serbia,2008,
Annual,Percentage,Cities,Total,Serbia,2009,
Annual,Percentage,Cities,Total,Serbia,2010,
Annual,Percentage,Cities,Total,Serbia,2011,
Annual,Percentage,Cities,Total,Serbia,2012,
Annual,Percentage,Cities,Total,Serbia,2013,18.2
Annual,Percentage,Cities,Total,Serbia,2014,18.2
Annual,Percentage,Cities,Total,Serbia,2015,19.9
Annual,Percentage,Cities,Total,Serbia,2016,18.4
Annual,Percentage,Cities,Total,Serbia,2017,16.2
Annual,Percentage,Cities,Total,Serbia,2018,17.6
Annual,Percentage,Cities,Total,Serbia,2019,15.8
Annual,Percentage,Cities,Total,Serbia,2020,16.4
Annual,Percentage,Cities,Total,Serbia,2023,18.1
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2003,
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2004,
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2005,
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2006,
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2007,
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2008,
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2009,
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2011,19.6
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2012,22.2
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,21.2
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,21.1
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,21.4
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,21.2
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,19.3
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,19.4
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,18.3
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,
Annual,Percentage,Towns and suburbs,Below 60%,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2003,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2004,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2005,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2006,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2007,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2008,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2009,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2010,20.7
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2011,19.6
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2012,22.1
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2013,21.4
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2014,21.8
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2015,22.1
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2016,21.3
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2017,19.5
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2018,19.4
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2019,18.2
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2020,18.9
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (from 2020),2023,20.7
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2003,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2004,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2005,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2006,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2007,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2008,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2009,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2010,20.6
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2011,19.6
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2012,22.2
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2013,21.2
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2014,21.1
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2015,21.4
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2016,21.2
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2017,19.3
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2018,19.4
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2019,18.3
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2020,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 28 countries (2013-2020),2023,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2003,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2004,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2005,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2006,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2007,22.6
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2008,22.8
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2009,21.8
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2010,20.7
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2011,19.7
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2012,22.2
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2013,21.3
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2014,21.2
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2015,21.5
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2016,21.3
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2017,19.5
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2018,19.5
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2019,18.4
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2020,
Annual,Percentage,Towns and suburbs,Below 60%,European Union - 27 countries (2007-2013),2023,
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2003,
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2004,
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2005,
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2006,
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2007,
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2008,
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2009,
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2010,
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2011,20.2
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2012,22.6
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2013,21.6
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2014,22.5
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2015,23.3
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2016,21.8
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2017,19.8
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2018,19.3
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2019,18.3
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2020,19.2
Annual,Percentage,Towns and suburbs,Below 60%,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2023,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2003,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2004,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2005,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2006,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2007,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2008,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2009,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2010,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2011,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2012,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2013,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2014,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2015,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2016,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2017,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2018,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2019,18.3
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2020,19.1
Annual,Percentage,Towns and suburbs,Below 60%,Euro area – 20 countries (2023-2025),2023,22.3
Annual,Percentage,Towns and suburbs,Below 60%,Euro area - 19 countries  (2015-2022),2003,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area - 19 countries  (2015-2022),2004,
Annual,Percentage,Towns and suburbs,Below 60%,Euro area - 19 countries  (2015-2022),2005,23.3
Annual,Percentage,Towns and suburbs,Below 60%,Euro area - 19 countries  (2015-2022),2006,23.5
Annual,Percentage,Towns and suburbs,Below 60%,Euro area - 19 countries  (2015-2022),2007,23.8
