freq,unit,deg_urb,rskpovth,geo,year,pollution_rate
Annual,Percentage,Cities,Above 60%,Netherlands,2018,18.2
Annual,Percentage,Cities,Above 60%,Netherlands,2019,16.3
Annual,Percentage,Cities,Above 60%,Netherlands,2020,15.7
Annual,Percentage,Cities,Above 60%,Netherlands,2023,16.5
Annual,Percentage,Cities,Above 60%,Austria,2003,10.0
Annual,Percentage,Cities,Above 60%,Austria,2004,14.6
Annual,Percentage,Cities,Above 60%,Austria,2005,14.4
Annual,Percentage,Cities,Above 60%,Austria,2006,11.9
Annual,Percentage,Cities,Above 60%,Austria,2007,12.9
Annual,Percentage,Cities,Above 60%,Austria,2008,11.9
Annual,Percentage,Cities,Above 60%,Austria,2009,14.0
Annual,Percentage,Cities,Above 60%,Austria,2010,13.6
Annual,Percentage,Cities,Above 60%,Austria,2011,14.2
Annual,Percentage,Cities,Above 60%,Austria,2012,16.1
Annual,Percentage,Cities,Above 60%,Austria,2013,15.1
Annual,Percentage,Cities,Above 60%,Austria,2014,17.1
Annual,Percentage,Cities,Above 60%,Austria,2015,15.8
Annual,Percentage,Cities,Above 60%,Austria,2016,15.8
Annual,Percentage,Cities,Above 60%,Austria,2017,16.3
Annual,Percentage,Cities,Above 60%,Austria,2018,14.3
Annual,Percentage,Cities,Above 60%,Austria,2019,14.9
Annual,Percentage,Cities,Above 60%,Austria,2020,12.3
Annual,Percentage,Cities,Above 60%,Austria,2023,10.1
Annual,Percentage,Cities,Above 60%,Poland,2005,18.8
Annual,Percentage,Cities,Above 60%,Poland,2006,19.3
Annual,Percentage,Cities,Above 60%,Poland,2007,19.8
Annual,Percentage,Cities,Above 60%,Poland,2008,16.7
Annual,Percentage,Cities,Above 60%,Poland,2009,15.3
Annual,Percentage,Cities,Above 60%,Poland,2010,12.6
Annual,Percentage,Cities,Above 60%,Poland,2011,15.6
Annual,Percentage,Cities,Above 60%,Poland,2012,14.9
Annual,Percentage,Cities,Above 60%,Poland,2013,16.2
Annual,Percentage,Cities,Above 60%,Poland,2014,15.9
Annual,Percentage,Cities,Above 60%,Poland,2015,15.3
Annual,Percentage,Cities,Above 60%,Poland,2016,16.3
Annual,Percentage,Cities,Above 60%,Poland,2017,19.0
Annual,Percentage,Cities,Above 60%,Poland,2018,20.3
Annual,Percentage,Cities,Above 60%,Poland,2019,20.1
Annual,Percentage,Cities,Above 60%,Poland,2023,11.6
Annual,Percentage,Cities,Above 60%,Portugal,2004,29.1
Annual,Percentage,Cities,Above 60%,Portugal,2005,31.8
Annual,Percentage,Cities,Above 60%,Portugal,2006,29.8
Annual,Percentage,Cities,Above 60%,Portugal,2007,29.8
Annual,Percentage,Cities,Above 60%,Portugal,2008,25.1
Annual,Percentage,Cities,Above 60%,Portugal,2009,28.3
Annual,Percentage,Cities,Above 60%,Portugal,2010,24.2
Annual,Percentage,Cities,Above 60%,Portugal,2011,20.7
Annual,Percentage,Cities,Above 60%,Portugal,2012,19.5
Annual,Percentage,Cities,Above 60%,Portugal,2013,17.7
Annual,Percentage,Cities,Above 60%,Portugal,2014,16.1
Annual,Percentage,Cities,Above 60%,Portugal,2015,15.3
Annual,Percentage,Cities,Above 60%,Portugal,2016,13.9
Annual,Percentage,Cities,Above 60%,Portugal,2017,14.2
Annual,Percentage,Cities,Above 60%,Portugal,2018,15.4
Annual,Percentage,Cities,Above 60%,Portugal,2019,16.1
Annual,Percentage,Cities,Above 60%,Portugal,2020,13.7
Annual,Percentage,Cities,Above 60%,Portugal,2023,17.0
Annual,Percentage,Cities,Above 60%,Romania,2007,28.5
Annual,Percentage,Cities,Above 60%,Romania,2008,28.1
Annual,Percentage,Cities,Above 60%,Romania,2009,38.4
Annual,Percentage,Cities,Above 60%,Romania,2010,30.1
Annual,Percentage,Cities,Above 60%,Romania,2011,29.1
Annual,Percentage,Cities,Above 60%,Romania,2012,26.9
Annual,Percentage,Cities,Above 60%,Romania,2013,25.3
Annual,Percentage,Cities,Above 60%,Romania,2014,24.5
Annual,Percentage,Cities,Above 60%,Romania,2015,21.5
Annual,Percentage,Cities,Above 60%,Romania,2016,22.4
Annual,Percentage,Cities,Above 60%,Romania,2017,20.6
Annual,Percentage,Cities,Above 60%,Romania,2018,22.7
Annual,Percentage,Cities,Above 60%,Romania,2019,20.6
Annual,Percentage,Cities,Above 60%,Romania,2020,18.1
Annual,Percentage,Cities,Above 60%,Romania,2023,17.8
Annual,Percentage,Cities,Above 60%,Slovenia,2005,29.8
Annual,Percentage,Cities,Above 60%,Slovenia,2006,29.1
Annual,Percentage,Cities,Above 60%,Slovenia,2007,27.1
Annual,Percentage,Cities,Above 60%,Slovenia,2008,26.3
Annual,Percentage,Cities,Above 60%,Slovenia,2009,27.6
Annual,Percentage,Cities,Above 60%,Slovenia,2010,27.6
Annual,Percentage,Cities,Above 60%,Slovenia,2011,26.4
Annual,Percentage,Cities,Above 60%,Slovenia,2012,21.4
Annual,Percentage,Cities,Above 60%,Slovenia,2013,18.4
Annual,Percentage,Cities,Above 60%,Slovenia,2014,21.0
Annual,Percentage,Cities,Above 60%,Slovenia,2015,17.7
Annual,Percentage,Cities,Above 60%,Slovenia,2016,19.8
Annual,Percentage,Cities,Above 60%,Slovenia,2017,20.5
Annual,Percentage,Cities,Above 60%,Slovenia,2018,20.0
Annual,Percentage,Cities,Above 60%,Slovenia,2019,20.3
Annual,Percentage,Cities,Above 60%,Slovenia,2020,19.7
Annual,Percentage,Cities,Above 60%,Slovenia,2023,16.7
Annual,Percentage,Cities,Above 60%,Slovakia,2005,25.1
Annual,Percentage,Cities,Above 60%,Slovakia,2006,26.6
Annual,Percentage,Cities,Above 60%,Slovakia,2007,24.3
Annual,Percentage,Cities,Above 60%,Slovakia,2008,26.0
Annual,Percentage,Cities,Above 60%,Slovakia,2009,29.6
Annual,Percentage,Cities,Above 60%,Slovakia,2010,25.1
Annual,Percentage,Cities,Above 60%,Slovakia,2011,21.0
Annual,Percentage,Cities,Above 60%,Slovakia,2012,18.9
Annual,Percentage,Cities,Above 60%,Slovakia,2013,18.4
Annual,Percentage,Cities,Above 60%,Slovakia,2014,15.8
Annual,Percentage,Cities,Above 60%,Slovakia,2015,14.4
Annual,Percentage,Cities,Above 60%,Slovakia,2016,10.7
Annual,Percentage,Cities,Above 60%,Slovakia,2017,11.1
Annual,Percentage,Cities,Above 60%,Slovakia,2018,9.5
Annual,Percentage,Cities,Above 60%,Slovakia,2019,9.4
Annual,Percentage,Cities,Above 60%,Slovakia,2020,11.4
Annual,Percentage,Cities,Above 60%,Slovakia,2023,3.8
Annual,Percentage,Cities,Above 60%,Finland,2004,18.7
Annual,Percentage,Cities,Above 60%,Finland,2005,19.2
Annual,Percentage,Cities,Above 60%,Finland,2006,20.2
Annual,Percentage,Cities,Above 60%,Finland,2007,22.6
Annual,Percentage,Cities,Above 60%,Finland,2008,19.4
Annual,Percentage,Cities,Above 60%,Finland,2009,13.3
Annual,Percentage,Cities,Above 60%,Finland,2010,12.2
Annual,Percentage,Cities,Above 60%,Finland,2011,12.2
Annual,Percentage,Cities,Above 60%,Finland,2012,10.6
Annual,Percentage,Cities,Above 60%,Finland,2013,10.5
Annual,Percentage,Cities,Above 60%,Finland,2014,10.3
Annual,Percentage,Cities,Above 60%,Finland,2015,10.2
Annual,Percentage,Cities,Above 60%,Finland,2016,8.7
Annual,Percentage,Cities,Above 60%,Finland,2017,10.4
Annual,Percentage,Cities,Above 60%,Finland,2018,10.4
Annual,Percentage,Cities,Above 60%,Finland,2019,12.3
Annual,Percentage,Cities,Above 60%,Finland,2020,11.2
Annual,Percentage,Cities,Above 60%,Finland,2023,13.3
Annual,Percentage,Cities,Above 60%,Sweden,2004,8.6
Annual,Percentage,Cities,Above 60%,Sweden,2005,8.0
Annual,Percentage,Cities,Above 60%,Sweden,2006,13.3
Annual,Percentage,Cities,Above 60%,Sweden,2007,13.1
Annual,Percentage,Cities,Above 60%,Sweden,2008,17.6
Annual,Percentage,Cities,Above 60%,Sweden,2009,16.8
Annual,Percentage,Cities,Above 60%,Sweden,2010,13.3
Annual,Percentage,Cities,Above 60%,Sweden,2011,12.9
Annual,Percentage,Cities,Above 60%,Sweden,2012,13.6
Annual,Percentage,Cities,Above 60%,Sweden,2013,11.4
Annual,Percentage,Cities,Above 60%,Sweden,2014,12.7
Annual,Percentage,Cities,Above 60%,Sweden,2015,11.9
Annual,Percentage,Cities,Above 60%,Sweden,2016,9.8
Annual,Percentage,Cities,Above 60%,Sweden,2017,8.9
Annual,Percentage,Cities,Above 60%,Sweden,2018,9.3
Annual,Percentage,Cities,Above 60%,Sweden,2019,9.4
Annual,Percentage,Cities,Above 60%,Sweden,2020,9.0
Annual,Percentage,Cities,Above 60%,Sweden,2023,5.7
Annual,Percentage,Cities,Above 60%,Iceland,2004,8.3
Annual,Percentage,Cities,Above 60%,Iceland,2005,7.9
Annual,Percentage,Cities,Above 60%,Iceland,2006,7.7
Annual,Percentage,Cities,Above 60%,Iceland,2007,11.0
Annual,Percentage,Cities,Above 60%,Iceland,2008,10.1
Annual,Percentage,Cities,Above 60%,Iceland,2009,11.7
Annual,Percentage,Cities,Above 60%,Iceland,2010,10.3
Annual,Percentage,Cities,Above 60%,Iceland,2011,10.8
Annual,Percentage,Cities,Above 60%,Iceland,2012,9.3
Annual,Percentage,Cities,Above 60%,Iceland,2013,10.8
Annual,Percentage,Cities,Above 60%,Iceland,2014,10.6
Annual,Percentage,Cities,Above 60%,Iceland,2015,8.6
Annual,Percentage,Cities,Above 60%,Iceland,2016,8.3
Annual,Percentage,Cities,Above 60%,Iceland,2017,7.8
Annual,Percentage,Cities,Above 60%,Iceland,2018,8.8
Annual,Percentage,Cities,Above 60%,Iceland,2019,9.5
Annual,Percentage,Cities,Above 60%,Iceland,2020,10.9
Annual,Percentage,Cities,Above 60%,Norway,2004,8.7
Annual,Percentage,Cities,Above 60%,Norway,2005,8.0
Annual,Percentage,Cities,Above 60%,Norway,2006,8.3
Annual,Percentage,Cities,Above 60%,Norway,2007,8.5
Annual,Percentage,Cities,Above 60%,Norway,2008,8.4
Annual,Percentage,Cities,Above 60%,Norway,2009,7.4
Annual,Percentage,Cities,Above 60%,Norway,2010,7.8
Annual,Percentage,Cities,Above 60%,Norway,2011,7.7
Annual,Percentage,Cities,Above 60%,Norway,2012,10.7
Annual,Percentage,Cities,Above 60%,Norway,2013,7.9
Annual,Percentage,Cities,Above 60%,Norway,2015,13.8
Annual,Percentage,Cities,Above 60%,Norway,2016,9.4
Annual,Percentage,Cities,Above 60%,Norway,2017,9.7
Annual,Percentage,Cities,Above 60%,Norway,2018,11.9
Annual,Percentage,Cities,Above 60%,Norway,2019,8.6
Annual,Percentage,Cities,Above 60%,Norway,2020,11.3
Annual,Percentage,Cities,Above 60%,Norway,2023,9.8
Annual,Percentage,Cities,Above 60%,Switzerland,2007,17.6
Annual,Percentage,Cities,Above 60%,Switzerland,2008,15.7
Annual,Percentage,Cities,Above 60%,Switzerland,2009,13.1
Annual,Percentage,Cities,Above 60%,Switzerland,2010,10.8
Annual,Percentage,Cities,Above 60%,Switzerland,2011,11.1
Annual,Percentage,Cities,Above 60%,Switzerland,2012,13.7
Annual,Percentage,Cities,Above 60%,Switzerland,2013,11.4
Annual,Percentage,Cities,Above 60%,Switzerland,2014,11.6
Annual,Percentage,Cities,Above 60%,Switzerland,2015,11.6
Annual,Percentage,Cities,Above 60%,Switzerland,2016,13.3
Annual,Percentage,Cities,Above 60%,Switzerland,2017,12.0
Annual,Percentage,Cities,Above 60%,Switzerland,2018,12.1
Annual,Percentage,Cities,Above 60%,Switzerland,2019,10.8
Annual,Percentage,Cities,Above 60%,Switzerland,2020,9.7
Annual,Percentage,Cities,Above 60%,Switzerland,2023,9.4
Annual,Percentage,Cities,Above 60%,United Kingdom,2005,15.3
Annual,Percentage,Cities,Above 60%,United Kingdom,2006,13.9
Annual,Percentage,Cities,Above 60%,United Kingdom,2007,14.1
Annual,Percentage,Cities,Above 60%,United Kingdom,2008,13.7
Annual,Percentage,Cities,Above 60%,United Kingdom,2009,12.5
Annual,Percentage,Cities,Above 60%,United Kingdom,2010,13.0
Annual,Percentage,Cities,Above 60%,United Kingdom,2011,12.4
Annual,Percentage,Cities,Above 60%,United Kingdom,2012,9.2
Annual,Percentage,Cities,Above 60%,United Kingdom,2013,10.0
Annual,Percentage,Cities,Above 60%,United Kingdom,2014,8.5
Annual,Percentage,Cities,Above 60%,United Kingdom,2015,9.8
Annual,Percentage,Cities,Above 60%,United Kingdom,2016,10.4
Annual,Percentage,Cities,Above 60%,United Kingdom,2017,13.6
Annual,Percentage,Cities,Above 60%,United Kingdom,2018,16.4
Annual,Percentage,Cities,Above 60%,North Macedonia,2010,17.2
Annual,Percentage,Cities,Above 60%,North Macedonia,2011,13.0
Annual,Percentage,Cities,Above 60%,North Macedonia,2016,17.8
Annual,Percentage,Cities,Above 60%,North Macedonia,2017,15.2
Annual,Percentage,Cities,Above 60%,North Macedonia,2018,17.7
Annual,Percentage,Cities,Above 60%,North Macedonia,2019,18.2
Annual,Percentage,Cities,Above 60%,North Macedonia,2020,20.3
Annual,Percentage,Cities,Above 60%,North Macedonia,2023,25.5
Annual,Percentage,Cities,Above 60%,Albania,2017,4.8
Annual,Percentage,Cities,Above 60%,Albania,2018,3.1
Annual,Percentage,Cities,Above 60%,Albania,2019,5.7
Annual,Percentage,Cities,Above 60%,Albania,2020,6.2
Annual,Percentage,Cities,Above 60%,Serbia,2013,23.3
Annual,Percentage,Cities,Above 60%,Serbia,2014,18.6
Annual,Percentage,Cities,Above 60%,Serbia,2015,20.7
Annual,Percentage,Cities,Above 60%,Serbia,2016,19.7
Annual,Percentage,Cities,Above 60%,Serbia,2017,17.9
Annual,Percentage,Cities,Above 60%,Serbia,2018,14.3
Annual,Percentage,Cities,Above 60%,Serbia,2019,19.9
Annual,Percentage,Cities,Above 60%,Serbia,2020,29.6
Annual,Percentage,Cities,Above 60%,Serbia,2023,21.0
Annual,Percentage,Cities,Total,Belgium,2003,21.1
Annual,Percentage,Cities,Total,Belgium,2004,21.9
Annual,Percentage,Cities,Total,Belgium,2005,21.7
Annual,Percentage,Cities,Total,Belgium,2006,20.1
Annual,Percentage,Cities,Total,Belgium,2007,22.2
Annual,Percentage,Cities,Total,Belgium,2008,20.7
Annual,Percentage,Cities,Total,Belgium,2009,19.0
Annual,Percentage,Cities,Total,Belgium,2010,17.4
Annual,Percentage,Cities,Total,Belgium,2011,21.1
Annual,Percentage,Cities,Total,Belgium,2012,23.3
Annual,Percentage,Cities,Total,Belgium,2013,28.1
Annual,Percentage,Cities,Total,Belgium,2014,27.5
Annual,Percentage,Cities,Total,Belgium,2015,24.3
Annual,Percentage,Cities,Total,Belgium,2016,25.7
Annual,Percentage,Cities,Total,Belgium,2017,23.0
Annual,Percentage,Cities,Total,Belgium,2018,27.2
Annual,Percentage,Cities,Total,Belgium,2019,23.2
Annual,Percentage,Cities,Total,Belgium,2020,21.0
Annual,Percentage,Cities,Total,Belgium,2023,24.1
Annual,Percentage,Cities,Total,Bulgaria,2005,31.8
Annual,Percentage,Cities,Total,Bulgaria,2006,31.8
Annual,Percentage,Cities,Total,Bulgaria,2007,33.7
Annual,Percentage,Cities,Total,Bulgaria,2008,28.2
Annual,Percentage,Cities,Total,Bulgaria,2009,28.8
Annual,Percentage,Cities,Total,Bulgaria,2010,22.9
Annual,Percentage,Cities,Total,Bulgaria,2011,22.9
Annual,Percentage,Cities,Total,Bulgaria,2012,21.5
Annual,Percentage,Cities,Total,Bulgaria,2013,18.4
Annual,Percentage,Cities,Total,Bulgaria,2014,21.0
Annual,Percentage,Cities,Total,Bulgaria,2015,19.8
Annual,Percentage,Cities,Total,Bulgaria,2016,20.3
Annual,Percentage,Cities,Total,Bulgaria,2017,19.2
Annual,Percentage,Cities,Total,Bulgaria,2018,19.1
Annual,Percentage,Cities,Total,Bulgaria,2019,18.0
Annual,Percentage,Cities,Total,Bulgaria,2020,15.8
Annual,Percentage,Cities,Total,Bulgaria,2023,15.2
Annual,Percentage,Cities,Total,Czechia,2005,26.3
Annual,Percentage,Cities,Total,Czechia,2006,26.0
Annual,Percentage,Cities,Total,Czechia,2007,24.0
Annual,Percentage,Cities,Total,Czechia,2008,25.4
Annual,Percentage,Cities,Total,Czechia,2009,29.2
Annual,Percentage,Cities,Total,Czechia,2010,26.3
Annual,Percentage,Cities,Total,Czechia,2011,24.0
Annual,Percentage,Cities,Total,Czechia,2012,18.5
Annual,Percentage,Cities,Total,Czechia,2013,19.5
Annual,Percentage,Cities,Total,Czechia,2014,18.9
Annual,Percentage,Cities,Total,Czechia,2015,18.9
Annual,Percentage,Cities,Total,Czechia,2016,17.8
Annual,Percentage,Cities,Total,Czechia,2017,16.0
Annual,Percentage,Cities,Total,Czechia,2018,16.8
Annual,Percentage,Cities,Total,Czechia,2019,16.5
Annual,Percentage,Cities,Total,Czechia,2020,14.3
Annual,Percentage,Cities,Total,Czechia,2023,13.0
Annual,Percentage,Cities,Total,Denmark,2003,10.4
Annual,Percentage,Cities,Total,Denmark,2004,11.7
Annual,Percentage,Cities,Total,Denmark,2005,11.6
Annual,Percentage,Cities,Total,Denmark,2006,12.5
Annual,Percentage,Cities,Total,Denmark,2007,14.0
Annual,Percentage,Cities,Total,Denmark,2008,13.1
Annual,Percentage,Cities,Total,Denmark,2009,12.2
Annual,Percentage,Cities,Total,Denmark,2010,11.1
Annual,Percentage,Cities,Total,Denmark,2011,12.9
Annual,Percentage,Cities,Total,Denmark,2012,9.0
Annual,Percentage,Cities,Total,Denmark,2013,10.0
Annual,Percentage,Cities,Total,Denmark,2014,13.5
Annual,Percentage,Cities,Total,Denmark,2015,10.0
Annual,Percentage,Cities,Total,Denmark,2016,10.0
Annual,Percentage,Cities,Total,Denmark,2017,12.7
Annual,Percentage,Cities,Total,Denmark,2018,13.1
Annual,Percentage,Cities,Total,Denmark,2019,13.7
Annual,Percentage,Cities,Total,Denmark,2020,12.8
Annual,Percentage,Cities,Total,Denmark,2023,10.7
Annual,Percentage,Cities,Total,Germany,2005,28.1
Annual,Percentage,Cities,Total,Germany,2006,31.3
Annual,Percentage,Cities,Total,Germany,2007,28.3
Annual,Percentage,Cities,Total,Germany,2008,30.0
Annual,Percentage,Cities,Total,Germany,2009,30.0
Annual,Percentage,Cities,Total,Germany,2010,27.7
Annual,Percentage,Cities,Total,Germany,2011,29.6
Annual,Percentage,Cities,Total,Germany,2012,31.7
Annual,Percentage,Cities,Total,Germany,2013,32.6
Annual,Percentage,Cities,Total,Germany,2014,32.5
Annual,Percentage,Cities,Total,Germany,2015,33.2
Annual,Percentage,Cities,Total,Germany,2016,32.9
Annual,Percentage,Cities,Total,Germany,2017,35.0
Annual,Percentage,Cities,Total,Germany,2018,36.5
Annual,Percentage,Cities,Total,Germany,2019,36.0
Annual,Percentage,Cities,Total,Germany,2020,18.2
Annual,Percentage,Cities,Total,Germany,2023,22.3
Annual,Percentage,Cities,Total,Estonia,2004,43.6
Annual,Percentage,Cities,Total,Estonia,2005,22.1
Annual,Percentage,Cities,Total,Estonia,2006,24.5
Annual,Percentage,Cities,Total,Estonia,2007,30.2
Annual,Percentage,Cities,Total,Estonia,2008,25.0
Annual,Percentage,Cities,Total,Estonia,2009,13.5
Annual,Percentage,Cities,Total,Estonia,2010,12.2
Annual,Percentage,Cities,Total,Estonia,2011,12.0
Annual,Percentage,Cities,Total,Estonia,2012,12.3
Annual,Percentage,Cities,Total,Estonia,2013,11.8
Annual,Percentage,Cities,Total,Estonia,2014,15.3
Annual,Percentage,Cities,Total,Estonia,2015,12.3
Annual,Percentage,Cities,Total,Estonia,2016,12.5
Annual,Percentage,Cities,Total,Estonia,2017,8.5
Annual,Percentage,Cities,Total,Estonia,2018,10.0
Annual,Percentage,Cities,Total,Estonia,2019,11.0
Annual,Percentage,Cities,Total,Estonia,2020,8.7
Annual,Percentage,Cities,Total,Estonia,2023,8.1
Annual,Percentage,Cities,Total,Ireland,2003,14.1
Annual,Percentage,Cities,Total,Ireland,2004,13.2
Annual,Percentage,Cities,Total,Ireland,2005,11.2
Annual,Percentage,Cities,Total,Ireland,2006,12.6
Annual,Percentage,Cities,Total,Ireland,2007,11.5
Annual,Percentage,Cities,Total,Ireland,2008,11.0
Annual,Percentage,Cities,Total,Ireland,2009,9.2
Annual,Percentage,Cities,Total,Ireland,2010,6.5
Annual,Percentage,Cities,Total,Ireland,2011,5.2
Annual,Percentage,Cities,Total,Ireland,2012,7.4
Annual,Percentage,Cities,Total,Ireland,2013,5.5
Annual,Percentage,Cities,Total,Ireland,2014,7.1
Annual,Percentage,Cities,Total,Ireland,2015,6.8
Annual,Percentage,Cities,Total,Ireland,2016,7.2
Annual,Percentage,Cities,Total,Ireland,2017,8.9
Annual,Percentage,Cities,Total,Ireland,2018,9.9
Annual,Percentage,Cities,Total,Ireland,2019,9.0
Annual,Percentage,Cities,Total,Ireland,2020,12.2
Annual,Percentage,Cities,Total,Ireland,2023,8.7
Annual,Percentage,Cities,Total,Greece,2003,29.3
Annual,Percentage,Cities,Total,Greece,2004,26.3
Annual,Percentage,Cities,Total,Greece,2005,32.3
Annual,Percentage,Cities,Total,Greece,2006,30.5
Annual,Percentage,Cities,Total,Greece,2007,30.5
Annual,Percentage,Cities,Total,Greece,2008,33.4
Annual,Percentage,Cities,Total,Greece,2009,35.6
Annual,Percentage,Cities,Total,Greece,2010,42.6
Annual,Percentage,Cities,Total,Greece,2011,38.8
Annual,Percentage,Cities,Total,Greece,2012,37.5
Annual,Percentage,Cities,Total,Greece,2013,40.2
Annual,Percentage,Cities,Total,Greece,2014,36.3
Annual,Percentage,Cities,Total,Greece,2015,30.1
Annual,Percentage,Cities,Total,Greece,2016,29.9
Annual,Percentage,Cities,Total,Greece,2017,31.7
Annual,Percentage,Cities,Total,Greece,2018,35.1
Annual,Percentage,Cities,Total,Greece,2019,35.1
Annual,Percentage,Cities,Total,Greece,2020,35.3
Annual,Percentage,Cities,Total,Greece,2023,35.3
Annual,Percentage,Cities,Total,Spain,2004,19.8
Annual,Percentage,Cities,Total,Spain,2005,21.9
Annual,Percentage,Cities,Total,Spain,2006,21.9
Annual,Percentage,Cities,Total,Spain,2007,20.0
Annual,Percentage,Cities,Total,Spain,2008,17.8
Annual,Percentage,Cities,Total,Spain,2009,18.2
Annual,Percentage,Cities,Total,Spain,2010,14.2
Annual,Percentage,Cities,Total,Spain,2011,10.0
Annual,Percentage,Cities,Total,Spain,2012,10.2
Annual,Percentage,Cities,Total,Spain,2013,13.7
Annual,Percentage,Cities,Total,Spain,2014,13.9
Annual,Percentage,Cities,Total,Spain,2015,13.4
Annual,Percentage,Cities,Total,Spain,2016,13.5
Annual,Percentage,Cities,Total,Spain,2017,10.8
Annual,Percentage,Cities,Total,Spain,2018,13.5
Annual,Percentage,Cities,Total,Spain,2019,15.2
Annual,Percentage,Cities,Total,Spain,2020,15.4
Annual,Percentage,Cities,Total,Spain,2023,13.0
Annual,Percentage,Cities,Total,France,2004,27.0
Annual,Percentage,Cities,Total,France,2005,22.6
Annual,Percentage,Cities,Total,France,2006,21.4
Annual,Percentage,Cities,Total,France,2007,22.4
Annual,Percentage,Cities,Total,France,2008,19.4
Annual,Percentage,Cities,Total,France,2009,17.7
Annual,Percentage,Cities,Total,France,2010,18.0
Annual,Percentage,Cities,Total,France,2011,16.0
Annual,Percentage,Cities,Total,France,2012,14.4
Annual,Percentage,Cities,Total,France,2013,16.2
Annual,Percentage,Cities,Total,France,2014,15.7
Annual,Percentage,Cities,Total,France,2015,17.8
Annual,Percentage,Cities,Total,France,2016,19.3
Annual,Percentage,Cities,Total,France,2017,18.0
Annual,Percentage,Cities,Total,France,2018,20.1
Annual,Percentage,Cities,Total,France,2019,21.7
Annual,Percentage,Cities,Total,France,2020,28.1
Annual,Percentage,Cities,Total,France,2023,24.1
Annual,Percentage,Cities,Total,Croatia,2010,9.9
Annual,Percentage,Cities,Total,Croatia,2011,9.0
Annual,Percentage,Cities,Total,Croatia,2012,10.5
Annual,Percentage,Cities,Total,Croatia,2013,10.8
Annual,Percentage,Cities,Total,Croatia,2014,9.7
Annual,Percentage,Cities,Total,Croatia,2015,10.1
Annual,Percentage,Cities,Total,Croatia,2016,12.8
Annual,Percentage,Cities,Total,Croatia,2017,10.5
Annual,Percentage,Cities,Total,Croatia,2018,10.1
Annual,Percentage,Cities,Total,Croatia,2019,7.9
Annual,Percentage,Cities,Total,Croatia,2020,7.7
Annual,Percentage,Cities,Total,Croatia,2023,6.7
Annual,Percentage,Cities,Total,Italy,2004,34.4
Annual,Percentage,Cities,Total,Italy,2005,33.9
Annual,Percentage,Cities,Total,Italy,2006,33.3
Annual,Percentage,Cities,Total,Italy,2007,32.8
Annual,Percentage,Cities,Total,Italy,2008,29.6
Annual,Percentage,Cities,Total,Italy,2009,30.7
Annual,Percentage,Cities,Total,Italy,2010,25.6
Annual,Percentage,Cities,Total,Italy,2011,30.4
Annual,Percentage,Cities,Total,Italy,2012,26.7
Annual,Percentage,Cities,Total,Italy,2013,24.9
Annual,Percentage,Cities,Total,Italy,2014,25.9
Annual,Percentage,Cities,Total,Italy,2015,29.1
Annual,Percentage,Cities,Total,Italy,2016,25.0
Annual,Percentage,Cities,Total,Italy,2017,19.4
Annual,Percentage,Cities,Total,Italy,2018,19.1
Annual,Percentage,Cities,Total,Italy,2019,20.0
Annual,Percentage,Cities,Total,Italy,2020,23.7
Annual,Percentage,Cities,Total,Italy,2023,14.2
Annual,Percentage,Cities,Total,Cyprus,2005,21.4
Annual,Percentage,Cities,Total,Cyprus,2006,27.5
Annual,Percentage,Cities,Total,Cyprus,2007,29.5
Annual,Percentage,Cities,Total,Cyprus,2008,20.4
Annual,Percentage,Cities,Total,Cyprus,2009,20.7
Annual,Percentage,Cities,Total,Cyprus,2010,20.3
Annual,Percentage,Cities,Total,Cyprus,2011,19.7
Annual,Percentage,Cities,Total,Cyprus,2012,15.3
Annual,Percentage,Cities,Total,Cyprus,2013,14.4
Annual,Percentage,Cities,Total,Cyprus,2014,11.1
Annual,Percentage,Cities,Total,Cyprus,2015,8.3
Annual,Percentage,Cities,Total,Cyprus,2016,9.3
Annual,Percentage,Cities,Total,Cyprus,2017,8.8
Annual,Percentage,Cities,Total,Cyprus,2018,9.0
Annual,Percentage,Cities,Total,Cyprus,2019,8.9
Annual,Percentage,Cities,Total,Cyprus,2020,9.5
Annual,Percentage,Cities,Total,Cyprus,2023,12.0
Annual,Percentage,Cities,Total,Latvia,2005,33.1
Annual,Percentage,Cities,Total,Latvia,2006,37.8
Annual,Percentage,Cities,Total,Latvia,2007,39.0
Annual,Percentage,Cities,Total,Latvia,2008,40.2
Annual,Percentage,Cities,Total,Latvia,2009,33.5
Annual,Percentage,Cities,Total,Latvia,2010,34.5
Annual,Percentage,Cities,Total,Latvia,2011,30.0
Annual,Percentage,Cities,Total,Latvia,2012,25.4
Annual,Percentage,Cities,Total,Latvia,2013,21.8
Annual,Percentage,Cities,Total,Latvia,2014,23.8
Annual,Percentage,Cities,Total,Latvia,2015,22.6
Annual,Percentage,Cities,Total,Latvia,2016,23.4
Annual,Percentage,Cities,Total,Latvia,2017,21.0
Annual,Percentage,Cities,Total,Latvia,2018,25.0
Annual,Percentage,Cities,Total,Latvia,2019,22.3
Annual,Percentage,Cities,Total,Latvia,2020,20.7
Annual,Percentage,Cities,Total,Latvia,2023,21.3
Annual,Percentage,Cities,Total,Lithuania,2005,20.6
Annual,Percentage,Cities,Total,Lithuania,2006,20.3
Annual,Percentage,Cities,Total,Lithuania,2007,23.9
Annual,Percentage,Cities,Total,Lithuania,2008,20.1
Annual,Percentage,Cities,Total,Lithuania,2009,20.2
