geo,year,crime_rate,noise_rate,pollution_rate,hpi_weight,happy_rate,deg_urb_Rural areas,deg_urb_Towns and suburbs,rskpovth_Below 60%,rskpovth_Total,crime_noise,poll_noise
France,2023,16.4,29.0,20.7,-0.4,7.6,False,True,True,False,475.59999999999997,600.3
Croatia,2013,1.7,5.2,5.0,-3.9,8.3,False,True,True,False,8.84,26.0
Croatia,2018,3.0,7.8,6.9,6.1,8.0,False,True,True,False,23.4,53.82
Croatia,2023,1.5,6.6,3.5,11.9,8.1,False,True,True,False,9.899999999999999,23.099999999999998
Italy,2013,11.9,15.6,12.3,-6.5,7.2,False,True,True,False,185.64000000000001,191.88
Italy,2018,7.2,7.8,8.1,-0.6,7.8,False,True,True,False,56.16,63.17999999999999
Italy,2023,6.4,13.2,10.9,1.3,7.6,False,True,True,False,84.48,143.88
Cyprus,2013,17.0,32.7,18.5,-4.1,6.7,False,True,True,False,555.9000000000001,604.95
Cyprus,2018,5.1,26.1,11.6,-1.3,7.7,False,True,True,False,133.10999999999999,302.76
Cyprus,2023,8.0,16.9,3.6,9.2,7.9,False,True,True,False,135.2,60.839999999999996
Latvia,2013,24.4,6.8,12.1,6.9,7.6,False,True,True,False,165.92,82.28
Latvia,2018,3.9,12.4,13.7,9.6,7.8,False,True,True,False,48.36,169.88
Latvia,2023,4.0,14.7,13.3,3.7,7.4,False,True,True,False,58.8,195.51
Lithuania,2013,3.5,15.1,23.3,1.2,8.2,False,True,True,False,52.85,351.83
Lithuania,2018,0.0,3.7,22.4,7.3,7.3,False,True,True,False,0.0,82.88
Lithuania,2023,3.0,4.8,8.2,9.8,7.9,False,True,True,False,14.399999999999999,39.35999999999999
Luxembourg,2013,18.1,25.6,21.9,5.0,8.1,False,True,True,False,463.36000000000007,560.64
Luxembourg,2018,14.2,19.0,18.0,7.1,7.9,False,True,True,False,269.8,342.0
Luxembourg,2023,5.9,37.1,13.5,-9.1,7.5,False,True,True,False,218.89000000000001,500.85
Hungary,2013,25.2,23.3,26.9,-2.6,7.4,False,True,True,False,587.16,626.77
Hungary,2018,12.7,16.9,15.7,14.3,7.8,False,True,True,False,214.62999999999997,265.33
Hungary,2023,12.6,11.3,18.4,7.1,8.0,False,True,True,False,142.38,207.92
Malta,2013,11.7,30.6,22.5,-0.4,7.7,False,True,True,False,358.02,688.5
Malta,2018,2.0,13.9,11.4,5.8,7.8,False,True,True,False,27.8,158.46
Malta,2023,4.2,16.9,20.8,6.2,7.6,False,True,True,False,70.98,351.52
Netherlands,2013,18.2,27.9,14.4,-6.0,8.0,False,True,True,False,507.78,401.76
Netherlands,2018,19.0,23.0,14.3,9.3,7.7,False,True,True,False,437.0,328.90000000000003
Netherlands,2023,13.7,32.6,17.5,-1.9,7.6,False,True,True,False,446.62,570.5
Austria,2013,6.0,23.9,9.2,5.0,8.3,False,True,True,False,143.39999999999998,219.87999999999997
Austria,2018,4.3,24.2,6.7,6.0,8.5,False,True,True,False,104.05999999999999,162.14
Austria,2023,5.2,20.9,9.9,-2.9,7.9,False,True,True,False,108.67999999999999,206.91
Poland,2013,7.9,17.0,12.7,-4.4,8.0,False,True,True,False,134.3,215.89999999999998
Poland,2018,4.7,17.0,10.6,6.6,8.3,False,True,True,False,79.9,180.2
Poland,2023,3.2,9.3,4.9,8.8,8.0,False,True,True,False,29.760000000000005,45.57000000000001
Portugal,2013,11.9,25.6,14.0,-1.9,7.2,False,True,True,False,304.64000000000004,358.40000000000003
Portugal,2018,10.0,25.0,12.2,10.3,7.9,False,True,True,False,250.0,305.0
Portugal,2023,3.9,37.4,17.7,8.2,7.8,False,True,True,False,145.85999999999999,661.9799999999999
Romania,2013,21.5,31.2,18.7,-0.3,7.9,False,True,True,False,670.8,583.4399999999999
Romania,2018,16.9,25.3,23.8,5.6,8.6,False,True,True,False,427.57,602.14
Romania,2023,6.5,21.0,6.4,3.3,8.6,False,True,True,False,136.5,134.4
Slovenia,2013,7.8,10.1,19.4,-5.2,7.8,False,True,True,False,78.78,195.93999999999997
Slovenia,2018,7.6,18.8,18.0,8.7,8.4,False,True,True,False,142.88,338.40000000000003
Slovenia,2023,5.9,17.6,22.2,7.2,8.4,False,True,True,False,103.84000000000002,390.72
Slovakia,2013,14.9,21.5,21.3,0.8,7.9,False,True,True,False,320.35,457.95
Slovakia,2018,11.7,21.3,19.2,7.4,8.2,False,True,True,False,249.20999999999998,408.96
Slovakia,2023,1.3,4.3,4.0,-0.2,8.3,False,True,True,False,5.59,17.2
Finland,2013,13.5,20.3,9.6,1.2,8.5,False,True,True,False,274.05,194.88
Finland,2018,6.3,20.8,6.8,0.9,8.3,False,True,True,False,131.04,141.44
Finland,2023,19.4,36.7,11.1,-6.2,7.7,False,True,True,False,711.98,407.37
Sweden,2013,10.1,16.2,7.1,5.2,7.9,False,True,True,False,163.61999999999998,115.02
Sweden,2018,13.9,20.8,4.5,-0.9,7.8,False,True,True,False,289.12,93.60000000000001
Sweden,2023,10.2,12.0,6.0,-5.2,7.5,False,True,True,False,122.39999999999999,72.0
Iceland,2018,9.9,23.7,9.2,8.2,8.5,False,True,True,False,234.63,218.03999999999996
Norway,2013,9.5,26.5,14.5,4.3,8.0,False,True,True,False,251.75,384.25
Norway,2018,8.4,18.4,10.7,1.6,7.9,False,True,True,False,154.56,196.87999999999997
Norway,2023,3.9,20.7,9.4,1.3,7.7,False,True,True,False,80.72999999999999,194.58
Switzerland,2018,8.2,18.6,10.8,3.0,8.0,False,True,True,False,152.52,200.88000000000002
Switzerland,2023,6.9,12.5,9.0,2.2,7.7,False,True,True,False,86.25,112.5
United Kingdom,2013,19.0,19.1,9.1,2.6,7.5,False,True,True,False,362.90000000000003,173.81
United Kingdom,2018,20.2,19.6,9.5,3.3,7.7,False,True,True,False,395.92,186.20000000000002
Belgium,2013,14.1,14.6,13.0,1.5,8.1,False,True,False,False,205.85999999999999,189.79999999999998
Belgium,2018,6.9,14.3,9.5,3.0,8.1,False,True,False,False,98.67000000000002,135.85
Belgium,2023,8.0,11.6,9.1,2.3,8.0,False,True,False,False,92.8,105.55999999999999
Bulgaria,2013,21.8,7.4,9.3,-2.2,6.2,False,True,False,False,161.32000000000002,68.82000000000001
Bulgaria,2018,14.7,7.6,6.6,6.6,6.9,False,True,False,False,111.71999999999998,50.16
Bulgaria,2023,8.8,5.1,5.9,9.9,7.1,False,True,False,False,44.88,30.09
Czechia,2013,15.5,16.7,17.1,0.0,8.1,False,True,False,False,258.84999999999997,285.57
Czechia,2018,8.3,14.8,11.2,8.6,8.2,False,True,False,False,122.84000000000002,165.76
Czechia,2023,6.1,16.6,7.2,-1.7,8.2,False,True,False,False,101.26,119.52000000000001
Denmark,2013,7.1,11.8,4.3,3.9,8.0,False,True,False,False,83.78,50.74
Denmark,2018,4.9,14.0,5.0,4.4,7.6,False,True,False,False,68.60000000000001,70.0
Denmark,2023,5.2,11.3,3.9,-3.8,7.5,False,True,False,False,58.760000000000005,44.07
Germany,2013,9.8,23.1,19.1,3.1,7.7,False,True,False,False,226.38000000000002,441.21000000000004
Germany,2018,8.3,25.4,20.6,6.6,8.0,False,True,False,False,210.82,523.24
Germany,2023,7.0,23.6,14.9,-8.4,7.5,False,True,False,False,165.20000000000002,351.64000000000004
Estonia,2013,10.3,7.9,7.6,10.7,7.6,False,True,False,False,81.37,60.04
Estonia,2018,6.2,5.8,3.8,5.9,7.9,False,True,False,False,35.96,22.04
Estonia,2023,2.4,7.1,12.0,5.9,7.7,False,True,False,False,17.04,85.19999999999999
Ireland,2013,9.1,11.7,4.7,1.2,7.5,False,True,False,False,106.46999999999998,54.99
Ireland,2018,8.9,8.2,4.6,10.2,8.4,False,True,False,False,72.97999999999999,37.71999999999999
Ireland,2023,12.2,13.6,10.2,3.1,7.7,False,True,False,False,165.92,138.72
Spain,2013,10.0,17.1,6.8,-9.1,7.5,False,True,False,False,171.0,116.28
Spain,2018,7.3,14.7,6.9,6.7,8.0,False,True,False,False,107.30999999999999,101.43
Spain,2023,10.6,20.8,8.4,4.0,7.6,False,True,False,False,220.48,174.72000000000003
France,2013,14.4,14.9,8.9,-1.9,7.6,False,True,False,False,214.56,132.61
France,2018,13.1,18.0,11.6,2.9,7.8,False,True,False,False,235.79999999999998,208.79999999999998
France,2023,12.7,18.9,13.3,-0.4,7.6,False,True,False,False,240.02999999999997,251.37
Croatia,2013,0.9,10.0,4.8,-3.9,8.3,False,True,False,False,9.0,48.0
Croatia,2018,2.7,8.8,7.0,6.1,8.0,False,True,False,False,23.760000000000005,61.60000000000001
Croatia,2023,1.4,6.9,3.6,11.9,8.1,False,True,False,False,9.66,24.840000000000003
Italy,2013,13.8,14.8,13.1,-6.5,7.2,False,True,False,False,204.24,193.88
Italy,2018,10.0,8.4,9.1,-0.6,7.8,False,True,False,False,84.0,76.44
Italy,2023,4.1,9.7,8.1,1.3,7.6,False,True,False,False,39.769999999999996,78.57
Cyprus,2013,17.0,28.8,19.6,-4.1,6.7,False,True,False,False,489.6,564.48
Cyprus,2018,16.1,21.9,13.3,-1.3,7.7,False,True,False,False,352.59000000000003,291.27
Cyprus,2023,7.1,14.8,7.0,9.2,7.9,False,True,False,False,105.08,103.60000000000001
Latvia,2013,12.9,8.8,15.0,6.9,7.6,False,True,False,False,113.52000000000001,132.0
Latvia,2018,2.9,9.0,17.1,9.6,7.8,False,True,False,False,26.099999999999998,153.9
Latvia,2023,3.2,11.3,14.9,3.7,7.4,False,True,False,False,36.160000000000004,168.37
Lithuania,2013,6.0,12.9,9.8,1.2,8.2,False,True,False,False,77.4,126.42000000000002
Lithuania,2018,2.7,12.7,9.9,7.3,7.3,False,True,False,False,34.29,125.73
Lithuania,2023,2.4,9.9,9.4,9.8,7.9,False,True,False,False,23.76,93.06
Luxembourg,2013,16.0,19.6,18.6,5.0,8.1,False,True,False,False,313.6,364.56000000000006
Luxembourg,2018,10.8,20.7,16.4,7.1,7.9,False,True,False,False,223.56,339.47999999999996
Luxembourg,2023,5.6,31.3,9.2,-9.1,7.5,False,True,False,False,175.28,287.96
Hungary,2013,10.7,12.3,14.6,-2.6,7.4,False,True,False,False,131.60999999999999,179.58
Hungary,2018,3.5,7.8,8.4,14.3,7.8,False,True,False,False,27.3,65.52
Hungary,2023,6.1,10.7,15.2,7.1,8.0,False,True,False,False,65.27,162.64
Malta,2013,8.5,29.4,19.7,-0.4,7.7,False,True,False,False,249.89999999999998,579.18
Malta,2018,4.3,15.6,25.0,5.8,7.8,False,True,False,False,67.08,390.0
Malta,2023,7.0,28.2,29.5,6.2,7.6,False,True,False,False,197.4,831.9
Netherlands,2013,15.5,19.9,10.6,-6.0,8.0,False,True,False,False,308.45,210.93999999999997
Netherlands,2018,11.6,17.8,11.8,9.3,7.7,False,True,False,False,206.48,210.04000000000002
Netherlands,2023,10.1,21.9,11.3,-1.9,7.6,False,True,False,False,221.18999999999997,247.47
Austria,2013,9.8,17.9,11.6,5.0,8.3,False,True,False,False,175.42,207.64
Austria,2018,8.5,17.2,8.1,6.0,8.5,False,True,False,False,146.2,139.32
Austria,2023,4.9,21.6,6.9,-2.9,7.9,False,True,False,False,105.84000000000002,149.04000000000002
Poland,2013,5.4,14.9,11.8,-4.4,8.0,False,True,False,False,80.46000000000001,175.82000000000002
Poland,2018,4.6,14.8,15.8,6.6,8.3,False,True,False,False,68.08,233.84000000000003
Poland,2023,1.6,8.8,5.9,8.8,8.0,False,True,False,False,14.080000000000002,51.92000000000001
Portugal,2013,10.3,21.4,13.8,-1.9,7.2,False,True,False,False,220.42,295.32
Portugal,2018,4.5,20.5,11.6,10.3,7.9,False,True,False,False,92.25,237.79999999999998
Portugal,2023,4.7,28.0,14.9,8.2,7.8,False,True,False,False,131.6,417.2
Romania,2013,13.0,28.9,16.3,-0.3,7.9,False,True,False,False,375.7,471.07
Romania,2018,9.8,20.7,15.1,5.6,8.6,False,True,False,False,202.86,312.57
Romania,2023,6.4,19.2,9.4,3.3,8.6,False,True,False,False,122.88,180.48
Slovenia,2013,8.2,13.0,17.4,-5.2,7.8,False,True,False,False,106.6,226.2
Slovenia,2018,8.6,15.1,18.7,8.7,8.4,False,True,False,False,129.85999999999999,282.37
Slovenia,2023,6.7,15.8,16.3,7.2,8.4,False,True,False,False,105.86000000000001,257.54
Slovakia,2013,10.2,17.0,17.4,0.8,7.9,False,True,False,False,173.39999999999998,295.79999999999995
Slovakia,2018,5.6,16.0,11.0,7.4,8.2,False,True,False,False,89.6,176.0
Slovakia,2023,3.1,8.3,3.6,-0.2,8.3,False,True,False,False,25.730000000000004,29.880000000000003
Finland,2013,7.9,11.0,8.4,1.2,8.5,False,True,False,False,86.9,92.4
Finland,2018,6.1,11.9,8.4,0.9,8.3,False,True,False,False,72.59,99.96000000000001
Finland,2023,8.7,18.0,7.6,-6.2,7.7,False,True,False,False,156.6,136.79999999999998
Sweden,2013,8.4,11.1,6.7,5.2,7.9,False,True,False,False,93.24,74.37
Sweden,2018,12.9,16.4,4.8,-0.9,7.8,False,True,False,False,211.55999999999997,78.71999999999998
Sweden,2023,6.6,8.4,4.3,-5.2,7.5,False,True,False,False,55.44,36.12
Iceland,2018,1.0,12.6,4.5,8.2,8.5,False,True,False,False,12.6,56.699999999999996
Norway,2013,3.2,8.9,7.4,4.3,8.0,False,True,False,False,28.480000000000004,65.86
Norway,2018,3.2,8.5,7.5,1.6,7.9,False,True,False,False,27.200000000000003,63.75
Norway,2023,5.8,14.1,9.5,1.3,7.7,False,True,False,False,81.78,133.95
Switzerland,2018,6.9,15.1,6.9,3.0,8.0,False,True,False,False,104.19,104.19
Switzerland,2023,6.9,15.3,6.1,2.2,7.7,False,True,False,False,105.57000000000001,93.33
United Kingdom,2013,11.7,15.5,5.5,2.6,7.5,False,True,False,False,181.35,85.25
United Kingdom,2018,15.8,15.2,11.8,3.3,7.7,False,True,False,False,240.16,179.36
Belgium,2013,14.5,14.8,12.8,1.5,8.1,False,True,False,True,214.60000000000002,189.44000000000003
Belgium,2018,7.7,14.4,9.9,3.0,8.1,False,True,False,True,110.88000000000001,142.56
Belgium,2023,8.2,12.0,9.2,2.3,8.0,False,True,False,True,98.39999999999999,110.39999999999999
Bulgaria,2013,24.3,10.7,13.2,-2.2,6.2,False,True,False,True,260.01,141.23999999999998
Bulgaria,2018,15.6,8.8,8.6,6.6,6.9,False,True,False,True,137.28,75.68
Bulgaria,2023,11.0,6.9,8.4,9.9,7.1,False,True,False,True,75.9,57.96000000000001
Czechia,2013,15.8,16.7,17.1,0.0,8.1,False,True,False,True,263.86,285.57
Czechia,2018,8.5,15.1,11.6,8.6,8.2,False,True,False,True,128.35,175.16
Czechia,2023,6.0,16.5,7.1,-1.7,8.2,False,True,False,True,99.0,117.14999999999999
Denmark,2013,6.9,13.1,4.6,3.9,8.0,False,True,False,True,90.39,60.25999999999999
Denmark,2018,5.4,16.3,5.8,4.4,7.6,False,True,False,True,88.02000000000001,94.54
Denmark,2023,5.2,11.5,4.4,-3.8,7.5,False,True,False,True,59.800000000000004,50.6
Germany,2013,10.5,24.1,19.4,3.1,7.7,False,True,False,True,253.05,467.54
Germany,2018,9.2,26.1,20.8,6.6,8.0,False,True,False,True,240.12,542.88
Germany,2023,7.3,23.9,14.7,-8.4,7.5,False,True,False,True,174.47,351.33
Estonia,2013,11.0,8.0,9.2,10.7,7.6,False,True,False,True,88.0,73.6
Estonia,2018,6.2,6.1,4.3,5.9,7.9,False,True,False,True,37.82,26.229999999999997
Estonia,2023,2.5,6.9,12.2,5.9,7.7,False,True,False,True,17.25,84.17999999999999
Ireland,2013,10.1,12.0,5.4,1.2,7.5,False,True,False,True,121.19999999999999,64.80000000000001
Ireland,2018,9.6,10.3,5.9,10.2,8.4,False,True,False,True,98.88000000000001,60.77000000000001
Ireland,2023,11.8,13.5,9.5,3.1,7.7,False,True,False,True,159.3,128.25
Spain,2013,10.2,16.7,7.0,-9.1,7.5,False,True,False,True,170.33999999999997,116.89999999999999
Spain,2018,7.7,15.7,8.0,6.7,8.0,False,True,False,True,120.89,125.6
Spain,2023,10.9,21.5,8.7,4.0,7.6,False,True,False,True,234.35,187.04999999999998
France,2013,15.1,15.8,9.6,-1.9,7.6,False,True,False,True,238.58,151.68
France,2018,13.7,18.3,11.6,2.9,7.8,False,True,False,True,250.71,212.28
France,2023,13.3,20.6,14.5,-0.4,7.6,False,True,False,True,273.98,298.70000000000005
Croatia,2013,1.1,9.2,4.8,-3.9,8.3,False,True,False,True,10.12,44.16
Croatia,2018,2.7,8.6,7.0,6.1,8.0,False,True,False,True,23.22,60.199999999999996
Croatia,2023,1.4,6.9,3.6,11.9,8.1,False,True,False,True,9.66,24.840000000000003
Italy,2013,13.4,15.0,13.0,-6.5,7.2,False,True,False,True,201.0,195.0
Italy,2018,9.4,8.3,8.9,-0.6,7.8,False,True,False,True,78.02000000000001,73.87
Italy,2023,4.5,10.4,8.6,1.3,7.6,False,True,False,True,46.800000000000004,89.44
Cyprus,2013,17.0,29.5,19.4,-4.1,6.7,False,True,False,True,501.5,572.3
Cyprus,2018,14.2,22.6,13.0,-1.3,7.7,False,True,False,True,320.92,293.8
Cyprus,2023,7.2,15.1,6.5,9.2,7.9,False,True,False,True,108.72,98.14999999999999
Latvia,2013,14.8,8.5,14.5,6.9,7.6,False,True,False,True,125.80000000000001,123.25
Latvia,2018,3.1,9.9,16.3,9.6,7.8,False,True,False,True,30.69,161.37
Latvia,2023,3.4,12.1,14.5,3.7,7.4,False,True,False,True,41.14,175.45
Lithuania,2013,5.6,13.2,11.9,1.2,8.2,False,True,False,True,73.91999999999999,157.07999999999998
Lithuania,2018,2.0,10.6,12.9,7.3,7.3,False,True,False,True,21.2,136.74
Lithuania,2023,2.5,8.8,9.2,9.8,7.9,False,True,False,True,22.0,80.96
Luxembourg,2013,16.4,20.8,19.3,5.0,8.1,False,True,False,True,341.12,401.44000000000005
Luxembourg,2018,11.4,20.3,16.7,7.1,7.9,False,True,False,True,231.42000000000002,339.01
Luxembourg,2023,5.7,32.5,10.1,-9.1,7.5,False,True,False,True,185.25,328.25
Hungary,2013,12.7,13.7,16.2,-2.6,7.4,False,True,False,True,173.98999999999998,221.93999999999997
Hungary,2018,4.7,9.0,9.3,14.3,7.8,False,True,False,True,42.300000000000004,83.7
Hungary,2023,7.0,10.8,15.6,7.1,8.0,False,True,False,True,75.60000000000001,168.48000000000002
Malta,2013,9.0,29.6,20.1,-0.4,7.7,False,True,False,True,266.40000000000003,594.96
Malta,2018,4.0,15.4,23.1,5.8,7.8,False,True,False,True,61.6,355.74
Malta,2023,6.5,26.3,28.1,6.2,7.6,False,True,False,True,170.95000000000002,739.0300000000001
Netherlands,2013,15.7,20.6,10.9,-6.0,8.0,False,True,False,True,323.42,224.54000000000002
Netherlands,2018,12.4,18.3,12.0,9.3,7.7,False,True,False,True,226.92000000000002,219.60000000000002
Netherlands,2023,10.5,23.1,12.0,-1.9,7.6,False,True,False,True,242.55,277.20000000000005
Austria,2013,9.4,18.6,11.3,5.0,8.3,False,True,False,True,174.84000000000003,210.18000000000004
Austria,2018,8.0,18.0,8.0,6.0,8.5,False,True,False,True,144.0,144.0
Austria,2023,4.9,21.5,7.3,-2.9,7.9,False,True,False,True,105.35000000000001,156.95
Poland,2013,5.7,15.2,11.9,-4.4,8.0,False,True,False,True,86.64,180.88
Poland,2018,4.7,15.1,15.2,6.6,8.3,False,True,False,True,70.97,229.51999999999998
Poland,2023,1.8,8.9,5.8,8.8,8.0,False,True,False,True,16.02,51.62
Portugal,2013,10.5,22.1,13.8,-1.9,7.2,False,True,False,True,232.05,304.98
Portugal,2018,5.3,21.2,11.7,10.3,7.9,False,True,False,True,112.36,248.03999999999996
Portugal,2023,4.6,29.6,15.4,8.2,7.8,False,True,False,True,136.16,455.84000000000003
Romania,2013,14.6,29.3,16.8,-0.3,7.9,False,True,False,True,427.78,492.24
Romania,2018,10.9,21.4,16.4,5.6,8.6,False,True,False,True,233.26,350.9599999999999
Romania,2023,6.4,19.5,8.9,3.3,8.6,False,True,False,True,124.80000000000001,173.55
Slovenia,2013,8.1,12.6,17.7,-5.2,7.8,False,True,False,True,102.05999999999999,223.01999999999998
Slovenia,2018,8.4,15.6,18.6,8.7,8.4,False,True,False,True,131.04,290.16
Slovenia,2023,6.6,16.0,17.1,7.2,8.4,False,True,False,True,105.6,273.6
Slovakia,2013,10.8,17.6,17.9,0.8,7.9,False,True,False,True,190.08000000000004,315.04
Slovakia,2018,6.4,16.7,12.0,7.4,8.2,False,True,False,True,106.88,200.39999999999998
Slovakia,2023,2.9,7.7,3.7,-0.2,8.3,False,True,False,True,22.33,28.490000000000002
Finland,2013,8.6,12.1,8.6,1.2,8.5,False,True,False,True,104.05999999999999,104.05999999999999
Finland,2018,6.1,13.0,8.2,0.9,8.3,False,True,False,True,79.3,106.6
Finland,2023,10.0,20.3,8.0,-6.2,7.7,False,True,False,True,203.0,162.4
Sweden,2013,8.6,11.9,6.8,5.2,7.9,False,True,False,True,102.34,80.92
Sweden,2018,13.0,17.1,4.7,-0.9,7.8,False,True,False,True,222.3,80.37
Sweden,2023,7.1,9.0,4.6,-5.2,7.5,False,True,False,True,63.9,41.4
Iceland,2018,2.0,13.8,5.0,8.2,8.5,False,True,False,True,27.6,69.0
Norway,2013,3.7,10.4,8.0,4.3,8.0,False,True,False,True,38.480000000000004,83.2
Norway,2018,3.7,9.5,7.8,1.6,7.9,False,True,False,True,35.15,74.1
Norway,2023,5.6,14.8,9.5,1.3,7.7,False,True,False,True,82.88,140.6
Switzerland,2018,7.1,15.6,7.5,3.0,8.0,False,True,False,True,110.75999999999999,117.0
Switzerland,2023,6.9,14.8,6.5,2.2,7.7,False,True,False,True,102.12,96.2
United Kingdom,2013,12.7,16.0,6.0,2.6,7.5,False,True,False,True,203.2,96.0
United Kingdom,2018,16.6,15.9,11.5,3.3,7.7,False,True,False,True,263.94000000000005,182.85
Belgium,2013,13.2,14.9,11.3,1.5,8.1,True,False,True,False,196.68,168.37
Belgium,2018,18.6,19.4,5.3,3.0,8.1,True,False,True,False,360.84,102.82
Belgium,2023,9.1,12.5,10.2,2.3,8.0,True,False,True,False,113.75,127.49999999999999
Bulgaria,2013,23.9,11.0,15.9,-2.2,6.2,True,False,True,False,262.9,174.9
Bulgaria,2018,22.1,7.3,17.1,6.6,6.9,True,False,True,False,161.33,124.83000000000001
Bulgaria,2023,10.2,6.3,7.2,9.9,7.1,True,False,True,False,64.25999999999999,45.36
Czechia,2013,7.7,11.9,12.4,0.0,8.1,True,False,True,False,91.63000000000001,147.56
Czechia,2018,9.0,14.0,13.6,8.6,8.2,True,False,True,False,126.0,190.4
Czechia,2023,3.2,12.3,8.5,-1.7,8.2,True,False,True,False,39.36000000000001,104.55000000000001
Denmark,2013,0.7,23.3,1.6,3.9,8.0,True,False,True,False,16.31,37.28
Denmark,2018,4.4,21.3,7.5,4.4,7.6,True,False,True,False,93.72000000000001,159.75
Denmark,2023,2.8,18.0,10.3,-3.8,7.5,True,False,True,False,50.4,185.4
Germany,2013,8.1,20.2,13.8,3.1,7.7,True,False,True,False,163.61999999999998,278.76
Germany,2018,9.6,25.1,16.0,6.6,8.0,True,False,True,False,240.96,401.6
Germany,2023,3.6,16.3,8.3,-8.4,7.5,True,False,True,False,58.68000000000001,135.29000000000002
Estonia,2013,14.2,7.7,7.6,10.7,7.6,True,False,True,False,109.34,58.519999999999996
Estonia,2018,5.4,5.5,7.0,5.9,7.9,True,False,True,False,29.700000000000003,38.5
Estonia,2023,2.1,7.5,7.7,5.9,7.7,True,False,True,False,15.75,57.75
Ireland,2013,6.9,6.0,2.4,1.2,7.5,True,False,True,False,41.400000000000006,14.399999999999999
Ireland,2018,7.8,10.4,2.8,10.2,8.4,True,False,True,False,81.12,29.119999999999997
Ireland,2023,8.5,15.3,5.0,3.1,7.7,True,False,True,False,130.05,76.5
Spain,2013,7.4,11.0,4.8,-9.1,7.5,True,False,True,False,81.4,52.8
Spain,2018,6.0,8.2,4.6,6.7,8.0,True,False,True,False,49.199999999999996,37.71999999999999
Spain,2023,8.4,15.0,6.2,4.0,7.6,True,False,True,False,126.0,93.0
France,2013,8.7,9.9,5.4,-1.9,7.6,True,False,True,False,86.13,53.46000000000001
France,2018,7.7,13.2,11.2,2.9,7.8,True,False,True,False,101.64,147.83999999999997
France,2023,9.8,16.1,10.0,-0.4,7.6,True,False,True,False,157.78000000000003,161.0
Croatia,2013,3.6,8.4,5.1,-3.9,8.3,True,False,True,False,30.240000000000002,42.839999999999996
Croatia,2018,1.3,4.0,2.5,6.1,8.0,True,False,True,False,5.2,10.0
Croatia,2023,0.6,4.9,2.3,11.9,8.1,True,False,True,False,2.94,11.27
Italy,2013,5.7,6.4,6.6,-6.5,7.2,True,False,True,False,36.480000000000004,42.24
Italy,2018,6.1,5.2,7.3,-0.6,7.8,True,False,True,False,31.72,37.96
Italy,2023,2.4,9.1,5.5,1.3,7.6,True,False,True,False,21.84,50.05
Cyprus,2013,11.7,22.8,14.0,-4.1,6.7,True,False,True,False,266.76,319.2
Cyprus,2018,7.7,15.1,2.6,-1.3,7.7,True,False,True,False,116.27,39.26
Cyprus,2023,6.7,10.4,8.8,9.2,7.9,True,False,True,False,69.68,91.52000000000001
Latvia,2013,6.9,15.1,21.2,6.9,7.6,True,False,True,False,104.19,320.12
Latvia,2018,2.2,9.5,17.5,9.6,7.8,True,False,True,False,20.900000000000002,166.25
Latvia,2023,1.7,6.1,10.7,3.7,7.4,True,False,True,False,10.37,65.27
Lithuania,2013,5.3,10.1,9.4,1.2,8.2,True,False,True,False,53.529999999999994,94.94
Lithuania,2018,4.4,10.9,10.5,7.3,7.3,True,False,True,False,47.96000000000001,114.45
Lithuania,2023,1.2,6.2,9.4,9.8,7.9,True,False,True,False,7.4399999999999995,58.28
Luxembourg,2013,7.0,19.5,8.2,5.0,8.1,True,False,True,False,136.5,159.89999999999998
Luxembourg,2018,7.6,22.0,18.6,7.1,7.9,True,False,True,False,167.2,409.20000000000005
Luxembourg,2023,1.9,12.7,6.4,-9.1,7.5,True,False,True,False,24.13,81.28
Hungary,2013,17.2,17.0,17.1,-2.6,7.4,True,False,True,False,292.4,290.70000000000005
Hungary,2018,7.4,6.4,13.5,14.3,7.8,True,False,True,False,47.36000000000001,86.4
Hungary,2023,10.8,9.5,15.9,7.1,8.0,True,False,True,False,102.60000000000001,151.05
Malta,2023,6.5,38.3,3.0,6.2,7.6,True,False,True,False,248.95,114.89999999999999
Netherlands,2013,9.3,15.5,6.4,-6.0,8.0,True,False,True,False,144.15,99.2
Netherlands,2018,8.3,23.3,22.7,9.3,7.7,True,False,True,False,193.39000000000001,528.91
Netherlands,2023,15.9,24.3,25.0,-1.9,7.6,True,False,True,False,386.37,607.5
Austria,2013,2.5,15.2,8.1,5.0,8.3,True,False,True,False,38.0,123.11999999999999
Austria,2018,3.7,12.9,7.7,6.0,8.5,True,False,True,False,47.730000000000004,99.33
Austria,2023,1.0,13.4,7.7,-2.9,7.9,True,False,True,False,13.4,103.18
Poland,2013,2.8,9.4,6.1,-4.4,8.0,True,False,True,False,26.32,57.339999999999996
Poland,2018,2.4,6.5,8.3,6.6,8.3,True,False,True,False,15.6,53.95
Poland,2023,0.4,4.2,4.4,8.8,8.0,True,False,True,False,1.6800000000000002,18.480000000000004
Portugal,2013,6.9,12.4,9.5,-1.9,7.2,True,False,True,False,85.56,117.8
Portugal,2018,2.9,12.8,8.4,10.3,7.9,True,False,True,False,37.12,107.52000000000001
Portugal,2023,4.5,19.0,15.7,8.2,7.8,True,False,True,False,85.5,298.3
Romania,2013,13.7,13.6,9.8,-0.3,7.9,True,False,True,False,186.32,133.28
Romania,2018,10.9,13.7,9.2,5.6,8.6,True,False,True,False,149.32999999999998,126.03999999999998
