geo,year,crime_rate,noise_rate,pollution_rate,hpi_weight,happy_rate,deg_urb_Rural areas,deg_urb_Towns and suburbs,rskpovth_Below 60%,rskpovth_Total,crime_noise,poll_noise
Romania,2023,6.5,17.3,10.5,3.3,8.6,True,False,True,False,112.45,181.65
Slovenia,2013,3.9,8.3,11.3,-5.2,7.8,True,False,True,False,32.370000000000005,93.79000000000002
Slovenia,2018,5.0,10.7,13.6,8.7,8.4,True,False,True,False,53.5,145.51999999999998
Slovenia,2023,5.1,11.6,13.9,7.2,8.4,True,False,True,False,59.16,161.24
Slovakia,2013,10.8,16.7,19.1,0.8,7.9,True,False,True,False,180.36,318.97
Slovakia,2018,7.9,10.7,9.5,7.4,8.2,True,False,True,False,84.53,101.64999999999999
Slovakia,2023,7.4,19.1,20.4,-0.2,8.3,True,False,True,False,141.34,389.64
Finland,2013,8.4,13.9,7.0,1.2,8.5,True,False,True,False,116.76,97.3
Finland,2018,3.9,7.4,4.7,0.9,8.3,True,False,True,False,28.86,34.78
Finland,2023,6.5,20.9,3.4,-6.2,7.7,True,False,True,False,135.85,71.05999999999999
Sweden,2013,11.4,16.0,5.0,5.2,7.9,True,False,True,False,182.4,80.0
Sweden,2018,12.1,14.9,4.6,-0.9,7.8,True,False,True,False,180.29,68.53999999999999
Sweden,2023,6.0,11.6,7.2,-5.2,7.5,True,False,True,False,69.6,83.52
Iceland,2013,0.0,17.1,8.8,5.8,8.2,True,False,True,False,0.0,150.48000000000002
Iceland,2018,0.0,4.2,3.8,8.2,8.5,True,False,True,False,0.0,15.959999999999999
Norway,2013,3.5,19.5,9.1,4.3,8.0,True,False,True,False,68.25,177.45
Norway,2018,1.7,8.8,5.7,1.6,7.9,True,False,True,False,14.96,50.160000000000004
Norway,2023,6.5,9.6,12.4,1.3,7.7,True,False,True,False,62.4,119.03999999999999
Switzerland,2018,5.9,11.6,5.1,3.0,8.0,True,False,True,False,68.44,59.16
Switzerland,2023,4.2,17.0,7.6,2.2,7.7,True,False,True,False,71.4,129.2
United Kingdom,2013,10.2,8.8,3.6,2.6,7.5,True,False,True,False,89.76,31.680000000000003
United Kingdom,2018,6.8,11.0,8.2,3.3,7.7,True,False,True,False,74.8,90.19999999999999
Belgium,2013,13.4,13.8,14.6,1.5,8.1,True,False,False,False,184.92000000000002,201.48000000000002
Belgium,2018,10.8,15.1,10.0,3.0,8.1,True,False,False,False,163.08,151.0
Belgium,2023,5.7,9.1,7.4,2.3,8.0,True,False,False,False,51.87,67.34
Bulgaria,2013,16.0,3.3,7.5,-2.2,6.2,True,False,False,False,52.8,24.75
Bulgaria,2018,14.8,3.3,7.2,6.6,6.9,True,False,False,False,48.839999999999996,23.759999999999998
Bulgaria,2023,8.9,3.2,4.5,9.9,7.1,True,False,False,False,28.480000000000004,14.4
Czechia,2013,9.6,11.5,11.5,0.0,8.1,True,False,False,False,110.39999999999999,132.25
Czechia,2018,2.8,9.5,7.1,8.6,8.2,True,False,False,False,26.599999999999998,67.45
Czechia,2023,2.5,10.8,4.0,-1.7,8.2,True,False,False,False,27.0,43.2
Denmark,2013,5.8,8.3,3.8,3.9,8.0,True,False,False,False,48.14,31.540000000000003
Denmark,2018,3.7,10.5,5.2,4.4,7.6,True,False,False,False,38.85,54.6
Denmark,2023,2.3,9.3,5.8,-3.8,7.5,True,False,False,False,21.39,53.940000000000005
Germany,2013,4.2,17.6,12.9,3.1,7.7,True,False,False,False,73.92000000000002,227.04000000000002
Germany,2018,4.3,17.2,13.0,6.6,8.0,True,False,False,False,73.96,223.6
Germany,2023,3.1,16.8,8.5,-8.4,7.5,True,False,False,False,52.080000000000005,142.8
Estonia,2013,9.0,6.3,7.9,10.7,7.6,True,False,False,False,56.699999999999996,49.77
Estonia,2018,5.4,5.6,7.8,5.9,7.9,True,False,False,False,30.24,43.68
Estonia,2023,2.5,7.2,6.9,5.9,7.7,True,False,False,False,18.0,49.68000000000001
Ireland,2013,9.0,5.7,3.4,1.2,7.5,True,False,False,False,51.300000000000004,19.38
Ireland,2018,4.1,3.6,4.2,10.2,8.4,True,False,False,False,14.76,15.120000000000001
Ireland,2023,6.1,7.4,4.9,3.1,7.7,True,False,False,False,45.14,36.260000000000005
Spain,2013,8.7,10.7,5.1,-9.1,7.5,True,False,False,False,93.08999999999999,54.56999999999999
Spain,2018,6.2,11.0,5.6,6.7,8.0,True,False,False,False,68.2,61.599999999999994
Spain,2023,7.7,13.0,5.3,4.0,7.6,True,False,False,False,100.10000000000001,68.89999999999999
France,2013,8.5,9.4,6.8,-1.9,7.6,True,False,False,False,79.9,63.92
France,2018,7.2,10.3,8.5,2.9,7.8,True,False,False,False,74.16000000000001,87.55000000000001
France,2023,6.7,11.3,8.4,-0.4,7.6,True,False,False,False,75.71000000000001,94.92000000000002
Croatia,2013,1.5,8.6,5.9,-3.9,8.3,True,False,False,False,12.899999999999999,50.74
Croatia,2018,0.9,4.8,2.9,6.1,8.0,True,False,False,False,4.32,13.92
Croatia,2023,0.3,4.9,2.8,11.9,8.1,True,False,False,False,1.47,13.72
Italy,2013,5.3,7.0,5.9,-6.5,7.2,True,False,False,False,37.1,41.300000000000004
Italy,2018,6.3,6.4,5.5,-0.6,7.8,True,False,False,False,40.32,35.2
Italy,2023,2.8,5.4,4.6,1.3,7.6,True,False,False,False,15.12,24.84
Cyprus,2013,16.3,21.9,15.4,-4.1,6.7,True,False,False,False,356.96999999999997,337.26
Cyprus,2018,7.8,11.6,7.4,-1.3,7.7,True,False,False,False,90.47999999999999,85.84
Cyprus,2023,10.4,12.6,11.5,9.2,7.9,True,False,False,False,131.04,144.9
Latvia,2013,5.8,9.2,14.8,6.9,7.6,True,False,False,False,53.35999999999999,136.16
Latvia,2018,1.1,5.5,12.2,9.6,7.8,True,False,False,False,6.050000000000001,67.1
Latvia,2023,1.3,7.7,10.3,3.7,7.4,True,False,False,False,10.01,79.31
Lithuania,2013,2.5,11.2,10.8,1.2,8.2,True,False,False,False,28.0,120.96
Lithuania,2018,2.1,10.3,13.6,7.3,7.3,True,False,False,False,21.630000000000003,140.08
Lithuania,2023,1.3,5.0,8.3,9.8,7.9,True,False,False,False,6.5,41.5
Luxembourg,2013,10.0,13.6,7.8,5.0,8.1,True,False,False,False,136.0,106.08
Luxembourg,2018,8.8,15.5,12.3,7.1,7.9,True,False,False,False,136.4,190.65
Luxembourg,2023,3.1,21.4,7.0,-9.1,7.5,True,False,False,False,66.34,149.79999999999998
Hungary,2013,9.9,8.2,8.6,-2.6,7.4,True,False,False,False,81.17999999999999,70.52
Hungary,2018,3.3,4.9,6.2,14.3,7.8,True,False,False,False,16.17,30.380000000000003
Hungary,2023,5.2,7.3,10.9,7.1,8.0,True,False,False,False,37.96,79.57000000000001
Malta,2023,3.9,17.1,12.3,6.2,7.6,True,False,False,False,66.69,210.33000000000004
Netherlands,2013,9.0,15.3,10.5,-6.0,8.0,True,False,False,False,137.70000000000002,160.65
Netherlands,2018,8.1,16.8,11.7,9.3,7.7,True,False,False,False,136.08,196.56
Netherlands,2023,8.9,14.1,7.4,-1.9,7.6,True,False,False,False,125.49,104.34
Austria,2013,5.9,15.0,7.0,5.0,8.3,True,False,False,False,88.5,105.0
Austria,2018,5.4,12.3,6.5,6.0,8.5,True,False,False,False,66.42,79.95
Austria,2023,2.6,15.5,6.8,-2.9,7.9,True,False,False,False,40.300000000000004,105.39999999999999
Poland,2013,2.1,9.3,6.2,-4.4,8.0,True,False,False,False,19.53,57.660000000000004
Poland,2018,2.0,9.4,9.6,6.6,8.3,True,False,False,False,18.8,90.24
Poland,2023,1.2,6.7,3.6,8.8,8.0,True,False,False,False,8.04,24.12
Portugal,2013,6.7,12.6,10.7,-1.9,7.2,True,False,False,False,84.42,134.82
Portugal,2018,2.9,11.7,9.2,10.3,7.9,True,False,False,False,33.93,107.63999999999999
Portugal,2023,2.6,20.0,9.3,8.2,7.8,True,False,False,False,52.0,186.0
Romania,2013,15.4,20.5,13.8,-0.3,7.9,True,False,False,False,315.7,282.90000000000003
Romania,2018,9.4,16.0,8.8,5.6,8.6,True,False,False,False,150.4,140.8
Romania,2023,4.0,10.5,8.2,3.3,8.6,True,False,False,False,42.0,86.1
Slovenia,2013,6.8,10.6,12.0,-5.2,7.8,True,False,False,False,72.08,127.19999999999999
Slovenia,2018,6.1,11.4,13.5,8.7,8.4,True,False,False,False,69.53999999999999,153.9
Slovenia,2023,5.1,10.5,12.1,7.2,8.4,True,False,False,False,53.55,127.05
Slovakia,2013,5.2,11.2,9.9,0.8,7.9,True,False,False,False,58.239999999999995,110.88
Slovakia,2018,2.1,6.5,7.5,7.4,8.2,True,False,False,False,13.65,48.75
Slovakia,2023,1.8,5.7,4.0,-0.2,8.3,True,False,False,False,10.26,22.8
Finland,2013,5.2,8.8,5.9,1.2,8.5,True,False,False,False,45.760000000000005,51.92000000000001
Finland,2018,3.0,7.9,6.7,0.9,8.3,True,False,False,False,23.700000000000003,52.93000000000001
Finland,2023,5.4,15.6,6.8,-6.2,7.7,True,False,False,False,84.24000000000001,106.08
Sweden,2013,5.7,7.8,4.2,5.2,7.9,True,False,False,False,44.46,32.76
Sweden,2018,10.0,11.4,3.3,-0.9,7.8,True,False,False,False,114.0,37.62
Sweden,2023,6.0,9.6,2.6,-5.2,7.5,True,False,False,False,57.599999999999994,24.96
Iceland,2013,1.7,7.7,8.0,5.8,8.2,True,False,False,False,13.09,61.6
Iceland,2018,1.0,6.5,6.2,8.2,8.5,True,False,False,False,6.5,40.300000000000004
Norway,2013,2.7,8.8,6.0,4.3,8.0,True,False,False,False,23.760000000000005,52.800000000000004
Norway,2018,1.9,6.3,7.4,1.6,7.9,True,False,False,False,11.969999999999999,46.62
Norway,2023,2.0,9.7,8.4,1.3,7.7,True,False,False,False,19.4,81.48
Switzerland,2018,3.6,12.0,5.5,3.0,8.0,True,False,False,False,43.2,66.0
Switzerland,2023,5.0,10.4,6.3,2.2,7.7,True,False,False,False,52.0,65.52
United Kingdom,2013,8.2,9.3,5.3,2.6,7.5,True,False,False,False,76.26,49.29
United Kingdom,2018,11.3,12.0,9.4,3.3,7.7,True,False,False,False,135.60000000000002,112.80000000000001
Belgium,2013,13.4,14.0,14.1,1.5,8.1,True,False,False,True,187.6,197.4
Belgium,2018,12.0,15.7,9.3,3.0,8.1,True,False,False,True,188.39999999999998,146.01
Belgium,2023,6.1,9.5,7.7,2.3,8.0,True,False,False,True,57.949999999999996,73.15
Bulgaria,2013,18.7,5.9,10.4,-2.2,6.2,True,False,False,True,110.33,61.36000000000001
Bulgaria,2018,17.5,4.8,10.8,6.6,6.9,True,False,False,True,84.0,51.84
Bulgaria,2023,9.3,4.1,5.2,9.9,7.1,True,False,False,True,38.13,21.32
Czechia,2013,9.4,11.5,11.6,0.0,8.1,True,False,False,True,108.10000000000001,133.4
Czechia,2018,3.4,10.0,7.7,8.6,8.2,True,False,False,True,34.0,77.0
Czechia,2023,2.6,10.9,4.5,-1.7,8.2,True,False,False,True,28.340000000000003,49.050000000000004
Denmark,2013,5.3,9.7,3.6,3.9,8.0,True,False,False,True,51.41,34.92
Denmark,2018,3.8,11.7,5.4,4.4,7.6,True,False,False,True,44.459999999999994,63.18
Denmark,2023,2.4,10.2,6.3,-3.8,7.5,True,False,False,True,24.479999999999997,64.25999999999999
Germany,2013,4.8,18.0,13.1,3.1,7.7,True,False,False,True,86.39999999999999,235.79999999999998
Germany,2018,5.2,18.5,13.4,6.6,8.0,True,False,False,True,96.2,247.9
Germany,2023,3.2,16.8,8.5,-8.4,7.5,True,False,False,True,53.760000000000005,142.8
Estonia,2013,10.1,6.6,7.8,10.7,7.6,True,False,False,True,66.66,51.48
Estonia,2018,5.4,5.6,7.6,5.9,7.9,True,False,False,True,30.24,42.559999999999995
Estonia,2023,2.4,7.3,7.1,5.9,7.7,True,False,False,True,17.52,51.83
Ireland,2013,8.6,5.8,3.2,1.2,7.5,True,False,False,True,49.879999999999995,18.56
Ireland,2018,4.7,4.7,4.0,10.2,8.4,True,False,False,True,22.090000000000003,18.8
Ireland,2023,6.5,8.6,4.9,3.1,7.7,True,False,False,True,55.9,42.14
Spain,2013,8.4,10.8,5.0,-9.1,7.5,True,False,False,True,90.72000000000001,54.0
Spain,2018,6.1,10.3,5.3,6.7,8.0,True,False,False,True,62.83,54.59
Spain,2023,7.9,13.5,5.5,4.0,7.6,True,False,False,True,106.65,74.25
France,2013,8.5,9.4,6.7,-1.9,7.6,True,False,False,True,79.9,62.980000000000004
France,2018,7.2,10.6,8.8,2.9,7.8,True,False,False,True,76.32,93.28
France,2023,7.0,11.9,8.6,-0.4,7.6,True,False,False,True,83.3,102.34
Croatia,2013,2.0,8.5,5.7,-3.9,8.3,True,False,False,True,17.0,48.45
Croatia,2018,1.0,4.6,2.8,6.1,8.0,True,False,False,True,4.6,12.879999999999999
Croatia,2023,0.4,4.9,2.7,11.9,8.1,True,False,False,True,1.9600000000000002,13.230000000000002
Italy,2013,5.4,6.9,6.1,-6.5,7.2,True,False,False,True,37.260000000000005,42.089999999999996
Italy,2018,6.3,6.1,5.9,-0.6,7.8,True,False,False,True,38.43,35.99
Italy,2023,2.7,6.1,4.7,1.3,7.6,True,False,False,True,16.47,28.669999999999998
Cyprus,2013,15.5,22.1,15.1,-4.1,6.7,True,False,False,True,342.55,333.71000000000004
Cyprus,2018,7.8,12.3,6.5,-1.3,7.7,True,False,False,True,95.94,79.95
Cyprus,2023,9.7,12.2,11.0,9.2,7.9,True,False,False,True,118.33999999999999,134.2
Latvia,2013,6.1,10.8,16.5,6.9,7.6,True,False,False,True,65.88,178.20000000000002
Latvia,2018,1.4,6.6,13.6,9.6,7.8,True,False,False,True,9.239999999999998,89.75999999999999
Latvia,2023,1.4,7.2,10.4,3.7,7.4,True,False,False,True,10.08,74.88000000000001
Lithuania,2013,3.3,10.9,10.4,1.2,8.2,True,False,False,True,35.97,113.36000000000001
Lithuania,2018,2.8,10.5,12.7,7.3,7.3,True,False,False,True,29.4,133.35
Lithuania,2023,1.3,5.3,8.5,9.8,7.9,True,False,False,True,6.89,45.05
Luxembourg,2013,9.6,14.3,7.8,5.0,8.1,True,False,False,True,137.28,111.54
Luxembourg,2018,8.6,16.4,13.1,7.1,7.9,True,False,False,True,141.04,214.83999999999997
Luxembourg,2023,2.9,19.6,6.9,-9.1,7.5,True,False,False,True,56.84,135.24
Hungary,2013,11.5,10.2,10.5,-2.6,7.4,True,False,False,True,117.3,107.1
Hungary,2018,4.0,5.1,7.4,14.3,7.8,True,False,False,True,20.4,37.74
Hungary,2023,6.3,7.7,11.8,7.1,8.0,True,False,False,True,48.51,90.86000000000001
Malta,2023,4.8,24.3,9.1,6.2,7.6,True,False,False,True,116.64,221.13
Netherlands,2013,9.0,15.3,10.2,-6.0,8.0,True,False,False,True,137.70000000000002,156.06
Netherlands,2018,8.1,17.4,12.8,9.3,7.7,True,False,False,True,140.93999999999997,222.72
Netherlands,2023,9.7,15.2,9.3,-1.9,7.6,True,False,False,True,147.43999999999997,141.36
Austria,2013,5.5,15.0,7.1,5.0,8.3,True,False,False,True,82.5,106.5
Austria,2018,5.2,12.4,6.6,6.0,8.5,True,False,False,True,64.48,81.84
Austria,2023,2.4,15.3,6.9,-2.9,7.9,True,False,False,True,36.72,105.57000000000001
Poland,2013,2.3,9.3,6.2,-4.4,8.0,True,False,False,True,21.39,57.660000000000004
Poland,2018,2.1,8.8,9.4,6.6,8.3,True,False,False,True,18.480000000000004,82.72000000000001
Poland,2023,1.0,6.2,3.8,8.8,8.0,True,False,False,True,6.2,23.56
Portugal,2013,6.7,12.6,10.4,-1.9,7.2,True,False,False,True,84.42,131.04
Portugal,2018,2.9,12.0,9.0,10.3,7.9,True,False,False,True,34.8,108.0
Portugal,2023,3.0,19.8,10.7,8.2,7.8,True,False,False,True,59.400000000000006,211.85999999999999
Romania,2013,14.8,18.1,12.4,-0.3,7.9,True,False,False,True,267.88000000000005,224.44000000000003
Romania,2018,10.0,15.1,8.9,5.6,8.6,True,False,False,True,151.0,134.39000000000001
Romania,2023,4.9,12.9,9.0,3.3,8.6,True,False,False,True,63.21000000000001,116.10000000000001
Slovenia,2013,6.3,10.2,11.9,-5.2,7.8,True,False,False,True,64.25999999999999,121.38
Slovenia,2018,6.0,11.3,13.5,8.7,8.4,True,False,False,True,67.80000000000001,152.55
Slovenia,2023,5.1,10.6,12.3,7.2,8.4,True,False,False,True,54.059999999999995,130.38
Slovakia,2013,6.1,12.1,11.3,0.8,7.9,True,False,False,True,73.80999999999999,136.73000000000002
Slovakia,2018,3.0,7.1,7.8,7.4,8.2,True,False,False,True,21.299999999999997,55.379999999999995
Slovakia,2023,2.6,7.6,6.3,-0.2,8.3,True,False,False,True,19.759999999999998,47.879999999999995
Finland,2013,5.7,9.5,6.0,1.2,8.5,True,False,False,True,54.15,57.0
Finland,2018,3.2,7.8,6.4,0.9,8.3,True,False,False,True,24.96,49.92
Finland,2023,5.5,16.2,6.4,-6.2,7.7,True,False,False,True,89.1,103.68
Sweden,2013,6.7,9.2,4.3,5.2,7.9,True,False,False,True,61.63999999999999,39.559999999999995
Sweden,2018,10.4,12.1,3.6,-0.9,7.8,True,False,False,True,125.84,43.56
Sweden,2023,6.0,9.9,3.4,-5.2,7.5,True,False,False,True,59.400000000000006,33.660000000000004
Iceland,2013,1.6,8.5,8.1,5.8,8.2,True,False,False,True,13.600000000000001,68.85
Iceland,2018,0.9,6.3,5.9,8.2,8.5,True,False,False,True,5.67,37.17
Norway,2013,2.8,10.0,6.3,4.3,8.0,True,False,False,True,28.0,63.0
Norway,2018,1.9,6.6,7.2,1.6,7.9,True,False,False,True,12.54,47.519999999999996
Norway,2023,2.4,9.6,8.8,1.3,7.7,True,False,False,True,23.04,84.48
Switzerland,2018,3.9,12.0,5.4,3.0,8.0,True,False,False,True,46.8,64.80000000000001
Switzerland,2023,4.8,11.6,6.6,2.2,7.7,True,False,False,True,55.68,76.55999999999999
United Kingdom,2013,8.5,9.2,5.1,2.6,7.5,True,False,False,True,78.19999999999999,46.919999999999995
United Kingdom,2018,10.4,11.8,9.2,3.3,7.7,True,False,False,True,122.72000000000001,108.56
