freq,unit,na_item,geo,time,value
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Germany,2014,37600.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Germany,2015,37950.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Germany,2016,38550.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Germany,2017,39540.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Germany,2018,39930.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Germany,2019,40300.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Germany,2020,38670.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Germany,2021,40250.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Germany,2022,40710.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Germany,2023,39990.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Germany,2024,39680.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Germany,2025,39770.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,1995,39110.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,1996,39990.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,1997,41080.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,1998,41900.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,1999,43000.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2000,44450.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2001,44710.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2002,44770.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2003,44850.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2004,45980.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2005,46930.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2006,48550.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2007,48820.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2008,48330.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2009,45680.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2010,46190.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2011,46610.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2012,46430.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2013,46890.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2014,47240.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2015,47900.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2016,48970.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2017,50150.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2018,50830.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2019,51500.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2020,50470.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2021,53520.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2022,53290.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2023,53230.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2024,54820.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Denmark,2025,56130.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,1995,6410.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,1996,6840.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,1997,7830.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,1998,8250.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,1999,8300.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2000,8990.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2001,9580.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2002,10310.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2003,11160.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2004,12000.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2005,13210.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2006,14590.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2007,15790.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2008,15030.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2009,12850.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2010,13190.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2011,14240.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2012,14810.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2013,15130.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2014,15680.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2015,16000.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2016,16460.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2017,17390.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2018,17990.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2019,18580.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2020,17990.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2021,19450.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2022,19190.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2023,18200.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2024,18070.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Estonia,2025,18230.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,1995,14290.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,1996,14430.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,1997,14870.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,1998,15300.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,1999,15650.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2000,16230.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2001,16890.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2002,17620.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2003,18600.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2004,19550.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2005,19720.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2006,20930.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2007,21610.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2008,21560.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2009,20620.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2010,19420.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2011,17530.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2012,16160.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2013,15900.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2014,16140.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2015,16210.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2016,16270.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2017,16540.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2018,16920.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2019,17320.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2020,15760.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2021,17220.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2022,18270.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2023,18720.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2024,19140.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Greece,2025,19530.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,1995,18220.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,1996,18620.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,1997,19210.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,1998,19960.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,1999,20750.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2000,21730.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2001,22470.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2002,22720.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2003,22960.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2004,23310.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2005,23690.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2006,24260.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2007,24640.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2008,24420.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2009,23310.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2010,23230.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2011,23000.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2012,22330.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2013,22090.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2014,22500.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2015,23440.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2016,24100.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2017,24750.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2018,25230.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2019,25520.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2020,22610.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2021,24120.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2022,25420.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2023,25740.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2024,26350.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Spain,2025,26850.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,1995,26940.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,1996,27840.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,1997,29530.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,1998,31060.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,1999,32340.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2000,34130.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2001,34960.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2002,35460.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2003,36090.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2004,37420.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2005,38330.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2006,39720.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2007,41650.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2008,41780.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2009,38230.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2010,39260.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2011,40010.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2012,39210.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2013,38650.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2014,38300.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2015,38350.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2016,39230.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2017,40430.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2018,40860.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2019,41370.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2020,40270.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2021,41270.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2022,41470.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2023,40780.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2024,40620.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Finland,2025,40520.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,1995,26540.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,1996,26820.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,1997,27400.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,1998,28250.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,1999,29060.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2000,30060.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2001,30410.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2002,30510.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2003,30600.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2004,31250.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2005,31610.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2006,32240.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2007,32860.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2008,32810.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2009,31720.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2010,32200.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2011,32830.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2012,32740.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2013,32830.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2014,32990.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2015,33200.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2016,33360.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2017,33920.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2018,34320.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2019,34880.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2020,32130.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2021,34220.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2022,34980.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2023,35410.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2024,35830.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,France,2025,36000.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,1995,6520.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,1996,7010.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,1997,7480.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,1998,7650.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,1999,7620.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2000,7920.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2001,8490.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2002,8970.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2003,9470.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2004,9860.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2005,10270.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2006,10790.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2007,11340.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2008,11570.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2009,10790.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2010,10670.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2011,10690.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2012,10510.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2013,10570.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2014,10600.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2015,10960.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2016,11480.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2017,12040.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2018,12550.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2019,13070.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2020,12100.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2021,13750.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2022,14820.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2023,15370.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2024,15910.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Croatia,2025,16400.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,1995,6940.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,1996,6960.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,1997,7180.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,1998,7480.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,1999,7730.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2000,8090.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2001,8440.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2002,8860.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2003,9240.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2004,9720.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2005,10160.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2006,10570.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2007,10630.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2008,10750.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2009,10040.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2010,10170.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2011,10400.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2012,10320.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2013,10570.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2014,11070.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2015,11520.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2016,11850.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2017,12380.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2018,13100.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2019,13780.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2020,13210.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2021,14230.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2022,14860.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2023,14760.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2024,14910.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Hungary,2025,15060.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,1995,25870.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,1996,27590.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,1997,30310.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,1998,32530.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,1999,35570.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2000,38400.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2001,39820.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2002,41440.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2003,41990.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2004,44070.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2005,45560.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2006,46600.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2007,47620.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2008,44510.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2009,41850.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2010,42360.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2011,42860.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2012,42510.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2013,43230.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2014,46960.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2015,57980.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2016,57990.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2017,62950.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2018,66830.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2019,69060.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2020,73020.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2021,83930.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2022,88360.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2023,84560.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2024,85320.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Ireland,2025,94370.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Italy,1995,26510.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Italy,1996,26850.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Italy,1997,27360.0
Annual,"Chain linked volumes (2015), euro per capita",Gross domestic product at market prices,Italy,1998,27840.0
