freq,purchase,unit,geo,year,hpi_weight
Annual,Total,"Annual average index, 2010=100",Slovenia,2015,85.32
Annual,Total,"Annual average index, 2010=100",Slovenia,2016,88.1
Annual,Total,"Annual average index, 2010=100",Slovenia,2017,95.38
Annual,Total,"Annual average index, 2010=100",Slovenia,2018,103.71
Annual,Total,"Annual average index, 2010=100",Slovenia,2019,110.65
Annual,Total,"Annual average index, 2010=100",Slovenia,2020,115.75
Annual,Total,"Annual average index, 2010=100",Slovenia,2021,129.11
Annual,Total,"Annual average index, 2010=100",Slovenia,2022,148.16
Annual,Total,"Annual average index, 2010=100",Slovenia,2023,158.88
Annual,Total,"Annual average index, 2010=100",Slovenia,2024,170.86
Annual,Total,"Annual average index, 2010=100",Slovenia,2025,178.23
Annual,Total,"Annual average index, 2010=100",Slovakia,2006,78.29
Annual,Total,"Annual average index, 2010=100",Slovakia,2007,100.98
Annual,Total,"Annual average index, 2010=100",Slovakia,2008,119.06
Annual,Total,"Annual average index, 2010=100",Slovakia,2009,103.88
Annual,Total,"Annual average index, 2010=100",Slovakia,2010,100.0
Annual,Total,"Annual average index, 2010=100",Slovakia,2011,98.5
Annual,Total,"Annual average index, 2010=100",Slovakia,2012,95.77
Annual,Total,"Annual average index, 2010=100",Slovakia,2013,96.53
Annual,Total,"Annual average index, 2010=100",Slovakia,2014,97.83
Annual,Total,"Annual average index, 2010=100",Slovakia,2015,103.04
Annual,Total,"Annual average index, 2010=100",Slovakia,2016,109.91
Annual,Total,"Annual average index, 2010=100",Slovakia,2017,116.34
Annual,Total,"Annual average index, 2010=100",Slovakia,2018,125.0
Annual,Total,"Annual average index, 2010=100",Slovakia,2019,136.41
Annual,Total,"Annual average index, 2010=100",Slovakia,2020,149.43
Annual,Total,"Annual average index, 2010=100",Slovakia,2021,158.95
Annual,Total,"Annual average index, 2010=100",Slovakia,2022,180.73
Annual,Total,"Annual average index, 2010=100",Slovakia,2023,180.4
Annual,Total,"Annual average index, 2010=100",Slovakia,2024,187.19
Annual,Total,"Annual average index, 2010=100",Slovakia,2025,210.43
Annual,Total,"Annual average index, 2010=100",Finland,2005,81.22
Annual,Total,"Annual average index, 2010=100",Finland,2006,86.87
Annual,Total,"Annual average index, 2010=100",Finland,2007,92.0
Annual,Total,"Annual average index, 2010=100",Finland,2008,92.73
Annual,Total,"Annual average index, 2010=100",Finland,2009,94.07
Annual,Total,"Annual average index, 2010=100",Finland,2010,100.0
Annual,Total,"Annual average index, 2010=100",Finland,2011,103.18
Annual,Total,"Annual average index, 2010=100",Finland,2012,105.67
Annual,Total,"Annual average index, 2010=100",Finland,2013,106.89
Annual,Total,"Annual average index, 2010=100",Finland,2014,106.51
Annual,Total,"Annual average index, 2010=100",Finland,2015,106.52
Annual,Total,"Annual average index, 2010=100",Finland,2016,107.89
Annual,Total,"Annual average index, 2010=100",Finland,2017,109.06
Annual,Total,"Annual average index, 2010=100",Finland,2018,110.07
Annual,Total,"Annual average index, 2010=100",Finland,2019,110.53
Annual,Total,"Annual average index, 2010=100",Finland,2020,112.48
Annual,Total,"Annual average index, 2010=100",Finland,2021,117.65
Annual,Total,"Annual average index, 2010=100",Finland,2022,118.78
Annual,Total,"Annual average index, 2010=100",Finland,2023,111.4
Annual,Total,"Annual average index, 2010=100",Finland,2024,107.95
Annual,Total,"Annual average index, 2010=100",Finland,2025,105.3
Annual,Total,"Annual average index, 2010=100",Sweden,2005,70.36
Annual,Total,"Annual average index, 2010=100",Sweden,2006,79.03
Annual,Total,"Annual average index, 2010=100",Sweden,2007,88.88
Annual,Total,"Annual average index, 2010=100",Sweden,2008,89.87
Annual,Total,"Annual average index, 2010=100",Sweden,2009,92.7
Annual,Total,"Annual average index, 2010=100",Sweden,2010,100.0
Annual,Total,"Annual average index, 2010=100",Sweden,2011,102.58
Annual,Total,"Annual average index, 2010=100",Sweden,2012,103.87
Annual,Total,"Annual average index, 2010=100",Sweden,2013,109.22
Annual,Total,"Annual average index, 2010=100",Sweden,2014,119.52
Annual,Total,"Annual average index, 2010=100",Sweden,2015,135.2
Annual,Total,"Annual average index, 2010=100",Sweden,2016,146.34
Annual,Total,"Annual average index, 2010=100",Sweden,2017,156.06
Annual,Total,"Annual average index, 2010=100",Sweden,2018,154.6
Annual,Total,"Annual average index, 2010=100",Sweden,2019,158.44
Annual,Total,"Annual average index, 2010=100",Sweden,2020,165.09
Annual,Total,"Annual average index, 2010=100",Sweden,2021,181.79
Annual,Total,"Annual average index, 2010=100",Sweden,2022,188.27
Annual,Total,"Annual average index, 2010=100",Sweden,2023,178.54
Annual,Total,"Annual average index, 2010=100",Sweden,2024,178.51
Annual,Total,"Annual average index, 2010=100",Sweden,2025,180.37
Annual,Total,"Annual average index, 2010=100",Iceland,2005,84.14
Annual,Total,"Annual average index, 2010=100",Iceland,2006,98.3
Annual,Total,"Annual average index, 2010=100",Iceland,2007,107.53
Annual,Total,"Annual average index, 2010=100",Iceland,2008,114.22
Annual,Total,"Annual average index, 2010=100",Iceland,2009,103.13
Annual,Total,"Annual average index, 2010=100",Iceland,2010,100.0
Annual,Total,"Annual average index, 2010=100",Iceland,2011,104.64
Annual,Total,"Annual average index, 2010=100",Iceland,2012,111.86
Annual,Total,"Annual average index, 2010=100",Iceland,2013,118.31
Annual,Total,"Annual average index, 2010=100",Iceland,2014,128.28
Annual,Total,"Annual average index, 2010=100",Iceland,2015,138.85
Annual,Total,"Annual average index, 2010=100",Iceland,2016,152.41
Annual,Total,"Annual average index, 2010=100",Iceland,2017,182.17
Annual,Total,"Annual average index, 2010=100",Iceland,2018,197.18
Annual,Total,"Annual average index, 2010=100",Iceland,2019,205.9
Annual,Total,"Annual average index, 2010=100",Iceland,2020,219.09
Annual,Total,"Annual average index, 2010=100",Iceland,2021,246.54
Annual,Total,"Annual average index, 2010=100",Iceland,2022,298.31
Annual,Total,"Annual average index, 2010=100",Iceland,2023,321.53
Annual,Total,"Annual average index, 2010=100",Iceland,2024,347.43
Annual,Total,"Annual average index, 2010=100",Iceland,2025,365.31
Annual,Total,"Annual average index, 2010=100",Norway,2005,71.59
Annual,Total,"Annual average index, 2010=100",Norway,2006,81.39
Annual,Total,"Annual average index, 2010=100",Norway,2007,91.64
Annual,Total,"Annual average index, 2010=100",Norway,2008,90.66
Annual,Total,"Annual average index, 2010=100",Norway,2009,92.38
Annual,Total,"Annual average index, 2010=100",Norway,2010,100.0
Annual,Total,"Annual average index, 2010=100",Norway,2011,108.17
Annual,Total,"Annual average index, 2010=100",Norway,2012,115.46
Annual,Total,"Annual average index, 2010=100",Norway,2013,120.43
Annual,Total,"Annual average index, 2010=100",Norway,2014,123.72
Annual,Total,"Annual average index, 2010=100",Norway,2015,131.99
Annual,Total,"Annual average index, 2010=100",Norway,2016,142.39
Annual,Total,"Annual average index, 2010=100",Norway,2017,150.13
Annual,Total,"Annual average index, 2010=100",Norway,2018,152.48
Annual,Total,"Annual average index, 2010=100",Norway,2019,158.62
Annual,Total,"Annual average index, 2010=100",Norway,2020,166.45
Annual,Total,"Annual average index, 2010=100",Norway,2021,181.69
Annual,Total,"Annual average index, 2010=100",Norway,2022,192.32
Annual,Total,"Annual average index, 2010=100",Norway,2023,194.85
Annual,Total,"Annual average index, 2010=100",Norway,2024,201.83
Annual,Total,"Annual average index, 2010=100",Norway,2025,213.38
Annual,Total,"Annual average index, 2010=100",United Kingdom,2005,91.64
Annual,Total,"Annual average index, 2010=100",United Kingdom,2006,98.79
Annual,Total,"Annual average index, 2010=100",United Kingdom,2007,108.58
Annual,Total,"Annual average index, 2010=100",United Kingdom,2008,103.79
Annual,Total,"Annual average index, 2010=100",United Kingdom,2009,94.53
Annual,Total,"Annual average index, 2010=100",United Kingdom,2010,100.0
Annual,Total,"Annual average index, 2010=100",United Kingdom,2011,98.53
Annual,Total,"Annual average index, 2010=100",United Kingdom,2012,98.9
Annual,Total,"Annual average index, 2010=100",United Kingdom,2013,101.44
Annual,Total,"Annual average index, 2010=100",United Kingdom,2014,109.58
Annual,Total,"Annual average index, 2010=100",United Kingdom,2015,116.08
Annual,Total,"Annual average index, 2010=100",United Kingdom,2016,124.19
Annual,Total,"Annual average index, 2010=100",United Kingdom,2017,129.85
Annual,Total,"Annual average index, 2010=100",United Kingdom,2018,134.1
Annual,Total,"Annual average index, 2010=100",United Kingdom,2019,135.42
Annual,Total,"Annual average index, 2010=100",Türkiye,2010,100.0
Annual,Total,"Annual average index, 2010=100",Türkiye,2011,108.8
Annual,Total,"Annual average index, 2010=100",Türkiye,2012,120.67
Annual,Total,"Annual average index, 2010=100",Türkiye,2013,134.46
Annual,Total,"Annual average index, 2010=100",Türkiye,2014,151.25
Annual,Total,"Annual average index, 2010=100",Türkiye,2015,175.08
Annual,Total,"Annual average index, 2010=100",Türkiye,2016,197.46
Annual,Total,"Annual average index, 2010=100",Türkiye,2017,218.81
Annual,Total,"Annual average index, 2010=100",Türkiye,2018,235.94
Annual,Total,"Annual average index, 2010=100",Türkiye,2019,247.29
Annual,Total,"Annual average index, 2010=100",Türkiye,2020,306.11
Annual,Total,"Annual average index, 2010=100",Türkiye,2021,421.03
Annual,Total,"Annual average index, 2010=100",Türkiye,2022,1070.43
Annual,Total,"Annual average index, 2010=100",Türkiye,2023,2129.45
Annual,Total,"Annual average index, 2010=100",Türkiye,2024,3014.02
Annual,Total,"Annual average index, 2015=100",Belgium,2005,72.85
Annual,Total,"Annual average index, 2015=100",Belgium,2006,80.0
Annual,Total,"Annual average index, 2015=100",Belgium,2007,86.2
Annual,Total,"Annual average index, 2015=100",Belgium,2008,89.95
Annual,Total,"Annual average index, 2015=100",Belgium,2009,89.58
Annual,Total,"Annual average index, 2015=100",Belgium,2010,91.6
Annual,Total,"Annual average index, 2015=100",Belgium,2011,94.88
Annual,Total,"Annual average index, 2015=100",Belgium,2012,97.11
Annual,Total,"Annual average index, 2015=100",Belgium,2013,98.55
Annual,Total,"Annual average index, 2015=100",Belgium,2014,98.22
Annual,Total,"Annual average index, 2015=100",Belgium,2015,100.0
Annual,Total,"Annual average index, 2015=100",Belgium,2016,102.33
Annual,Total,"Annual average index, 2015=100",Belgium,2017,105.95
Annual,Total,"Annual average index, 2015=100",Belgium,2018,109.15
Annual,Total,"Annual average index, 2015=100",Belgium,2019,113.23
Annual,Total,"Annual average index, 2015=100",Belgium,2020,118.09
Annual,Total,"Annual average index, 2015=100",Belgium,2021,125.96
Annual,Total,"Annual average index, 2015=100",Belgium,2022,132.93
Annual,Total,"Annual average index, 2015=100",Belgium,2023,136.05
Annual,Total,"Annual average index, 2015=100",Belgium,2024,140.42
Annual,Total,"Annual average index, 2015=100",Belgium,2025,144.86
Annual,Total,"Annual average index, 2015=100",Bulgaria,2005,80.09
Annual,Total,"Annual average index, 2015=100",Bulgaria,2006,91.86
Annual,Total,"Annual average index, 2015=100",Bulgaria,2007,118.42
Annual,Total,"Annual average index, 2015=100",Bulgaria,2008,147.97
Annual,Total,"Annual average index, 2015=100",Bulgaria,2009,117.79
Annual,Total,"Annual average index, 2015=100",Bulgaria,2010,105.81
Annual,Total,"Annual average index, 2015=100",Bulgaria,2011,99.98
Annual,Total,"Annual average index, 2015=100",Bulgaria,2012,98.07
Annual,Total,"Annual average index, 2015=100",Bulgaria,2013,95.92
Annual,Total,"Annual average index, 2015=100",Bulgaria,2014,97.29
Annual,Total,"Annual average index, 2015=100",Bulgaria,2015,100.0
Annual,Total,"Annual average index, 2015=100",Bulgaria,2016,107.02
Annual,Total,"Annual average index, 2015=100",Bulgaria,2017,116.3
Annual,Total,"Annual average index, 2015=100",Bulgaria,2018,123.96
Annual,Total,"Annual average index, 2015=100",Bulgaria,2019,131.42
Annual,Total,"Annual average index, 2015=100",Bulgaria,2020,137.41
Annual,Total,"Annual average index, 2015=100",Bulgaria,2021,149.33
Annual,Total,"Annual average index, 2015=100",Bulgaria,2022,169.92
Annual,Total,"Annual average index, 2015=100",Bulgaria,2023,186.67
Annual,Total,"Annual average index, 2015=100",Bulgaria,2024,217.47
Annual,Total,"Annual average index, 2015=100",Bulgaria,2025,249.23
Annual,Total,"Annual average index, 2015=100",Czechia,2008,100.8
Annual,Total,"Annual average index, 2015=100",Czechia,2009,96.9
Annual,Total,"Annual average index, 2015=100",Czechia,2010,95.2
Annual,Total,"Annual average index, 2015=100",Czechia,2011,95.3
Annual,Total,"Annual average index, 2015=100",Czechia,2012,93.9
Annual,Total,"Annual average index, 2015=100",Czechia,2013,93.9
Annual,Total,"Annual average index, 2015=100",Czechia,2014,96.2
Annual,Total,"Annual average index, 2015=100",Czechia,2015,100.0
Annual,Total,"Annual average index, 2015=100",Czechia,2016,107.2
Annual,Total,"Annual average index, 2015=100",Czechia,2017,119.7
Annual,Total,"Annual average index, 2015=100",Czechia,2018,130.0
Annual,Total,"Annual average index, 2015=100",Czechia,2019,141.9
Annual,Total,"Annual average index, 2015=100",Czechia,2020,153.9
Annual,Total,"Annual average index, 2015=100",Czechia,2021,184.2
Annual,Total,"Annual average index, 2015=100",Czechia,2022,215.3
Annual,Total,"Annual average index, 2015=100",Czechia,2023,211.7
Annual,Total,"Annual average index, 2015=100",Czechia,2024,222.3
Annual,Total,"Annual average index, 2015=100",Czechia,2025,245.4
Annual,Total,"Annual average index, 2015=100",Denmark,2005,82.92
Annual,Total,"Annual average index, 2015=100",Denmark,2006,102.89
Annual,Total,"Annual average index, 2015=100",Denmark,2007,105.64
Annual,Total,"Annual average index, 2015=100",Denmark,2008,100.18
Annual,Total,"Annual average index, 2015=100",Denmark,2009,88.19
Annual,Total,"Annual average index, 2015=100",Denmark,2010,90.65
Annual,Total,"Annual average index, 2015=100",Denmark,2011,89.12
Annual,Total,"Annual average index, 2015=100",Denmark,2012,86.71
Annual,Total,"Annual average index, 2015=100",Denmark,2013,90.08
Annual,Total,"Annual average index, 2015=100",Denmark,2014,93.48
Annual,Total,"Annual average index, 2015=100",Denmark,2015,100.0
Annual,Total,"Annual average index, 2015=100",Denmark,2016,104.57
Annual,Total,"Annual average index, 2015=100",Denmark,2017,109.75
Annual,Total,"Annual average index, 2015=100",Denmark,2018,114.59
Annual,Total,"Annual average index, 2015=100",Denmark,2019,117.13
Annual,Total,"Annual average index, 2015=100",Denmark,2020,122.18
Annual,Total,"Annual average index, 2015=100",Denmark,2021,136.28
Annual,Total,"Annual average index, 2015=100",Denmark,2022,142.7
Annual,Total,"Annual average index, 2015=100",Denmark,2023,137.28
Annual,Total,"Annual average index, 2015=100",Denmark,2024,142.11
Annual,Total,"Annual average index, 2015=100",Denmark,2025,152.77
Annual,Total,"Annual average index, 2015=100",Germany,2005,83.3
Annual,Total,"Annual average index, 2015=100",Germany,2006,83.0
Annual,Total,"Annual average index, 2015=100",Germany,2007,81.2
Annual,Total,"Annual average index, 2015=100",Germany,2008,82.3
Annual,Total,"Annual average index, 2015=100",Germany,2009,83.0
Annual,Total,"Annual average index, 2015=100",Germany,2010,83.9
Annual,Total,"Annual average index, 2015=100",Germany,2011,86.8
Annual,Total,"Annual average index, 2015=100",Germany,2012,89.8
Annual,Total,"Annual average index, 2015=100",Germany,2013,92.6
Annual,Total,"Annual average index, 2015=100",Germany,2014,95.5
Annual,Total,"Annual average index, 2015=100",Germany,2015,100.0
Annual,Total,"Annual average index, 2015=100",Germany,2016,107.5
Annual,Total,"Annual average index, 2015=100",Germany,2017,114.1
Annual,Total,"Annual average index, 2015=100",Germany,2018,121.7
Annual,Total,"Annual average index, 2015=100",Germany,2019,128.7
Annual,Total,"Annual average index, 2015=100",Germany,2020,138.7
Annual,Total,"Annual average index, 2015=100",Germany,2021,154.7
Annual,Total,"Annual average index, 2015=100",Germany,2022,164.1
Annual,Total,"Annual average index, 2015=100",Germany,2023,150.3
Annual,Total,"Annual average index, 2015=100",Germany,2024,148.0
Annual,Total,"Annual average index, 2015=100",Germany,2025,152.7
Annual,Total,"Annual average index, 2015=100",Estonia,2005,59.01
Annual,Total,"Annual average index, 2015=100",Estonia,2006,88.22
Annual,Total,"Annual average index, 2015=100",Estonia,2007,106.54
Annual,Total,"Annual average index, 2015=100",Estonia,2008,96.29
Annual,Total,"Annual average index, 2015=100",Estonia,2009,60.47
Annual,Total,"Annual average index, 2015=100",Estonia,2010,63.9
Annual,Total,"Annual average index, 2015=100",Estonia,2011,69.32
Annual,Total,"Annual average index, 2015=100",Estonia,2012,74.37
Annual,Total,"Annual average index, 2015=100",Estonia,2013,82.29
Annual,Total,"Annual average index, 2015=100",Estonia,2014,93.58
Annual,Total,"Annual average index, 2015=100",Estonia,2015,100.0
Annual,Total,"Annual average index, 2015=100",Estonia,2016,104.75
Annual,Total,"Annual average index, 2015=100",Estonia,2017,110.51
Annual,Total,"Annual average index, 2015=100",Estonia,2018,117.07
Annual,Total,"Annual average index, 2015=100",Estonia,2019,125.27
Annual,Total,"Annual average index, 2015=100",Estonia,2020,132.79
Annual,Total,"Annual average index, 2015=100",Estonia,2021,152.78
Annual,Total,"Annual average index, 2015=100",Estonia,2022,186.76
Annual,Total,"Annual average index, 2015=100",Estonia,2023,197.72
Annual,Total,"Annual average index, 2015=100",Estonia,2024,209.79
Annual,Total,"Annual average index, 2015=100",Estonia,2025,220.72
Annual,Total,"Annual average index, 2015=100",Ireland,2005,131.89
Annual,Total,"Annual average index, 2015=100",Ireland,2006,151.5
Annual,Total,"Annual average index, 2015=100",Ireland,2007,162.81
Annual,Total,"Annual average index, 2015=100",Ireland,2008,151.51
Annual,Total,"Annual average index, 2015=100",Ireland,2009,122.49
Annual,Total,"Annual average index, 2015=100",Ireland,2010,105.96
Annual,Total,"Annual average index, 2015=100",Ireland,2011,87.86
Annual,Total,"Annual average index, 2015=100",Ireland,2012,76.04
Annual,Total,"Annual average index, 2015=100",Ireland,2013,76.99
Annual,Total,"Annual average index, 2015=100",Ireland,2014,89.72
Annual,Total,"Annual average index, 2015=100",Ireland,2015,100.0
Annual,Total,"Annual average index, 2015=100",Ireland,2016,107.46
Annual,Total,"Annual average index, 2015=100",Ireland,2017,119.14
Annual,Total,"Annual average index, 2015=100",Ireland,2018,131.33
Annual,Total,"Annual average index, 2015=100",Ireland,2019,134.41
Annual,Total,"Annual average index, 2015=100",Ireland,2020,134.82
Annual,Total,"Annual average index, 2015=100",Ireland,2021,145.98
Annual,Total,"Annual average index, 2015=100",Ireland,2022,163.96
Annual,Total,"Annual average index, 2015=100",Ireland,2023,168.99
Annual,Total,"Annual average index, 2015=100",Ireland,2024,183.38
Annual,Total,"Annual average index, 2015=100",Ireland,2025,197.21
Annual,Total,"Annual average index, 2015=100",Spain,2006,135.5
Annual,Total,"Annual average index, 2015=100",Spain,2007,148.79
Annual,Total,"Annual average index, 2015=100",Spain,2008,146.66
Annual,Total,"Annual average index, 2015=100",Spain,2009,136.97
Annual,Total,"Annual average index, 2015=100",Spain,2010,134.55
Annual,Total,"Annual average index, 2015=100",Spain,2011,124.27
Annual,Total,"Annual average index, 2015=100",Spain,2012,105.9
Annual,Total,"Annual average index, 2015=100",Spain,2013,96.24
Annual,Total,"Annual average index, 2015=100",Spain,2014,96.54
Annual,Total,"Annual average index, 2015=100",Spain,2015,100.0
Annual,Total,"Annual average index, 2015=100",Spain,2016,104.62
Annual,Total,"Annual average index, 2015=100",Spain,2017,111.1
Annual,Total,"Annual average index, 2015=100",Spain,2018,118.58
Annual,Total,"Annual average index, 2015=100",Spain,2019,124.71
Annual,Total,"Annual average index, 2015=100",Spain,2020,127.5
Annual,Total,"Annual average index, 2015=100",Spain,2021,132.19
Annual,Total,"Annual average index, 2015=100",Spain,2022,141.98
Annual,Total,"Annual average index, 2015=100",Spain,2023,147.69
Annual,Total,"Annual average index, 2015=100",Spain,2024,160.25
Annual,Total,"Annual average index, 2015=100",Spain,2025,180.6
Annual,Total,"Annual average index, 2015=100",France,2005,84.72
Annual,Total,"Annual average index, 2015=100",France,2006,94.51
Annual,Total,"Annual average index, 2015=100",France,2007,100.57
Annual,Total,"Annual average index, 2015=100",France,2008,101.52
Annual,Total,"Annual average index, 2015=100",France,2009,95.32
Annual,Total,"Annual average index, 2015=100",France,2010,99.74
Annual,Total,"Annual average index, 2015=100",France,2011,105.46
Annual,Total,"Annual average index, 2015=100",France,2012,104.88
Annual,Total,"Annual average index, 2015=100",France,2013,102.93
Annual,Total,"Annual average index, 2015=100",France,2014,101.36
Annual,Total,"Annual average index, 2015=100",France,2015,100.0
Annual,Total,"Annual average index, 2015=100",France,2016,101.04
Annual,Total,"Annual average index, 2015=100",France,2017,104.24
Annual,Total,"Annual average index, 2015=100",France,2018,107.29
Annual,Total,"Annual average index, 2015=100",France,2019,110.86
Annual,Total,"Annual average index, 2015=100",France,2020,116.62
Annual,Total,"Annual average index, 2015=100",France,2021,123.98
Annual,Total,"Annual average index, 2015=100",France,2022,131.82
Annual,Total,"Annual average index, 2015=100",France,2023,131.26
Annual,Total,"Annual average index, 2015=100",France,2024,126.39
Annual,Total,"Annual average index, 2015=100",France,2025,127.28
Annual,Total,"Annual average index, 2015=100",Croatia,2008,124.14
Annual,Total,"Annual average index, 2015=100",Croatia,2009,117.93
Annual,Total,"Annual average index, 2015=100",Croatia,2010,110.47
Annual,Total,"Annual average index, 2015=100",Croatia,2011,110.66
Annual,Total,"Annual average index, 2015=100",Croatia,2012,108.93
Annual,Total,"Annual average index, 2015=100",Croatia,2013,104.63
Annual,Total,"Annual average index, 2015=100",Croatia,2014,102.98
Annual,Total,"Annual average index, 2015=100",Croatia,2015,100.0
Annual,Total,"Annual average index, 2015=100",Croatia,2016,100.89
Annual,Total,"Annual average index, 2015=100",Croatia,2017,104.75
Annual,Total,"Annual average index, 2015=100",Croatia,2018,111.14
Annual,Total,"Annual average index, 2015=100",Croatia,2019,121.1
Annual,Total,"Annual average index, 2015=100",Croatia,2020,130.38
Annual,Total,"Annual average index, 2015=100",Croatia,2021,139.91
Annual,Total,"Annual average index, 2015=100",Croatia,2022,160.69
Annual,Total,"Annual average index, 2015=100",Croatia,2023,179.88
Annual,Total,"Annual average index, 2015=100",Croatia,2024,198.54
Annual,Total,"Annual average index, 2015=100",Croatia,2025,226.46
Annual,Total,"Annual average index, 2015=100",Italy,2010,118.1
Annual,Total,"Annual average index, 2015=100",Italy,2011,119.7
Annual,Total,"Annual average index, 2015=100",Italy,2012,116.7
Annual,Total,"Annual average index, 2015=100",Italy,2013,109.1
Annual,Total,"Annual average index, 2015=100",Italy,2014,104.0
Annual,Total,"Annual average index, 2015=100",Italy,2015,100.0
Annual,Total,"Annual average index, 2015=100",Italy,2016,100.3
Annual,Total,"Annual average index, 2015=100",Italy,2017,99.2
Annual,Total,"Annual average index, 2015=100",Italy,2018,98.6
Annual,Total,"Annual average index, 2015=100",Italy,2019,98.5
Annual,Total,"Annual average index, 2015=100",Italy,2020,100.4
Annual,Total,"Annual average index, 2015=100",Italy,2021,103.0
Annual,Total,"Annual average index, 2015=100",Italy,2022,106.9
Annual,Total,"Annual average index, 2015=100",Italy,2023,108.3
Annual,Total,"Annual average index, 2015=100",Italy,2024,111.7
Annual,Total,"Annual average index, 2015=100",Italy,2025,116.2
Annual,Total,"Annual average index, 2015=100",Cyprus,2005,97.06
Annual,Total,"Annual average index, 2015=100",Cyprus,2006,108.57
Annual,Total,"Annual average index, 2015=100",Cyprus,2007,121.32
Annual,Total,"Annual average index, 2015=100",Cyprus,2008,128.17
Annual,Total,"Annual average index, 2015=100",Cyprus,2009,119.76
Annual,Total,"Annual average index, 2015=100",Cyprus,2010,112.9
Annual,Total,"Annual average index, 2015=100",Cyprus,2011,111.09
Annual,Total,"Annual average index, 2015=100",Cyprus,2012,107.7
Annual,Total,"Annual average index, 2015=100",Cyprus,2013,103.29
Annual,Total,"Annual average index, 2015=100",Cyprus,2014,101.47
Annual,Total,"Annual average index, 2015=100",Cyprus,2015,100.0
Annual,Total,"Annual average index, 2015=100",Cyprus,2016,99.82
Annual,Total,"Annual average index, 2015=100",Cyprus,2017,104.48
Annual,Total,"Annual average index, 2015=100",Cyprus,2018,103.08
Annual,Total,"Annual average index, 2015=100",Cyprus,2019,111.7
Annual,Total,"Annual average index, 2015=100",Cyprus,2020,117.49
Annual,Total,"Annual average index, 2015=100",Cyprus,2021,115.7
Annual,Total,"Annual average index, 2015=100",Cyprus,2022,123.22
Annual,Total,"Annual average index, 2015=100",Cyprus,2023,134.6
Annual,Total,"Annual average index, 2015=100",Cyprus,2024,144.46
Annual,Total,"Annual average index, 2015=100",Cyprus,2025,150.89
Annual,Total,"Annual average index, 2015=100",Latvia,2006,104.48
Annual,Total,"Annual average index, 2015=100",Latvia,2007,142.37
Annual,Total,"Annual average index, 2015=100",Latvia,2008,143.94
Annual,Total,"Annual average index, 2015=100",Latvia,2009,90.24
Annual,Total,"Annual average index, 2015=100",Latvia,2010,80.35
Annual,Total,"Annual average index, 2015=100",Latvia,2011,88.73
Annual,Total,"Annual average index, 2015=100",Latvia,2012,91.36
Annual,Total,"Annual average index, 2015=100",Latvia,2013,97.62
Annual,Total,"Annual average index, 2015=100",Latvia,2014,103.48
Annual,Total,"Annual average index, 2015=100",Latvia,2015,100.0
Annual,Total,"Annual average index, 2015=100",Latvia,2016,108.49
Annual,Total,"Annual average index, 2015=100",Latvia,2017,118.01
Annual,Total,"Annual average index, 2015=100",Latvia,2018,129.3
Annual,Total,"Annual average index, 2015=100",Latvia,2019,140.88
Annual,Total,"Annual average index, 2015=100",Latvia,2020,145.77
Annual,Total,"Annual average index, 2015=100",Latvia,2021,161.65
Annual,Total,"Annual average index, 2015=100",Latvia,2022,184.01
Annual,Total,"Annual average index, 2015=100",Latvia,2023,190.89
Annual,Total,"Annual average index, 2015=100",Latvia,2024,198.9
Annual,Total,"Annual average index, 2015=100",Latvia,2025,214.28
Annual,Total,"Annual average index, 2015=100",Lithuania,2006,94.25
Annual,Total,"Annual average index, 2015=100",Lithuania,2007,119.06
Annual,Total,"Annual average index, 2015=100",Lithuania,2008,129.76
Annual,Total,"Annual average index, 2015=100",Lithuania,2009,90.92
Annual,Total,"Annual average index, 2015=100",Lithuania,2010,84.2
Annual,Total,"Annual average index, 2015=100",Lithuania,2011,89.77
Annual,Total,"Annual average index, 2015=100",Lithuania,2012,89.56
Annual,Total,"Annual average index, 2015=100",Lithuania,2013,90.65
Annual,Total,"Annual average index, 2015=100",Lithuania,2014,96.47
Annual,Total,"Annual average index, 2015=100",Lithuania,2015,100.0
Annual,Total,"Annual average index, 2015=100",Lithuania,2016,105.4
Annual,Total,"Annual average index, 2015=100",Lithuania,2017,114.8
Annual,Total,"Annual average index, 2015=100",Lithuania,2018,123.18
Annual,Total,"Annual average index, 2015=100",Lithuania,2019,131.61
Annual,Total,"Annual average index, 2015=100",Lithuania,2020,141.18
Annual,Total,"Annual average index, 2015=100",Lithuania,2021,163.84
Annual,Total,"Annual average index, 2015=100",Lithuania,2022,195.05
Annual,Total,"Annual average index, 2015=100",Lithuania,2023,214.2
Annual,Total,"Annual average index, 2015=100",Lithuania,2024,235.02
Annual,Total,"Annual average index, 2015=100",Lithuania,2025,258.11
Annual,Total,"Annual average index, 2015=100",Luxembourg,2007,74.42
Annual,Total,"Annual average index, 2015=100",Luxembourg,2008,76.91
Annual,Total,"Annual average index, 2015=100",Luxembourg,2009,76.02
Annual,Total,"Annual average index, 2015=100",Luxembourg,2010,80.14
Annual,Total,"Annual average index, 2015=100",Luxembourg,2011,83.09
Annual,Total,"Annual average index, 2015=100",Luxembourg,2012,86.58
Annual,Total,"Annual average index, 2015=100",Luxembourg,2013,90.89
Annual,Total,"Annual average index, 2015=100",Luxembourg,2014,94.88
Annual,Total,"Annual average index, 2015=100",Luxembourg,2015,100.0
Annual,Total,"Annual average index, 2015=100",Luxembourg,2016,106.01
Annual,Total,"Annual average index, 2015=100",Luxembourg,2017,111.96
