freq,purchase,unit,geo,year,hpi_weight
Annual,Total,"Annual average index, 2015=100",Luxembourg,2018,119.86
Annual,Total,"Annual average index, 2015=100",Luxembourg,2019,131.99
Annual,Total,"Annual average index, 2015=100",Luxembourg,2020,151.12
Annual,Total,"Annual average index, 2015=100",Luxembourg,2021,172.15
Annual,Total,"Annual average index, 2015=100",Luxembourg,2022,188.6
Annual,Total,"Annual average index, 2015=100",Luxembourg,2023,171.48
Annual,Total,"Annual average index, 2015=100",Luxembourg,2024,162.5
Annual,Total,"Annual average index, 2015=100",Luxembourg,2025,165.11
Annual,Total,"Annual average index, 2015=100",Hungary,2007,98.91
Annual,Total,"Annual average index, 2015=100",Hungary,2008,101.26
Annual,Total,"Annual average index, 2015=100",Hungary,2009,95.95
Annual,Total,"Annual average index, 2015=100",Hungary,2010,93.66
Annual,Total,"Annual average index, 2015=100",Hungary,2011,90.45
Annual,Total,"Annual average index, 2015=100",Hungary,2012,87.1
Annual,Total,"Annual average index, 2015=100",Hungary,2013,84.87
Annual,Total,"Annual average index, 2015=100",Hungary,2014,88.43
Annual,Total,"Annual average index, 2015=100",Hungary,2015,100.0
Annual,Total,"Annual average index, 2015=100",Hungary,2016,113.38
Annual,Total,"Annual average index, 2015=100",Hungary,2017,127.24
Annual,Total,"Annual average index, 2015=100",Hungary,2018,145.5
Annual,Total,"Annual average index, 2015=100",Hungary,2019,170.17
Annual,Total,"Annual average index, 2015=100",Hungary,2020,178.58
Annual,Total,"Annual average index, 2015=100",Hungary,2021,208.04
Annual,Total,"Annual average index, 2015=100",Hungary,2022,254.52
Annual,Total,"Annual average index, 2015=100",Hungary,2023,272.54
Annual,Total,"Annual average index, 2015=100",Hungary,2024,309.86
Annual,Total,"Annual average index, 2015=100",Hungary,2025,366.61
Annual,Total,"Annual average index, 2015=100",Malta,2005,58.43
Annual,Total,"Annual average index, 2015=100",Malta,2006,70.04
Annual,Total,"Annual average index, 2015=100",Malta,2007,84.75
Annual,Total,"Annual average index, 2015=100",Malta,2008,94.14
Annual,Total,"Annual average index, 2015=100",Malta,2009,90.07
Annual,Total,"Annual average index, 2015=100",Malta,2010,91.04
Annual,Total,"Annual average index, 2015=100",Malta,2011,89.8
Annual,Total,"Annual average index, 2015=100",Malta,2012,92.54
Annual,Total,"Annual average index, 2015=100",Malta,2013,92.16
Annual,Total,"Annual average index, 2015=100",Malta,2014,94.51
Annual,Total,"Annual average index, 2015=100",Malta,2015,100.0
Annual,Total,"Annual average index, 2015=100",Malta,2016,105.45
Annual,Total,"Annual average index, 2015=100",Malta,2017,111.03
Annual,Total,"Annual average index, 2015=100",Malta,2018,117.45
Annual,Total,"Annual average index, 2015=100",Malta,2019,124.65
Annual,Total,"Annual average index, 2015=100",Malta,2020,128.86
Annual,Total,"Annual average index, 2015=100",Malta,2021,135.44
Annual,Total,"Annual average index, 2015=100",Malta,2022,144.45
Annual,Total,"Annual average index, 2015=100",Malta,2023,153.42
Annual,Total,"Annual average index, 2015=100",Malta,2024,163.77
Annual,Total,"Annual average index, 2015=100",Malta,2025,173.46
Annual,Total,"Annual average index, 2015=100",Netherlands,2005,106.3
Annual,Total,"Annual average index, 2015=100",Netherlands,2006,110.82
Annual,Total,"Annual average index, 2015=100",Netherlands,2007,116.18
Annual,Total,"Annual average index, 2015=100",Netherlands,2008,118.74
Annual,Total,"Annual average index, 2015=100",Netherlands,2009,113.46
Annual,Total,"Annual average index, 2015=100",Netherlands,2010,111.48
Annual,Total,"Annual average index, 2015=100",Netherlands,2011,109.27
Annual,Total,"Annual average index, 2015=100",Netherlands,2012,101.96
Annual,Total,"Annual average index, 2015=100",Netherlands,2013,95.81
Annual,Total,"Annual average index, 2015=100",Netherlands,2014,96.61
Annual,Total,"Annual average index, 2015=100",Netherlands,2015,100.0
Annual,Total,"Annual average index, 2015=100",Netherlands,2016,105.29
Annual,Total,"Annual average index, 2015=100",Netherlands,2017,113.81
Annual,Total,"Annual average index, 2015=100",Netherlands,2018,124.4
Annual,Total,"Annual average index, 2015=100",Netherlands,2019,133.38
Annual,Total,"Annual average index, 2015=100",Netherlands,2020,144.07
Annual,Total,"Annual average index, 2015=100",Netherlands,2021,164.94
Annual,Total,"Annual average index, 2015=100",Netherlands,2022,186.84
Annual,Total,"Annual average index, 2015=100",Netherlands,2023,183.26
Annual,Total,"Annual average index, 2015=100",Netherlands,2024,198.24
Annual,Total,"Annual average index, 2015=100",Netherlands,2025,215.06
Annual,Total,"Annual average index, 2015=100",Austria,2010,77.32
Annual,Total,"Annual average index, 2015=100",Austria,2011,81.47
Annual,Total,"Annual average index, 2015=100",Austria,2012,86.86
Annual,Total,"Annual average index, 2015=100",Austria,2013,91.2
Annual,Total,"Annual average index, 2015=100",Austria,2014,94.68
Annual,Total,"Annual average index, 2015=100",Austria,2015,100.0
Annual,Total,"Annual average index, 2015=100",Austria,2016,106.71
Annual,Total,"Annual average index, 2015=100",Austria,2017,112.14
Annual,Total,"Annual average index, 2015=100",Austria,2018,118.83
Annual,Total,"Annual average index, 2015=100",Austria,2019,125.97
Annual,Total,"Annual average index, 2015=100",Austria,2020,135.52
Annual,Total,"Annual average index, 2015=100",Austria,2021,151.02
Annual,Total,"Annual average index, 2015=100",Austria,2022,168.49
Annual,Total,"Annual average index, 2015=100",Austria,2023,163.68
Annual,Total,"Annual average index, 2015=100",Austria,2024,163.06
Annual,Total,"Annual average index, 2015=100",Austria,2025,167.33
Annual,Total,"Annual average index, 2015=100",Poland,2010,105.61
Annual,Total,"Annual average index, 2015=100",Poland,2011,105.7
Annual,Total,"Annual average index, 2015=100",Poland,2012,102.01
Annual,Total,"Annual average index, 2015=100",Poland,2013,97.54
Annual,Total,"Annual average index, 2015=100",Poland,2014,98.5
Annual,Total,"Annual average index, 2015=100",Poland,2015,100.0
Annual,Total,"Annual average index, 2015=100",Poland,2016,101.86
Annual,Total,"Annual average index, 2015=100",Poland,2017,105.78
Annual,Total,"Annual average index, 2015=100",Poland,2018,112.74
Annual,Total,"Annual average index, 2015=100",Poland,2019,122.52
Annual,Total,"Annual average index, 2015=100",Poland,2020,135.36
Annual,Total,"Annual average index, 2015=100",Poland,2021,147.77
Annual,Total,"Annual average index, 2015=100",Poland,2022,165.21
Annual,Total,"Annual average index, 2015=100",Poland,2023,179.78
Annual,Total,"Annual average index, 2015=100",Poland,2024,206.7
Annual,Total,"Annual average index, 2015=100",Poland,2025,216.81
Annual,Total,"Annual average index, 2015=100",Portugal,2008,107.53
Annual,Total,"Annual average index, 2015=100",Portugal,2009,106.54
Annual,Total,"Annual average index, 2015=100",Portugal,2010,107.36
Annual,Total,"Annual average index, 2015=100",Portugal,2011,102.09
Annual,Total,"Annual average index, 2015=100",Portugal,2012,94.87
Annual,Total,"Annual average index, 2015=100",Portugal,2013,93.09
Annual,Total,"Annual average index, 2015=100",Portugal,2014,97.04
Annual,Total,"Annual average index, 2015=100",Portugal,2015,100.0
Annual,Total,"Annual average index, 2015=100",Portugal,2016,107.12
Annual,Total,"Annual average index, 2015=100",Portugal,2017,117.02
Annual,Total,"Annual average index, 2015=100",Portugal,2018,129.03
Annual,Total,"Annual average index, 2015=100",Portugal,2019,141.88
Annual,Total,"Annual average index, 2015=100",Portugal,2020,154.33
Annual,Total,"Annual average index, 2015=100",Portugal,2021,168.84
Annual,Total,"Annual average index, 2015=100",Portugal,2022,190.17
Annual,Total,"Annual average index, 2015=100",Portugal,2023,205.76
Annual,Total,"Annual average index, 2015=100",Portugal,2024,224.44
Annual,Total,"Annual average index, 2015=100",Portugal,2025,263.85
Annual,Total,"Annual average index, 2015=100",Romania,2009,129.28
Annual,Total,"Annual average index, 2015=100",Romania,2010,119.54
Annual,Total,"Annual average index, 2015=100",Romania,2011,104.83
Annual,Total,"Annual average index, 2015=100",Romania,2012,99.51
Annual,Total,"Annual average index, 2015=100",Romania,2013,99.26
Annual,Total,"Annual average index, 2015=100",Romania,2014,97.22
Annual,Total,"Annual average index, 2015=100",Romania,2015,100.0
Annual,Total,"Annual average index, 2015=100",Romania,2016,105.95
Annual,Total,"Annual average index, 2015=100",Romania,2017,112.36
Annual,Total,"Annual average index, 2015=100",Romania,2018,118.62
Annual,Total,"Annual average index, 2015=100",Romania,2019,122.69
Annual,Total,"Annual average index, 2015=100",Romania,2020,128.44
Annual,Total,"Annual average index, 2015=100",Romania,2021,134.09
Annual,Total,"Annual average index, 2015=100",Romania,2022,143.7
Annual,Total,"Annual average index, 2015=100",Romania,2023,148.43
Annual,Total,"Annual average index, 2015=100",Romania,2024,155.89
Annual,Total,"Annual average index, 2015=100",Romania,2025,164.82
Annual,Total,"Annual average index, 2015=100",Slovenia,2007,120.85
Annual,Total,"Annual average index, 2015=100",Slovenia,2008,129.31
Annual,Total,"Annual average index, 2015=100",Slovenia,2009,117.06
Annual,Total,"Annual average index, 2015=100",Slovenia,2010,117.21
Annual,Total,"Annual average index, 2015=100",Slovenia,2011,120.39
Annual,Total,"Annual average index, 2015=100",Slovenia,2012,112.09
Annual,Total,"Annual average index, 2015=100",Slovenia,2013,106.21
Annual,Total,"Annual average index, 2015=100",Slovenia,2014,99.2
Annual,Total,"Annual average index, 2015=100",Slovenia,2015,100.0
Annual,Total,"Annual average index, 2015=100",Slovenia,2016,103.25
Annual,Total,"Annual average index, 2015=100",Slovenia,2017,111.79
Annual,Total,"Annual average index, 2015=100",Slovenia,2018,121.55
Annual,Total,"Annual average index, 2015=100",Slovenia,2019,129.69
Annual,Total,"Annual average index, 2015=100",Slovenia,2020,135.66
Annual,Total,"Annual average index, 2015=100",Slovenia,2021,151.32
Annual,Total,"Annual average index, 2015=100",Slovenia,2022,173.65
Annual,Total,"Annual average index, 2015=100",Slovenia,2023,186.22
Annual,Total,"Annual average index, 2015=100",Slovenia,2024,200.26
Annual,Total,"Annual average index, 2015=100",Slovenia,2025,208.89
Annual,Total,"Annual average index, 2015=100",Slovakia,2006,75.99
Annual,Total,"Annual average index, 2015=100",Slovakia,2007,98.0
Annual,Total,"Annual average index, 2015=100",Slovakia,2008,115.55
Annual,Total,"Annual average index, 2015=100",Slovakia,2009,100.82
Annual,Total,"Annual average index, 2015=100",Slovakia,2010,97.06
Annual,Total,"Annual average index, 2015=100",Slovakia,2011,95.6
Annual,Total,"Annual average index, 2015=100",Slovakia,2012,92.94
Annual,Total,"Annual average index, 2015=100",Slovakia,2013,93.69
Annual,Total,"Annual average index, 2015=100",Slovakia,2014,94.96
Annual,Total,"Annual average index, 2015=100",Slovakia,2015,100.0
Annual,Total,"Annual average index, 2015=100",Slovakia,2016,106.67
Annual,Total,"Annual average index, 2015=100",Slovakia,2017,112.91
Annual,Total,"Annual average index, 2015=100",Slovakia,2018,121.32
Annual,Total,"Annual average index, 2015=100",Slovakia,2019,132.4
Annual,Total,"Annual average index, 2015=100",Slovakia,2020,145.02
Annual,Total,"Annual average index, 2015=100",Slovakia,2021,154.27
Annual,Total,"Annual average index, 2015=100",Slovakia,2022,175.41
Annual,Total,"Annual average index, 2015=100",Slovakia,2023,175.08
Annual,Total,"Annual average index, 2015=100",Slovakia,2024,181.67
Annual,Total,"Annual average index, 2015=100",Slovakia,2025,204.22
Annual,Total,"Annual average index, 2015=100",Finland,2005,76.25
Annual,Total,"Annual average index, 2015=100",Finland,2006,81.56
Annual,Total,"Annual average index, 2015=100",Finland,2007,86.37
Annual,Total,"Annual average index, 2015=100",Finland,2008,87.06
Annual,Total,"Annual average index, 2015=100",Finland,2009,88.31
Annual,Total,"Annual average index, 2015=100",Finland,2010,93.88
Annual,Total,"Annual average index, 2015=100",Finland,2011,96.87
Annual,Total,"Annual average index, 2015=100",Finland,2012,99.21
Annual,Total,"Annual average index, 2015=100",Finland,2013,100.35
Annual,Total,"Annual average index, 2015=100",Finland,2014,100.0
Annual,Total,"Annual average index, 2015=100",Finland,2015,100.0
Annual,Total,"Annual average index, 2015=100",Finland,2016,101.29
Annual,Total,"Annual average index, 2015=100",Finland,2017,102.39
Annual,Total,"Annual average index, 2015=100",Finland,2018,103.34
Annual,Total,"Annual average index, 2015=100",Finland,2019,103.77
Annual,Total,"Annual average index, 2015=100",Finland,2020,105.6
Annual,Total,"Annual average index, 2015=100",Finland,2021,110.46
Annual,Total,"Annual average index, 2015=100",Finland,2022,111.52
Annual,Total,"Annual average index, 2015=100",Finland,2023,104.58
Annual,Total,"Annual average index, 2015=100",Finland,2024,101.35
Annual,Total,"Annual average index, 2015=100",Finland,2025,98.86
Annual,Total,"Annual average index, 2015=100",Sweden,2005,52.04
Annual,Total,"Annual average index, 2015=100",Sweden,2006,58.46
Annual,Total,"Annual average index, 2015=100",Sweden,2007,65.74
Annual,Total,"Annual average index, 2015=100",Sweden,2008,66.47
Annual,Total,"Annual average index, 2015=100",Sweden,2009,68.57
Annual,Total,"Annual average index, 2015=100",Sweden,2010,73.97
Annual,Total,"Annual average index, 2015=100",Sweden,2011,75.87
Annual,Total,"Annual average index, 2015=100",Sweden,2012,76.83
Annual,Total,"Annual average index, 2015=100",Sweden,2013,80.79
Annual,Total,"Annual average index, 2015=100",Sweden,2014,88.4
Annual,Total,"Annual average index, 2015=100",Sweden,2015,100.0
Annual,Total,"Annual average index, 2015=100",Sweden,2016,108.24
Annual,Total,"Annual average index, 2015=100",Sweden,2017,115.43
Annual,Total,"Annual average index, 2015=100",Sweden,2018,114.35
Annual,Total,"Annual average index, 2015=100",Sweden,2019,117.19
Annual,Total,"Annual average index, 2015=100",Sweden,2020,122.11
Annual,Total,"Annual average index, 2015=100",Sweden,2021,134.46
Annual,Total,"Annual average index, 2015=100",Sweden,2022,139.25
Annual,Total,"Annual average index, 2015=100",Sweden,2023,132.05
Annual,Total,"Annual average index, 2015=100",Sweden,2024,132.03
Annual,Total,"Annual average index, 2015=100",Sweden,2025,133.41
Annual,Total,"Annual average index, 2015=100",Iceland,2005,60.6
Annual,Total,"Annual average index, 2015=100",Iceland,2006,70.79
Annual,Total,"Annual average index, 2015=100",Iceland,2007,77.44
Annual,Total,"Annual average index, 2015=100",Iceland,2008,82.26
Annual,Total,"Annual average index, 2015=100",Iceland,2009,74.28
Annual,Total,"Annual average index, 2015=100",Iceland,2010,72.02
Annual,Total,"Annual average index, 2015=100",Iceland,2011,75.36
Annual,Total,"Annual average index, 2015=100",Iceland,2012,80.57
Annual,Total,"Annual average index, 2015=100",Iceland,2013,85.21
Annual,Total,"Annual average index, 2015=100",Iceland,2014,92.39
Annual,Total,"Annual average index, 2015=100",Iceland,2015,100.0
Annual,Total,"Annual average index, 2015=100",Iceland,2016,109.77
Annual,Total,"Annual average index, 2015=100",Iceland,2017,131.2
Annual,Total,"Annual average index, 2015=100",Iceland,2018,142.01
Annual,Total,"Annual average index, 2015=100",Iceland,2019,148.29
Annual,Total,"Annual average index, 2015=100",Iceland,2020,157.79
Annual,Total,"Annual average index, 2015=100",Iceland,2021,177.57
Annual,Total,"Annual average index, 2015=100",Iceland,2022,214.84
Annual,Total,"Annual average index, 2015=100",Iceland,2023,231.57
Annual,Total,"Annual average index, 2015=100",Iceland,2024,250.22
Annual,Total,"Annual average index, 2015=100",Iceland,2025,263.1
Annual,Total,"Annual average index, 2015=100",Norway,2005,54.24
Annual,Total,"Annual average index, 2015=100",Norway,2006,61.66
Annual,Total,"Annual average index, 2015=100",Norway,2007,69.43
Annual,Total,"Annual average index, 2015=100",Norway,2008,68.69
Annual,Total,"Annual average index, 2015=100",Norway,2009,69.99
Annual,Total,"Annual average index, 2015=100",Norway,2010,75.77
Annual,Total,"Annual average index, 2015=100",Norway,2011,81.95
Annual,Total,"Annual average index, 2015=100",Norway,2012,87.48
Annual,Total,"Annual average index, 2015=100",Norway,2013,91.24
Annual,Total,"Annual average index, 2015=100",Norway,2014,93.74
Annual,Total,"Annual average index, 2015=100",Norway,2015,100.0
Annual,Total,"Annual average index, 2015=100",Norway,2016,107.88
Annual,Total,"Annual average index, 2015=100",Norway,2017,113.75
Annual,Total,"Annual average index, 2015=100",Norway,2018,115.53
Annual,Total,"Annual average index, 2015=100",Norway,2019,120.18
Annual,Total,"Annual average index, 2015=100",Norway,2020,126.11
Annual,Total,"Annual average index, 2015=100",Norway,2021,137.66
Annual,Total,"Annual average index, 2015=100",Norway,2022,145.71
Annual,Total,"Annual average index, 2015=100",Norway,2023,147.63
Annual,Total,"Annual average index, 2015=100",Norway,2024,152.91
Annual,Total,"Annual average index, 2015=100",Norway,2025,161.66
Annual,Total,"Annual average index, 2015=100",United Kingdom,2005,78.96
Annual,Total,"Annual average index, 2015=100",United Kingdom,2006,85.1
Annual,Total,"Annual average index, 2015=100",United Kingdom,2007,93.54
Annual,Total,"Annual average index, 2015=100",United Kingdom,2008,89.41
Annual,Total,"Annual average index, 2015=100",United Kingdom,2009,81.44
Annual,Total,"Annual average index, 2015=100",United Kingdom,2010,86.15
Annual,Total,"Annual average index, 2015=100",United Kingdom,2011,84.88
Annual,Total,"Annual average index, 2015=100",United Kingdom,2012,85.2
Annual,Total,"Annual average index, 2015=100",United Kingdom,2013,87.39
Annual,Total,"Annual average index, 2015=100",United Kingdom,2014,94.4
Annual,Total,"Annual average index, 2015=100",United Kingdom,2015,100.0
Annual,Total,"Annual average index, 2015=100",United Kingdom,2016,106.99
Annual,Total,"Annual average index, 2015=100",United Kingdom,2017,111.86
Annual,Total,"Annual average index, 2015=100",United Kingdom,2018,115.53
Annual,Total,"Annual average index, 2015=100",United Kingdom,2019,116.67
Annual,Total,"Annual average index, 2015=100",Türkiye,2010,57.12
Annual,Total,"Annual average index, 2015=100",Türkiye,2011,62.15
Annual,Total,"Annual average index, 2015=100",Türkiye,2012,68.93
Annual,Total,"Annual average index, 2015=100",Türkiye,2013,76.8
Annual,Total,"Annual average index, 2015=100",Türkiye,2014,86.39
Annual,Total,"Annual average index, 2015=100",Türkiye,2015,100.0
Annual,Total,"Annual average index, 2015=100",Türkiye,2016,112.78
Annual,Total,"Annual average index, 2015=100",Türkiye,2017,124.98
Annual,Total,"Annual average index, 2015=100",Türkiye,2018,134.77
Annual,Total,"Annual average index, 2015=100",Türkiye,2019,141.25
Annual,Total,"Annual average index, 2015=100",Türkiye,2020,174.84
Annual,Total,"Annual average index, 2015=100",Türkiye,2021,240.48
Annual,Total,"Annual average index, 2015=100",Türkiye,2022,611.4
Annual,Total,"Annual average index, 2015=100",Türkiye,2023,1216.29
Annual,Total,"Annual average index, 2015=100",Türkiye,2024,1721.53
Annual,Total,Annual average rate of change,Belgium,2006,9.8
Annual,Total,Annual average rate of change,Belgium,2007,7.8
Annual,Total,Annual average rate of change,Belgium,2008,4.3
Annual,Total,Annual average rate of change,Belgium,2009,-0.4
Annual,Total,Annual average rate of change,Belgium,2010,2.3
Annual,Total,Annual average rate of change,Belgium,2011,3.6
Annual,Total,Annual average rate of change,Belgium,2012,2.4
Annual,Total,Annual average rate of change,Belgium,2013,1.5
Annual,Total,Annual average rate of change,Belgium,2014,-0.3
Annual,Total,Annual average rate of change,Belgium,2015,1.8
Annual,Total,Annual average rate of change,Belgium,2016,2.3
Annual,Total,Annual average rate of change,Belgium,2017,3.5
Annual,Total,Annual average rate of change,Belgium,2018,3.0
Annual,Total,Annual average rate of change,Belgium,2019,3.7
Annual,Total,Annual average rate of change,Belgium,2020,4.3
Annual,Total,Annual average rate of change,Belgium,2021,6.7
Annual,Total,Annual average rate of change,Belgium,2022,5.5
Annual,Total,Annual average rate of change,Belgium,2023,2.3
Annual,Total,Annual average rate of change,Belgium,2024,3.2
Annual,Total,Annual average rate of change,Belgium,2025,3.2
Annual,Total,Annual average rate of change,Bulgaria,2006,14.7
Annual,Total,Annual average rate of change,Bulgaria,2007,28.9
Annual,Total,Annual average rate of change,Bulgaria,2008,25.0
Annual,Total,Annual average rate of change,Bulgaria,2009,-20.4
Annual,Total,Annual average rate of change,Bulgaria,2010,-10.2
Annual,Total,Annual average rate of change,Bulgaria,2011,-5.5
Annual,Total,Annual average rate of change,Bulgaria,2012,-1.9
Annual,Total,Annual average rate of change,Bulgaria,2013,-2.2
Annual,Total,Annual average rate of change,Bulgaria,2014,1.4
Annual,Total,Annual average rate of change,Bulgaria,2015,2.8
Annual,Total,Annual average rate of change,Bulgaria,2016,7.0
Annual,Total,Annual average rate of change,Bulgaria,2017,8.7
Annual,Total,Annual average rate of change,Bulgaria,2018,6.6
Annual,Total,Annual average rate of change,Bulgaria,2019,6.0
Annual,Total,Annual average rate of change,Bulgaria,2020,4.6
Annual,Total,Annual average rate of change,Bulgaria,2021,8.7
Annual,Total,Annual average rate of change,Bulgaria,2022,13.8
Annual,Total,Annual average rate of change,Bulgaria,2023,9.9
Annual,Total,Annual average rate of change,Bulgaria,2024,16.5
Annual,Total,Annual average rate of change,Bulgaria,2025,14.6
Annual,Total,Annual average rate of change,Czechia,2009,-3.8
Annual,Total,Annual average rate of change,Czechia,2010,-1.8
Annual,Total,Annual average rate of change,Czechia,2011,0.0
Annual,Total,Annual average rate of change,Czechia,2012,-1.5
Annual,Total,Annual average rate of change,Czechia,2013,0.0
Annual,Total,Annual average rate of change,Czechia,2014,2.5
Annual,Total,Annual average rate of change,Czechia,2015,4.0
Annual,Total,Annual average rate of change,Czechia,2016,7.2
Annual,Total,Annual average rate of change,Czechia,2017,11.7
Annual,Total,Annual average rate of change,Czechia,2018,8.6
Annual,Total,Annual average rate of change,Czechia,2019,9.2
Annual,Total,Annual average rate of change,Czechia,2020,8.4
Annual,Total,Annual average rate of change,Czechia,2021,19.7
Annual,Total,Annual average rate of change,Czechia,2022,16.9
Annual,Total,Annual average rate of change,Czechia,2023,-1.7
Annual,Total,Annual average rate of change,Czechia,2024,5.0
Annual,Total,Annual average rate of change,Czechia,2025,10.4
Annual,Total,Annual average rate of change,Denmark,2006,24.1
Annual,Total,Annual average rate of change,Denmark,2007,2.7
Annual,Total,Annual average rate of change,Denmark,2008,-5.2
Annual,Total,Annual average rate of change,Denmark,2009,-12.0
Annual,Total,Annual average rate of change,Denmark,2010,2.8
Annual,Total,Annual average rate of change,Denmark,2011,-1.7
Annual,Total,Annual average rate of change,Denmark,2012,-2.7
Annual,Total,Annual average rate of change,Denmark,2013,3.9
Annual,Total,Annual average rate of change,Denmark,2014,3.8
Annual,Total,Annual average rate of change,Denmark,2015,7.0
Annual,Total,Annual average rate of change,Denmark,2016,4.6
Annual,Total,Annual average rate of change,Denmark,2017,5.0
Annual,Total,Annual average rate of change,Denmark,2018,4.4
Annual,Total,Annual average rate of change,Denmark,2019,2.2
Annual,Total,Annual average rate of change,Denmark,2020,4.3
Annual,Total,Annual average rate of change,Denmark,2021,11.5
Annual,Total,Annual average rate of change,Denmark,2022,4.7
Annual,Total,Annual average rate of change,Denmark,2023,-3.8
Annual,Total,Annual average rate of change,Denmark,2024,3.5
Annual,Total,Annual average rate of change,Denmark,2025,7.5
Annual,Total,Annual average rate of change,Germany,2006,-0.4
Annual,Total,Annual average rate of change,Germany,2007,-2.1
Annual,Total,Annual average rate of change,Germany,2008,1.4
Annual,Total,Annual average rate of change,Germany,2009,0.8
Annual,Total,Annual average rate of change,Germany,2010,1.0
Annual,Total,Annual average rate of change,Germany,2011,3.5
Annual,Total,Annual average rate of change,Germany,2012,3.4
Annual,Total,Annual average rate of change,Germany,2013,3.1
Annual,Total,Annual average rate of change,Germany,2014,3.1
Annual,Total,Annual average rate of change,Germany,2015,4.7
Annual,Total,Annual average rate of change,Germany,2016,7.5
Annual,Total,Annual average rate of change,Germany,2017,6.1
Annual,Total,Annual average rate of change,Germany,2018,6.6
Annual,Total,Annual average rate of change,Germany,2019,5.8
Annual,Total,Annual average rate of change,Germany,2020,7.8
Annual,Total,Annual average rate of change,Germany,2021,11.6
Annual,Total,Annual average rate of change,Germany,2022,6.1
Annual,Total,Annual average rate of change,Germany,2023,-8.4
Annual,Total,Annual average rate of change,Germany,2024,-1.5
Annual,Total,Annual average rate of change,Germany,2025,3.2
Annual,Total,Annual average rate of change,Estonia,2006,49.5
Annual,Total,Annual average rate of change,Estonia,2007,20.8
Annual,Total,Annual average rate of change,Estonia,2008,-9.6
Annual,Total,Annual average rate of change,Estonia,2009,-37.2
Annual,Total,Annual average rate of change,Estonia,2010,5.7
Annual,Total,Annual average rate of change,Estonia,2011,8.5
Annual,Total,Annual average rate of change,Estonia,2012,7.3
Annual,Total,Annual average rate of change,Estonia,2013,10.7
Annual,Total,Annual average rate of change,Estonia,2014,13.7
Annual,Total,Annual average rate of change,Estonia,2015,6.9
Annual,Total,Annual average rate of change,Estonia,2016,4.7
Annual,Total,Annual average rate of change,Estonia,2017,5.5
Annual,Total,Annual average rate of change,Estonia,2018,5.9
Annual,Total,Annual average rate of change,Estonia,2019,7.0
Annual,Total,Annual average rate of change,Estonia,2020,6.0
Annual,Total,Annual average rate of change,Estonia,2021,15.0
Annual,Total,Annual average rate of change,Estonia,2022,22.2
Annual,Total,Annual average rate of change,Estonia,2023,5.9
Annual,Total,Annual average rate of change,Estonia,2024,6.1
Annual,Total,Annual average rate of change,Estonia,2025,5.2
Annual,Total,Annual average rate of change,Ireland,2006,14.9
Annual,Total,Annual average rate of change,Ireland,2007,7.5
Annual,Total,Annual average rate of change,Ireland,2008,-6.9
Annual,Total,Annual average rate of change,Ireland,2009,-19.2
Annual,Total,Annual average rate of change,Ireland,2010,-13.5
Annual,Total,Annual average rate of change,Ireland,2011,-17.1
Annual,Total,Annual average rate of change,Ireland,2012,-13.5
Annual,Total,Annual average rate of change,Ireland,2013,1.2
Annual,Total,Annual average rate of change,Ireland,2014,16.5
Annual,Total,Annual average rate of change,Ireland,2015,11.5
Annual,Total,Annual average rate of change,Ireland,2016,7.5
Annual,Total,Annual average rate of change,Ireland,2017,10.9
Annual,Total,Annual average rate of change,Ireland,2018,10.2
Annual,Total,Annual average rate of change,Ireland,2019,2.3
Annual,Total,Annual average rate of change,Ireland,2020,0.3
Annual,Total,Annual average rate of change,Ireland,2021,8.3
Annual,Total,Annual average rate of change,Ireland,2022,12.3
Annual,Total,Annual average rate of change,Ireland,2023,3.1
Annual,Total,Annual average rate of change,Ireland,2024,8.5
Annual,Total,Annual average rate of change,Ireland,2025,7.5
Annual,Total,Annual average rate of change,Spain,2007,9.8
Annual,Total,Annual average rate of change,Spain,2008,-1.4
Annual,Total,Annual average rate of change,Spain,2009,-6.6
Annual,Total,Annual average rate of change,Spain,2010,-1.8
Annual,Total,Annual average rate of change,Spain,2011,-7.6
Annual,Total,Annual average rate of change,Spain,2012,-14.8
Annual,Total,Annual average rate of change,Spain,2013,-9.1
Annual,Total,Annual average rate of change,Spain,2014,0.3
Annual,Total,Annual average rate of change,Spain,2015,3.6
Annual,Total,Annual average rate of change,Spain,2016,4.6
Annual,Total,Annual average rate of change,Spain,2017,6.2
Annual,Total,Annual average rate of change,Spain,2018,6.7
Annual,Total,Annual average rate of change,Spain,2019,5.2
Annual,Total,Annual average rate of change,Spain,2020,2.2
Annual,Total,Annual average rate of change,Spain,2021,3.7
Annual,Total,Annual average rate of change,Spain,2022,7.4
Annual,Total,Annual average rate of change,Spain,2023,4.0
Annual,Total,Annual average rate of change,Spain,2024,8.5
Annual,Total,Annual average rate of change,Spain,2025,12.7
Annual,Total,Annual average rate of change,France,2006,11.6
Annual,Total,Annual average rate of change,France,2007,6.4
Annual,Total,Annual average rate of change,France,2008,0.9
Annual,Total,Annual average rate of change,France,2009,-6.1
Annual,Total,Annual average rate of change,France,2010,4.6
Annual,Total,Annual average rate of change,France,2011,5.7
Annual,Total,Annual average rate of change,France,2012,-0.5
Annual,Total,Annual average rate of change,France,2013,-1.9
Annual,Total,Annual average rate of change,France,2014,-1.5
Annual,Total,Annual average rate of change,France,2015,-1.3
Annual,Total,Annual average rate of change,France,2016,1.0
Annual,Total,Annual average rate of change,France,2017,3.2
