freq,unit,deg_urb,rskpovth,geo,year,crime_rate
Annual,Percentage,Cities,Total,Belgium,2016,23.8
Annual,Percentage,Cities,Total,Belgium,2017,21.0
Annual,Percentage,Cities,Total,Belgium,2018,21.2
Annual,Percentage,Cities,Total,Belgium,2019,20.6
Annual,Percentage,Cities,Total,Belgium,2020,20.1
Annual,Percentage,Cities,Total,Belgium,2023,23.0
Annual,Percentage,Cities,Total,Bulgaria,2005,36.2
Annual,Percentage,Cities,Total,Bulgaria,2006,36.2
Annual,Percentage,Cities,Total,Bulgaria,2007,38.7
Annual,Percentage,Cities,Total,Bulgaria,2008,34.1
Annual,Percentage,Cities,Total,Bulgaria,2009,37.4
Annual,Percentage,Cities,Total,Bulgaria,2010,34.8
Annual,Percentage,Cities,Total,Bulgaria,2011,35.0
Annual,Percentage,Cities,Total,Bulgaria,2012,36.8
Annual,Percentage,Cities,Total,Bulgaria,2013,32.2
Annual,Percentage,Cities,Total,Bulgaria,2014,33.4
Annual,Percentage,Cities,Total,Bulgaria,2015,33.7
Annual,Percentage,Cities,Total,Bulgaria,2016,33.5
Annual,Percentage,Cities,Total,Bulgaria,2017,30.8
Annual,Percentage,Cities,Total,Bulgaria,2018,28.0
Annual,Percentage,Cities,Total,Bulgaria,2019,27.8
Annual,Percentage,Cities,Total,Bulgaria,2020,26.6
Annual,Percentage,Cities,Total,Bulgaria,2023,22.4
Annual,Percentage,Cities,Total,Czechia,2005,23.7
Annual,Percentage,Cities,Total,Czechia,2006,23.0
Annual,Percentage,Cities,Total,Czechia,2007,21.3
Annual,Percentage,Cities,Total,Czechia,2008,22.1
Annual,Percentage,Cities,Total,Czechia,2009,28.9
Annual,Percentage,Cities,Total,Czechia,2010,24.8
Annual,Percentage,Cities,Total,Czechia,2011,22.7
Annual,Percentage,Cities,Total,Czechia,2012,19.0
Annual,Percentage,Cities,Total,Czechia,2013,17.5
Annual,Percentage,Cities,Total,Czechia,2014,20.1
Annual,Percentage,Cities,Total,Czechia,2015,17.4
Annual,Percentage,Cities,Total,Czechia,2016,17.3
Annual,Percentage,Cities,Total,Czechia,2017,15.8
Annual,Percentage,Cities,Total,Czechia,2018,12.5
Annual,Percentage,Cities,Total,Czechia,2019,13.7
Annual,Percentage,Cities,Total,Czechia,2020,10.5
Annual,Percentage,Cities,Total,Czechia,2023,12.0
Annual,Percentage,Cities,Total,Denmark,2003,14.2
Annual,Percentage,Cities,Total,Denmark,2004,19.0
Annual,Percentage,Cities,Total,Denmark,2005,19.6
Annual,Percentage,Cities,Total,Denmark,2006,18.3
Annual,Percentage,Cities,Total,Denmark,2007,19.5
Annual,Percentage,Cities,Total,Denmark,2008,22.1
Annual,Percentage,Cities,Total,Denmark,2009,25.7
Annual,Percentage,Cities,Total,Denmark,2010,20.0
Annual,Percentage,Cities,Total,Denmark,2011,21.9
Annual,Percentage,Cities,Total,Denmark,2012,16.0
Annual,Percentage,Cities,Total,Denmark,2013,15.6
Annual,Percentage,Cities,Total,Denmark,2014,15.8
Annual,Percentage,Cities,Total,Denmark,2015,12.2
Annual,Percentage,Cities,Total,Denmark,2016,13.9
Annual,Percentage,Cities,Total,Denmark,2017,13.1
Annual,Percentage,Cities,Total,Denmark,2018,13.2
Annual,Percentage,Cities,Total,Denmark,2019,12.8
Annual,Percentage,Cities,Total,Denmark,2020,11.1
Annual,Percentage,Cities,Total,Denmark,2023,10.9
Annual,Percentage,Cities,Total,Germany,2005,14.3
Annual,Percentage,Cities,Total,Germany,2006,18.7
Annual,Percentage,Cities,Total,Germany,2007,17.7
Annual,Percentage,Cities,Total,Germany,2008,19.0
Annual,Percentage,Cities,Total,Germany,2009,18.7
Annual,Percentage,Cities,Total,Germany,2010,17.5
Annual,Percentage,Cities,Total,Germany,2011,18.2
Annual,Percentage,Cities,Total,Germany,2012,21.4
Annual,Percentage,Cities,Total,Germany,2013,22.9
Annual,Percentage,Cities,Total,Germany,2014,22.0
Annual,Percentage,Cities,Total,Germany,2015,23.3
Annual,Percentage,Cities,Total,Germany,2016,22.4
Annual,Percentage,Cities,Total,Germany,2017,23.6
Annual,Percentage,Cities,Total,Germany,2018,23.0
Annual,Percentage,Cities,Total,Germany,2019,21.9
Annual,Percentage,Cities,Total,Germany,2020,14.3
Annual,Percentage,Cities,Total,Germany,2023,17.1
Annual,Percentage,Cities,Total,Estonia,2004,36.9
Annual,Percentage,Cities,Total,Estonia,2005,30.8
Annual,Percentage,Cities,Total,Estonia,2006,28.2
Annual,Percentage,Cities,Total,Estonia,2007,30.7
Annual,Percentage,Cities,Total,Estonia,2008,22.6
Annual,Percentage,Cities,Total,Estonia,2009,28.1
Annual,Percentage,Cities,Total,Estonia,2010,24.0
Annual,Percentage,Cities,Total,Estonia,2011,20.5
Annual,Percentage,Cities,Total,Estonia,2012,22.2
Annual,Percentage,Cities,Total,Estonia,2013,15.4
Annual,Percentage,Cities,Total,Estonia,2014,14.1
Annual,Percentage,Cities,Total,Estonia,2015,15.0
Annual,Percentage,Cities,Total,Estonia,2016,12.7
Annual,Percentage,Cities,Total,Estonia,2017,11.0
Annual,Percentage,Cities,Total,Estonia,2018,8.7
Annual,Percentage,Cities,Total,Estonia,2019,9.5
Annual,Percentage,Cities,Total,Estonia,2020,6.3
Annual,Percentage,Cities,Total,Estonia,2023,6.7
Annual,Percentage,Cities,Total,Ireland,2003,26.0
Annual,Percentage,Cities,Total,Ireland,2004,24.1
Annual,Percentage,Cities,Total,Ireland,2005,24.6
Annual,Percentage,Cities,Total,Ireland,2006,26.0
Annual,Percentage,Cities,Total,Ireland,2007,24.0
Annual,Percentage,Cities,Total,Ireland,2008,18.5
Annual,Percentage,Cities,Total,Ireland,2009,21.0
Annual,Percentage,Cities,Total,Ireland,2010,16.6
Annual,Percentage,Cities,Total,Ireland,2011,16.4
Annual,Percentage,Cities,Total,Ireland,2012,16.3
Annual,Percentage,Cities,Total,Ireland,2013,16.7
Annual,Percentage,Cities,Total,Ireland,2014,15.1
Annual,Percentage,Cities,Total,Ireland,2015,16.3
Annual,Percentage,Cities,Total,Ireland,2016,14.4
Annual,Percentage,Cities,Total,Ireland,2017,16.3
Annual,Percentage,Cities,Total,Ireland,2018,16.3
Annual,Percentage,Cities,Total,Ireland,2019,12.1
Annual,Percentage,Cities,Total,Ireland,2020,17.3
Annual,Percentage,Cities,Total,Ireland,2023,11.3
Annual,Percentage,Cities,Total,Greece,2003,14.8
Annual,Percentage,Cities,Total,Greece,2004,12.7
Annual,Percentage,Cities,Total,Greece,2005,14.3
Annual,Percentage,Cities,Total,Greece,2006,13.9
Annual,Percentage,Cities,Total,Greece,2007,18.1
Annual,Percentage,Cities,Total,Greece,2008,20.9
Annual,Percentage,Cities,Total,Greece,2009,25.7
Annual,Percentage,Cities,Total,Greece,2010,33.3
Annual,Percentage,Cities,Total,Greece,2011,28.1
Annual,Percentage,Cities,Total,Greece,2012,29.5
Annual,Percentage,Cities,Total,Greece,2013,28.4
Annual,Percentage,Cities,Total,Greece,2014,24.1
Annual,Percentage,Cities,Total,Greece,2015,19.6
Annual,Percentage,Cities,Total,Greece,2016,18.1
Annual,Percentage,Cities,Total,Greece,2017,22.1
Annual,Percentage,Cities,Total,Greece,2018,22.8
Annual,Percentage,Cities,Total,Greece,2019,27.0
Annual,Percentage,Cities,Total,Greece,2020,28.8
Annual,Percentage,Cities,Total,Greece,2023,26.9
Annual,Percentage,Cities,Total,Spain,2004,25.4
Annual,Percentage,Cities,Total,Spain,2005,25.1
Annual,Percentage,Cities,Total,Spain,2006,25.6
Annual,Percentage,Cities,Total,Spain,2007,21.6
Annual,Percentage,Cities,Total,Spain,2008,18.9
Annual,Percentage,Cities,Total,Spain,2009,20.4
Annual,Percentage,Cities,Total,Spain,2010,17.2
Annual,Percentage,Cities,Total,Spain,2011,13.2
Annual,Percentage,Cities,Total,Spain,2012,13.4
Annual,Percentage,Cities,Total,Spain,2013,19.3
Annual,Percentage,Cities,Total,Spain,2014,15.6
Annual,Percentage,Cities,Total,Spain,2015,13.8
Annual,Percentage,Cities,Total,Spain,2016,12.8
Annual,Percentage,Cities,Total,Spain,2017,12.2
Annual,Percentage,Cities,Total,Spain,2018,14.8
Annual,Percentage,Cities,Total,Spain,2019,16.4
Annual,Percentage,Cities,Total,Spain,2020,17.4
Annual,Percentage,Cities,Total,Spain,2023,16.6
Annual,Percentage,Cities,Total,France,2004,30.9
Annual,Percentage,Cities,Total,France,2005,24.9
Annual,Percentage,Cities,Total,France,2006,23.1
Annual,Percentage,Cities,Total,France,2007,23.4
Annual,Percentage,Cities,Total,France,2008,20.8
Annual,Percentage,Cities,Total,France,2009,22.6
Annual,Percentage,Cities,Total,France,2010,22.8
Annual,Percentage,Cities,Total,France,2011,22.0
Annual,Percentage,Cities,Total,France,2012,20.0
Annual,Percentage,Cities,Total,France,2013,23.7
Annual,Percentage,Cities,Total,France,2014,21.2
Annual,Percentage,Cities,Total,France,2015,19.9
Annual,Percentage,Cities,Total,France,2016,20.8
Annual,Percentage,Cities,Total,France,2017,19.0
Annual,Percentage,Cities,Total,France,2018,20.4
Annual,Percentage,Cities,Total,France,2019,22.1
Annual,Percentage,Cities,Total,France,2020,27.0
Annual,Percentage,Cities,Total,France,2023,23.0
Annual,Percentage,Cities,Total,Croatia,2010,9.4
Annual,Percentage,Cities,Total,Croatia,2011,6.6
Annual,Percentage,Cities,Total,Croatia,2012,6.8
Annual,Percentage,Cities,Total,Croatia,2013,6.6
Annual,Percentage,Cities,Total,Croatia,2014,6.7
Annual,Percentage,Cities,Total,Croatia,2015,7.6
Annual,Percentage,Cities,Total,Croatia,2016,6.7
Annual,Percentage,Cities,Total,Croatia,2017,6.2
Annual,Percentage,Cities,Total,Croatia,2018,4.6
Annual,Percentage,Cities,Total,Croatia,2019,4.2
Annual,Percentage,Cities,Total,Croatia,2020,3.4
Annual,Percentage,Cities,Total,Croatia,2023,2.6
Annual,Percentage,Cities,Total,Italy,2004,26.9
Annual,Percentage,Cities,Total,Italy,2005,25.1
Annual,Percentage,Cities,Total,Italy,2006,25.8
Annual,Percentage,Cities,Total,Italy,2007,27.4
Annual,Percentage,Cities,Total,Italy,2008,24.0
Annual,Percentage,Cities,Total,Italy,2009,25.7
Annual,Percentage,Cities,Total,Italy,2010,21.1
Annual,Percentage,Cities,Total,Italy,2011,21.7
Annual,Percentage,Cities,Total,Italy,2012,21.8
Annual,Percentage,Cities,Total,Italy,2013,22.0
Annual,Percentage,Cities,Total,Italy,2014,23.6
Annual,Percentage,Cities,Total,Italy,2015,29.0
Annual,Percentage,Cities,Total,Italy,2016,23.2
Annual,Percentage,Cities,Total,Italy,2017,18.8
Annual,Percentage,Cities,Total,Italy,2018,17.2
Annual,Percentage,Cities,Total,Italy,2019,13.9
Annual,Percentage,Cities,Total,Italy,2020,12.6
Annual,Percentage,Cities,Total,Italy,2023,10.6
Annual,Percentage,Cities,Total,Cyprus,2005,8.3
Annual,Percentage,Cities,Total,Cyprus,2006,13.7
Annual,Percentage,Cities,Total,Cyprus,2007,13.8
Annual,Percentage,Cities,Total,Cyprus,2008,10.6
Annual,Percentage,Cities,Total,Cyprus,2009,8.3
Annual,Percentage,Cities,Total,Cyprus,2010,14.9
Annual,Percentage,Cities,Total,Cyprus,2011,15.7
Annual,Percentage,Cities,Total,Cyprus,2012,16.7
Annual,Percentage,Cities,Total,Cyprus,2013,14.4
Annual,Percentage,Cities,Total,Cyprus,2014,13.6
Annual,Percentage,Cities,Total,Cyprus,2015,10.1
Annual,Percentage,Cities,Total,Cyprus,2016,12.4
Annual,Percentage,Cities,Total,Cyprus,2017,15.3
Annual,Percentage,Cities,Total,Cyprus,2018,15.8
Annual,Percentage,Cities,Total,Cyprus,2019,15.5
Annual,Percentage,Cities,Total,Cyprus,2020,9.2
Annual,Percentage,Cities,Total,Cyprus,2023,10.3
Annual,Percentage,Cities,Total,Latvia,2005,32.4
Annual,Percentage,Cities,Total,Latvia,2006,31.0
Annual,Percentage,Cities,Total,Latvia,2007,33.7
Annual,Percentage,Cities,Total,Latvia,2008,35.1
Annual,Percentage,Cities,Total,Latvia,2009,31.6
Annual,Percentage,Cities,Total,Latvia,2010,34.0
Annual,Percentage,Cities,Total,Latvia,2011,27.2
Annual,Percentage,Cities,Total,Latvia,2012,22.7
Annual,Percentage,Cities,Total,Latvia,2013,18.2
Annual,Percentage,Cities,Total,Latvia,2014,19.9
Annual,Percentage,Cities,Total,Latvia,2015,21.3
Annual,Percentage,Cities,Total,Latvia,2016,17.8
Annual,Percentage,Cities,Total,Latvia,2017,13.2
Annual,Percentage,Cities,Total,Latvia,2018,17.2
Annual,Percentage,Cities,Total,Latvia,2019,10.9
Annual,Percentage,Cities,Total,Latvia,2020,8.8
Annual,Percentage,Cities,Total,Latvia,2023,11.3
Annual,Percentage,Cities,Total,Lithuania,2005,14.1
Annual,Percentage,Cities,Total,Lithuania,2006,12.0
Annual,Percentage,Cities,Total,Lithuania,2007,13.1
Annual,Percentage,Cities,Total,Lithuania,2008,8.2
Annual,Percentage,Cities,Total,Lithuania,2009,10.7
Annual,Percentage,Cities,Total,Lithuania,2010,9.3
Annual,Percentage,Cities,Total,Lithuania,2011,8.7
Annual,Percentage,Cities,Total,Lithuania,2012,9.2
Annual,Percentage,Cities,Total,Lithuania,2013,10.1
Annual,Percentage,Cities,Total,Lithuania,2014,6.3
Annual,Percentage,Cities,Total,Lithuania,2015,7.0
Annual,Percentage,Cities,Total,Lithuania,2016,5.3
Annual,Percentage,Cities,Total,Lithuania,2017,13.1
Annual,Percentage,Cities,Total,Lithuania,2018,5.0
Annual,Percentage,Cities,Total,Lithuania,2019,4.9
Annual,Percentage,Cities,Total,Lithuania,2020,4.5
Annual,Percentage,Cities,Total,Lithuania,2023,4.2
Annual,Percentage,Cities,Total,Luxembourg,2003,20.6
Annual,Percentage,Cities,Total,Luxembourg,2004,16.9
Annual,Percentage,Cities,Total,Luxembourg,2005,18.4
Annual,Percentage,Cities,Total,Luxembourg,2006,16.6
Annual,Percentage,Cities,Total,Luxembourg,2007,13.6
Annual,Percentage,Cities,Total,Luxembourg,2008,15.4
Annual,Percentage,Cities,Total,Luxembourg,2009,13.5
Annual,Percentage,Cities,Total,Luxembourg,2010,15.0
Annual,Percentage,Cities,Total,Luxembourg,2011,15.2
Annual,Percentage,Cities,Total,Luxembourg,2012,15.9
Annual,Percentage,Cities,Total,Luxembourg,2013,14.3
Annual,Percentage,Cities,Total,Luxembourg,2014,18.4
Annual,Percentage,Cities,Total,Luxembourg,2015,20.4
Annual,Percentage,Cities,Total,Luxembourg,2016,14.1
Annual,Percentage,Cities,Total,Luxembourg,2017,16.4
Annual,Percentage,Cities,Total,Luxembourg,2018,19.0
Annual,Percentage,Cities,Total,Luxembourg,2019,14.8
Annual,Percentage,Cities,Total,Luxembourg,2020,12.5
Annual,Percentage,Cities,Total,Luxembourg,2023,19.5
Annual,Percentage,Cities,Total,Hungary,2005,22.1
Annual,Percentage,Cities,Total,Hungary,2006,16.4
Annual,Percentage,Cities,Total,Hungary,2007,17.7
Annual,Percentage,Cities,Total,Hungary,2008,14.9
Annual,Percentage,Cities,Total,Hungary,2009,14.9
Annual,Percentage,Cities,Total,Hungary,2010,13.5
Annual,Percentage,Cities,Total,Hungary,2011,13.5
Annual,Percentage,Cities,Total,Hungary,2012,10.5
Annual,Percentage,Cities,Total,Hungary,2013,14.0
Annual,Percentage,Cities,Total,Hungary,2014,16.9
Annual,Percentage,Cities,Total,Hungary,2015,11.3
Annual,Percentage,Cities,Total,Hungary,2016,9.8
Annual,Percentage,Cities,Total,Hungary,2017,8.8
Annual,Percentage,Cities,Total,Hungary,2018,5.6
Annual,Percentage,Cities,Total,Hungary,2019,5.3
Annual,Percentage,Cities,Total,Hungary,2020,5.3
Annual,Percentage,Cities,Total,Hungary,2023,5.0
Annual,Percentage,Cities,Total,Malta,2005,14.5
Annual,Percentage,Cities,Total,Malta,2006,13.3
Annual,Percentage,Cities,Total,Malta,2007,10.7
Annual,Percentage,Cities,Total,Malta,2008,10.1
Annual,Percentage,Cities,Total,Malta,2009,11.3
Annual,Percentage,Cities,Total,Malta,2010,11.2
Annual,Percentage,Cities,Total,Malta,2011,13.7
Annual,Percentage,Cities,Total,Malta,2012,13.3
Annual,Percentage,Cities,Total,Malta,2013,13.4
Annual,Percentage,Cities,Total,Malta,2014,12.7
Annual,Percentage,Cities,Total,Malta,2015,12.0
Annual,Percentage,Cities,Total,Malta,2016,10.9
Annual,Percentage,Cities,Total,Malta,2017,10.6
Annual,Percentage,Cities,Total,Malta,2018,13.4
Annual,Percentage,Cities,Total,Malta,2019,14.7
Annual,Percentage,Cities,Total,Malta,2020,12.5
Annual,Percentage,Cities,Total,Malta,2023,8.5
Annual,Percentage,Cities,Total,Netherlands,2005,22.4
Annual,Percentage,Cities,Total,Netherlands,2006,20.2
Annual,Percentage,Cities,Total,Netherlands,2007,21.3
Annual,Percentage,Cities,Total,Netherlands,2008,18.0
Annual,Percentage,Cities,Total,Netherlands,2009,25.5
Annual,Percentage,Cities,Total,Netherlands,2010,20.3
Annual,Percentage,Cities,Total,Netherlands,2011,22.2
Annual,Percentage,Cities,Total,Netherlands,2012,23.1
Annual,Percentage,Cities,Total,Netherlands,2013,22.9
Annual,Percentage,Cities,Total,Netherlands,2014,24.0
Annual,Percentage,Cities,Total,Netherlands,2015,23.0
Annual,Percentage,Cities,Total,Netherlands,2016,21.6
Annual,Percentage,Cities,Total,Netherlands,2017,19.1
Annual,Percentage,Cities,Total,Netherlands,2018,22.2
Annual,Percentage,Cities,Total,Netherlands,2019,20.7
Annual,Percentage,Cities,Total,Netherlands,2020,20.2
Annual,Percentage,Cities,Total,Netherlands,2023,21.6
Annual,Percentage,Cities,Total,Austria,2004,19.2
Annual,Percentage,Cities,Total,Austria,2005,22.9
Annual,Percentage,Cities,Total,Austria,2006,21.3
Annual,Percentage,Cities,Total,Austria,2007,19.8
Annual,Percentage,Cities,Total,Austria,2008,21.1
Annual,Percentage,Cities,Total,Austria,2009,25.7
Annual,Percentage,Cities,Total,Austria,2010,22.3
Annual,Percentage,Cities,Total,Austria,2011,20.7
Annual,Percentage,Cities,Total,Austria,2012,20.9
Annual,Percentage,Cities,Total,Austria,2013,21.2
Annual,Percentage,Cities,Total,Austria,2014,24.6
Annual,Percentage,Cities,Total,Austria,2015,22.6
Annual,Percentage,Cities,Total,Austria,2016,22.0
Annual,Percentage,Cities,Total,Austria,2017,19.4
Annual,Percentage,Cities,Total,Austria,2018,16.8
Annual,Percentage,Cities,Total,Austria,2019,16.4
Annual,Percentage,Cities,Total,Austria,2020,11.4
Annual,Percentage,Cities,Total,Austria,2023,14.4
Annual,Percentage,Cities,Total,Poland,2005,19.7
Annual,Percentage,Cities,Total,Poland,2006,17.1
Annual,Percentage,Cities,Total,Poland,2007,15.2
Annual,Percentage,Cities,Total,Poland,2008,13.3
Annual,Percentage,Cities,Total,Poland,2009,12.3
Annual,Percentage,Cities,Total,Poland,2010,12.3
Annual,Percentage,Cities,Total,Poland,2011,11.7
Annual,Percentage,Cities,Total,Poland,2012,12.5
Annual,Percentage,Cities,Total,Poland,2013,12.8
Annual,Percentage,Cities,Total,Poland,2014,12.4
Annual,Percentage,Cities,Total,Poland,2015,12.1
Annual,Percentage,Cities,Total,Poland,2016,10.9
Annual,Percentage,Cities,Total,Poland,2017,10.9
Annual,Percentage,Cities,Total,Poland,2018,8.3
Annual,Percentage,Cities,Total,Poland,2019,8.8
Annual,Percentage,Cities,Total,Poland,2023,6.1
Annual,Percentage,Cities,Total,Portugal,2004,22.9
Annual,Percentage,Cities,Total,Portugal,2005,23.8
Annual,Percentage,Cities,Total,Portugal,2006,21.3
Annual,Percentage,Cities,Total,Portugal,2007,21.5
Annual,Percentage,Cities,Total,Portugal,2008,19.3
Annual,Percentage,Cities,Total,Portugal,2009,23.6
Annual,Percentage,Cities,Total,Portugal,2010,18.9
Annual,Percentage,Cities,Total,Portugal,2011,17.8
Annual,Percentage,Cities,Total,Portugal,2012,16.9
Annual,Percentage,Cities,Total,Portugal,2013,19.1
Annual,Percentage,Cities,Total,Portugal,2014,16.0
Annual,Percentage,Cities,Total,Portugal,2015,14.3
Annual,Percentage,Cities,Total,Portugal,2016,10.7
Annual,Percentage,Cities,Total,Portugal,2017,11.1
Annual,Percentage,Cities,Total,Portugal,2018,9.3
Annual,Percentage,Cities,Total,Portugal,2019,9.0
Annual,Percentage,Cities,Total,Portugal,2020,8.7
Annual,Percentage,Cities,Total,Portugal,2023,10.2
Annual,Percentage,Cities,Total,Romania,2007,19.7
Annual,Percentage,Cities,Total,Romania,2008,19.4
Annual,Percentage,Cities,Total,Romania,2009,23.2
Annual,Percentage,Cities,Total,Romania,2010,22.3
Annual,Percentage,Cities,Total,Romania,2011,23.2
Annual,Percentage,Cities,Total,Romania,2012,18.9
Annual,Percentage,Cities,Total,Romania,2013,17.7
Annual,Percentage,Cities,Total,Romania,2014,18.0
Annual,Percentage,Cities,Total,Romania,2015,16.4
Annual,Percentage,Cities,Total,Romania,2016,20.1
Annual,Percentage,Cities,Total,Romania,2017,14.9
Annual,Percentage,Cities,Total,Romania,2018,14.6
Annual,Percentage,Cities,Total,Romania,2019,12.9
Annual,Percentage,Cities,Total,Romania,2020,11.0
Annual,Percentage,Cities,Total,Romania,2023,6.8
Annual,Percentage,Cities,Total,Slovenia,2005,27.9
Annual,Percentage,Cities,Total,Slovenia,2006,21.1
Annual,Percentage,Cities,Total,Slovenia,2007,22.1
Annual,Percentage,Cities,Total,Slovenia,2008,18.0
Annual,Percentage,Cities,Total,Slovenia,2009,25.1
Annual,Percentage,Cities,Total,Slovenia,2010,19.0
Annual,Percentage,Cities,Total,Slovenia,2011,17.7
Annual,Percentage,Cities,Total,Slovenia,2012,17.2
Annual,Percentage,Cities,Total,Slovenia,2013,17.2
Annual,Percentage,Cities,Total,Slovenia,2014,18.9
Annual,Percentage,Cities,Total,Slovenia,2015,16.2
Annual,Percentage,Cities,Total,Slovenia,2016,15.6
Annual,Percentage,Cities,Total,Slovenia,2017,14.1
Annual,Percentage,Cities,Total,Slovenia,2018,11.6
Annual,Percentage,Cities,Total,Slovenia,2019,12.4
Annual,Percentage,Cities,Total,Slovenia,2020,12.5
Annual,Percentage,Cities,Total,Slovenia,2023,10.9
Annual,Percentage,Cities,Total,Slovakia,2005,17.8
Annual,Percentage,Cities,Total,Slovakia,2006,17.8
Annual,Percentage,Cities,Total,Slovakia,2007,17.3
Annual,Percentage,Cities,Total,Slovakia,2008,17.0
Annual,Percentage,Cities,Total,Slovakia,2009,23.7
Annual,Percentage,Cities,Total,Slovakia,2010,19.0
Annual,Percentage,Cities,Total,Slovakia,2011,18.5
Annual,Percentage,Cities,Total,Slovakia,2012,15.6
Annual,Percentage,Cities,Total,Slovakia,2013,12.1
Annual,Percentage,Cities,Total,Slovakia,2014,13.3
Annual,Percentage,Cities,Total,Slovakia,2015,10.6
Annual,Percentage,Cities,Total,Slovakia,2016,9.5
Annual,Percentage,Cities,Total,Slovakia,2017,8.9
Annual,Percentage,Cities,Total,Slovakia,2018,6.0
Annual,Percentage,Cities,Total,Slovakia,2019,5.1
Annual,Percentage,Cities,Total,Slovakia,2020,5.3
Annual,Percentage,Cities,Total,Slovakia,2023,6.0
Annual,Percentage,Cities,Total,Finland,2004,27.1
Annual,Percentage,Cities,Total,Finland,2005,27.8
Annual,Percentage,Cities,Total,Finland,2006,24.6
Annual,Percentage,Cities,Total,Finland,2007,20.5
Annual,Percentage,Cities,Total,Finland,2008,21.1
Annual,Percentage,Cities,Total,Finland,2009,23.5
Annual,Percentage,Cities,Total,Finland,2010,16.3
Annual,Percentage,Cities,Total,Finland,2011,14.7
Annual,Percentage,Cities,Total,Finland,2012,13.8
Annual,Percentage,Cities,Total,Finland,2013,12.7
Annual,Percentage,Cities,Total,Finland,2014,10.0
Annual,Percentage,Cities,Total,Finland,2015,11.0
Annual,Percentage,Cities,Total,Finland,2016,9.0
Annual,Percentage,Cities,Total,Finland,2017,9.4
Annual,Percentage,Cities,Total,Finland,2018,10.7
Annual,Percentage,Cities,Total,Finland,2019,9.1
Annual,Percentage,Cities,Total,Finland,2020,10.8
Annual,Percentage,Cities,Total,Finland,2023,16.7
Annual,Percentage,Cities,Total,Sweden,2004,13.9
Annual,Percentage,Cities,Total,Sweden,2005,14.6
Annual,Percentage,Cities,Total,Sweden,2006,21.8
Annual,Percentage,Cities,Total,Sweden,2007,17.2
Annual,Percentage,Cities,Total,Sweden,2008,19.3
Annual,Percentage,Cities,Total,Sweden,2009,19.3
Annual,Percentage,Cities,Total,Sweden,2010,16.3
Annual,Percentage,Cities,Total,Sweden,2011,19.0
Annual,Percentage,Cities,Total,Sweden,2012,18.3
Annual,Percentage,Cities,Total,Sweden,2013,14.2
Annual,Percentage,Cities,Total,Sweden,2014,15.5
Annual,Percentage,Cities,Total,Sweden,2015,15.0
Annual,Percentage,Cities,Total,Sweden,2016,17.5
Annual,Percentage,Cities,Total,Sweden,2017,16.9
Annual,Percentage,Cities,Total,Sweden,2018,17.8
Annual,Percentage,Cities,Total,Sweden,2019,17.7
Annual,Percentage,Cities,Total,Sweden,2020,19.9
Annual,Percentage,Cities,Total,Sweden,2023,13.3
Annual,Percentage,Cities,Total,Iceland,2004,5.0
Annual,Percentage,Cities,Total,Iceland,2005,4.8
Annual,Percentage,Cities,Total,Iceland,2006,3.3
Annual,Percentage,Cities,Total,Iceland,2007,4.4
Annual,Percentage,Cities,Total,Iceland,2008,4.3
Annual,Percentage,Cities,Total,Iceland,2009,5.4
Annual,Percentage,Cities,Total,Iceland,2010,5.0
Annual,Percentage,Cities,Total,Iceland,2011,3.2
Annual,Percentage,Cities,Total,Iceland,2012,4.4
Annual,Percentage,Cities,Total,Iceland,2013,2.6
Annual,Percentage,Cities,Total,Iceland,2014,2.5
Annual,Percentage,Cities,Total,Iceland,2015,2.8
Annual,Percentage,Cities,Total,Iceland,2016,2.8
Annual,Percentage,Cities,Total,Iceland,2017,2.3
Annual,Percentage,Cities,Total,Iceland,2018,3.6
Annual,Percentage,Cities,Total,Iceland,2019,3.3
Annual,Percentage,Cities,Total,Iceland,2020,3.6
Annual,Percentage,Cities,Total,Norway,2004,7.4
Annual,Percentage,Cities,Total,Norway,2005,7.0
Annual,Percentage,Cities,Total,Norway,2006,4.9
Annual,Percentage,Cities,Total,Norway,2007,6.4
Annual,Percentage,Cities,Total,Norway,2008,6.8
Annual,Percentage,Cities,Total,Norway,2009,7.4
Annual,Percentage,Cities,Total,Norway,2010,7.9
Annual,Percentage,Cities,Total,Norway,2011,6.7
Annual,Percentage,Cities,Total,Norway,2012,8.0
Annual,Percentage,Cities,Total,Norway,2013,6.1
Annual,Percentage,Cities,Total,Norway,2015,9.8
Annual,Percentage,Cities,Total,Norway,2016,7.8
Annual,Percentage,Cities,Total,Norway,2017,6.2
Annual,Percentage,Cities,Total,Norway,2018,7.4
Annual,Percentage,Cities,Total,Norway,2019,7.6
Annual,Percentage,Cities,Total,Norway,2020,6.4
Annual,Percentage,Cities,Total,Norway,2023,9.5
Annual,Percentage,Cities,Total,Switzerland,2007,16.9
Annual,Percentage,Cities,Total,Switzerland,2008,15.8
Annual,Percentage,Cities,Total,Switzerland,2009,16.6
Annual,Percentage,Cities,Total,Switzerland,2010,18.8
Annual,Percentage,Cities,Total,Switzerland,2011,15.6
Annual,Percentage,Cities,Total,Switzerland,2012,24.2
Annual,Percentage,Cities,Total,Switzerland,2013,21.3
Annual,Percentage,Cities,Total,Switzerland,2014,20.4
Annual,Percentage,Cities,Total,Switzerland,2015,17.9
Annual,Percentage,Cities,Total,Switzerland,2016,17.4
Annual,Percentage,Cities,Total,Switzerland,2017,13.1
