freq,unit,quantile,hhcomp,geo,time,value
Annual,Percentage,Total,Two or more adults with dependent children,Switzerland,2017,40.2
Annual,Percentage,Total,Two or more adults with dependent children,Switzerland,2018,38.1
Annual,Percentage,Total,Two or more adults with dependent children,Switzerland,2019,37.1
Annual,Percentage,Total,Two or more adults with dependent children,Switzerland,2020,35.5
Annual,Percentage,Total,Two or more adults with dependent children,Switzerland,2021,36.1
Annual,Percentage,Total,Two or more adults with dependent children,Switzerland,2022,34.9
Annual,Percentage,Total,Two or more adults with dependent children,Switzerland,2023,35.1
Annual,Percentage,Total,Two or more adults with dependent children,Switzerland,2024,35.4
Annual,Percentage,Total,Two or more adults with dependent children,Switzerland,2025,
Annual,Percentage,Total,Two or more adults with dependent children,United Kingdom,2010,37.1
Annual,Percentage,Total,Two or more adults with dependent children,United Kingdom,2011,36.1
Annual,Percentage,Total,Two or more adults with dependent children,United Kingdom,2012,43.7
Annual,Percentage,Total,Two or more adults with dependent children,United Kingdom,2013,42.8
Annual,Percentage,Total,Two or more adults with dependent children,United Kingdom,2014,46.7
Annual,Percentage,Total,Two or more adults with dependent children,United Kingdom,2015,44.7
Annual,Percentage,Total,Two or more adults with dependent children,United Kingdom,2016,45.5
Annual,Percentage,Total,Two or more adults with dependent children,United Kingdom,2017,54.3
Annual,Percentage,Total,Two or more adults with dependent children,United Kingdom,2018,47.9
Annual,Percentage,Total,Two or more adults with dependent children,United Kingdom,2019,
Annual,Percentage,Total,Two or more adults with dependent children,United Kingdom,2020,
Annual,Percentage,Total,Two or more adults with dependent children,United Kingdom,2021,
Annual,Percentage,Total,Two or more adults with dependent children,United Kingdom,2022,
Annual,Percentage,Total,Two or more adults with dependent children,United Kingdom,2023,
Annual,Percentage,Total,Two or more adults with dependent children,United Kingdom,2024,
Annual,Percentage,Total,Two or more adults with dependent children,United Kingdom,2025,
Annual,Percentage,Total,Two or more adults with dependent children,Montenegro,2010,
Annual,Percentage,Total,Two or more adults with dependent children,Montenegro,2011,
Annual,Percentage,Total,Two or more adults with dependent children,Montenegro,2012,
Annual,Percentage,Total,Two or more adults with dependent children,Montenegro,2013,12.1
Annual,Percentage,Total,Two or more adults with dependent children,Montenegro,2014,6.3
Annual,Percentage,Total,Two or more adults with dependent children,Montenegro,2015,7.2
Annual,Percentage,Total,Two or more adults with dependent children,Montenegro,2016,5.6
Annual,Percentage,Total,Two or more adults with dependent children,Montenegro,2017,3.4
Annual,Percentage,Total,Two or more adults with dependent children,Montenegro,2018,2.4
Annual,Percentage,Total,Two or more adults with dependent children,Montenegro,2019,2.5
Annual,Percentage,Total,Two or more adults with dependent children,Montenegro,2020,2.9
Annual,Percentage,Total,Two or more adults with dependent children,Montenegro,2021,4.4
Annual,Percentage,Total,Two or more adults with dependent children,Montenegro,2022,4.4
Annual,Percentage,Total,Two or more adults with dependent children,Montenegro,2023,3.7
Annual,Percentage,Total,Two or more adults with dependent children,Montenegro,2024,
Annual,Percentage,Total,Two or more adults with dependent children,Montenegro,2025,
Annual,Percentage,Total,Two or more adults with dependent children,North Macedonia,2010,
Annual,Percentage,Total,Two or more adults with dependent children,North Macedonia,2011,
Annual,Percentage,Total,Two or more adults with dependent children,North Macedonia,2012,8.8
Annual,Percentage,Total,Two or more adults with dependent children,North Macedonia,2013,9.4
Annual,Percentage,Total,Two or more adults with dependent children,North Macedonia,2014,14.3
Annual,Percentage,Total,Two or more adults with dependent children,North Macedonia,2015,11.0
Annual,Percentage,Total,Two or more adults with dependent children,North Macedonia,2016,10.5
Annual,Percentage,Total,Two or more adults with dependent children,North Macedonia,2017,11.7
Annual,Percentage,Total,Two or more adults with dependent children,North Macedonia,2018,12.0
Annual,Percentage,Total,Two or more adults with dependent children,North Macedonia,2019,9.7
Annual,Percentage,Total,Two or more adults with dependent children,North Macedonia,2020,15.8
Annual,Percentage,Total,Two or more adults with dependent children,North Macedonia,2021,14.7
Annual,Percentage,Total,Two or more adults with dependent children,North Macedonia,2022,14.7
Annual,Percentage,Total,Two or more adults with dependent children,North Macedonia,2023,9.9
Annual,Percentage,Total,Two or more adults with dependent children,North Macedonia,2024,10.8
Annual,Percentage,Total,Two or more adults with dependent children,North Macedonia,2025,
Annual,Percentage,Total,Two or more adults with dependent children,Albania,2010,
Annual,Percentage,Total,Two or more adults with dependent children,Albania,2011,
Annual,Percentage,Total,Two or more adults with dependent children,Albania,2012,
Annual,Percentage,Total,Two or more adults with dependent children,Albania,2013,
Annual,Percentage,Total,Two or more adults with dependent children,Albania,2014,
Annual,Percentage,Total,Two or more adults with dependent children,Albania,2015,
Annual,Percentage,Total,Two or more adults with dependent children,Albania,2016,
Annual,Percentage,Total,Two or more adults with dependent children,Albania,2017,1.7
Annual,Percentage,Total,Two or more adults with dependent children,Albania,2018,1.6
Annual,Percentage,Total,Two or more adults with dependent children,Albania,2019,2.2
Annual,Percentage,Total,Two or more adults with dependent children,Albania,2020,2.6
Annual,Percentage,Total,Two or more adults with dependent children,Albania,2021,2.3
Annual,Percentage,Total,Two or more adults with dependent children,Albania,2022,3.4
Annual,Percentage,Total,Two or more adults with dependent children,Albania,2023,4.5
Annual,Percentage,Total,Two or more adults with dependent children,Albania,2024,
Annual,Percentage,Total,Two or more adults with dependent children,Albania,2025,
Annual,Percentage,Total,Two or more adults with dependent children,Serbia,2010,
Annual,Percentage,Total,Two or more adults with dependent children,Serbia,2011,
Annual,Percentage,Total,Two or more adults with dependent children,Serbia,2012,
Annual,Percentage,Total,Two or more adults with dependent children,Serbia,2013,
Annual,Percentage,Total,Two or more adults with dependent children,Serbia,2014,3.6
Annual,Percentage,Total,Two or more adults with dependent children,Serbia,2015,3.5
Annual,Percentage,Total,Two or more adults with dependent children,Serbia,2016,3.9
Annual,Percentage,Total,Two or more adults with dependent children,Serbia,2017,3.3
Annual,Percentage,Total,Two or more adults with dependent children,Serbia,2018,3.9
Annual,Percentage,Total,Two or more adults with dependent children,Serbia,2019,4.2
Annual,Percentage,Total,Two or more adults with dependent children,Serbia,2020,3.9
Annual,Percentage,Total,Two or more adults with dependent children,Serbia,2021,4.7
Annual,Percentage,Total,Two or more adults with dependent children,Serbia,2022,5.5
Annual,Percentage,Total,Two or more adults with dependent children,Serbia,2023,5.3
Annual,Percentage,Total,Two or more adults with dependent children,Serbia,2024,5.3
Annual,Percentage,Total,Two or more adults with dependent children,Serbia,2025,5.1
Annual,Percentage,Total,Two or more adults with dependent children,Türkiye,2010,1.7
Annual,Percentage,Total,Two or more adults with dependent children,Türkiye,2011,1.7
Annual,Percentage,Total,Two or more adults with dependent children,Türkiye,2012,2.0
Annual,Percentage,Total,Two or more adults with dependent children,Türkiye,2013,2.2
Annual,Percentage,Total,Two or more adults with dependent children,Türkiye,2014,1.9
Annual,Percentage,Total,Two or more adults with dependent children,Türkiye,2015,2.2
Annual,Percentage,Total,Two or more adults with dependent children,Türkiye,2016,2.3
Annual,Percentage,Total,Two or more adults with dependent children,Türkiye,2017,2.4
Annual,Percentage,Total,Two or more adults with dependent children,Türkiye,2018,3.1
Annual,Percentage,Total,Two or more adults with dependent children,Türkiye,2019,3.3
Annual,Percentage,Total,Two or more adults with dependent children,Türkiye,2020,3.4
Annual,Percentage,Total,Two or more adults with dependent children,Türkiye,2021,3.4
Annual,Percentage,Total,Two or more adults with dependent children,Türkiye,2022,3.2
Annual,Percentage,Total,Two or more adults with dependent children,Türkiye,2023,2.7
Annual,Percentage,Total,Two or more adults with dependent children,Türkiye,2024,2.8
Annual,Percentage,Total,Two or more adults with dependent children,Türkiye,2025,2.7
Annual,Percentage,Total,Two or more adults with dependent children,Kosovo*,2010,
Annual,Percentage,Total,Two or more adults with dependent children,Kosovo*,2011,
Annual,Percentage,Total,Two or more adults with dependent children,Kosovo*,2012,
Annual,Percentage,Total,Two or more adults with dependent children,Kosovo*,2013,
Annual,Percentage,Total,Two or more adults with dependent children,Kosovo*,2014,
Annual,Percentage,Total,Two or more adults with dependent children,Kosovo*,2015,
Annual,Percentage,Total,Two or more adults with dependent children,Kosovo*,2016,
Annual,Percentage,Total,Two or more adults with dependent children,Kosovo*,2017,
Annual,Percentage,Total,Two or more adults with dependent children,Kosovo*,2018,5.3
Annual,Percentage,Total,Two or more adults with dependent children,Kosovo*,2019,
Annual,Percentage,Total,Two or more adults with dependent children,Kosovo*,2020,
Annual,Percentage,Total,Two or more adults with dependent children,Kosovo*,2021,
Annual,Percentage,Total,Two or more adults with dependent children,Kosovo*,2022,
Annual,Percentage,Total,Two or more adults with dependent children,Kosovo*,2023,
Annual,Percentage,Total,Two or more adults with dependent children,Kosovo*,2024,
Annual,Percentage,Total,Two or more adults with dependent children,Kosovo*,2025,
Annual,Percentage,Total,Three or more adults with dependent children,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,15.2
Annual,Percentage,Total,Three or more adults with dependent children,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2011,15.1
Annual,Percentage,Total,Three or more adults with dependent children,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2012,16.8
Annual,Percentage,Total,Three or more adults with dependent children,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,16.2
Annual,Percentage,Total,Three or more adults with dependent children,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,16.8
Annual,Percentage,Total,Three or more adults with dependent children,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,16.9
Annual,Percentage,Total,Three or more adults with dependent children,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,16.9
Annual,Percentage,Total,Three or more adults with dependent children,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,18.7
Annual,Percentage,Total,Three or more adults with dependent children,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,16.5
Annual,Percentage,Total,Three or more adults with dependent children,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,17.7
Annual,Percentage,Total,Three or more adults with dependent children,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,
Annual,Percentage,Total,Three or more adults with dependent children,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2021,
Annual,Percentage,Total,Three or more adults with dependent children,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,
Annual,Percentage,Total,Three or more adults with dependent children,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,
Annual,Percentage,Total,Three or more adults with dependent children,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,
Annual,Percentage,Total,Three or more adults with dependent children,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (from 2020),2010,14.4
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (from 2020),2011,14.0
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (from 2020),2012,14.8
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (from 2020),2013,15.0
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (from 2020),2014,14.6
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (from 2020),2015,15.3
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (from 2020),2016,15.2
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (from 2020),2017,15.6
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (from 2020),2018,15.2
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (from 2020),2019,16.5
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (from 2020),2020,16.0
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (from 2020),2021,16.5
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (from 2020),2022,16.4
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (from 2020),2023,16.4
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (from 2020),2024,16.2
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (from 2020),2025,17.6
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2010,15.2
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2011,15.1
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2012,16.8
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2013,16.2
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2014,16.8
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2015,16.9
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2016,16.9
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2017,18.7
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2018,16.5
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2019,17.7
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2020,
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2021,
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2022,
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2023,
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2024,
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 28 countries (2013-2020),2025,
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2010,15.4
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2011,15.3
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2012,17.0
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2013,16.4
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2014,17.0
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2015,17.2
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2016,17.1
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2017,18.9
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2018,16.6
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2019,17.8
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2020,
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2021,
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2022,
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2023,
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2024,
Annual,Percentage,Total,Three or more adults with dependent children,European Union - 27 countries (2007-2013),2025,
Annual,Percentage,Total,Three or more adults with dependent children,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2010,20.4
Annual,Percentage,Total,Three or more adults with dependent children,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2011,19.8
Annual,Percentage,Total,Three or more adults with dependent children,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2012,21.6
Annual,Percentage,Total,Three or more adults with dependent children,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2013,20.9
Annual,Percentage,Total,Three or more adults with dependent children,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2014,19.7
Annual,Percentage,Total,Three or more adults with dependent children,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2015,19.9
Annual,Percentage,Total,Three or more adults with dependent children,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2016,19.5
Annual,Percentage,Total,Three or more adults with dependent children,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2017,19.7
Annual,Percentage,Total,Three or more adults with dependent children,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2018,18.5
Annual,Percentage,Total,Three or more adults with dependent children,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2019,20.2
Annual,Percentage,Total,Three or more adults with dependent children,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2020,19.2
Annual,Percentage,Total,Three or more adults with dependent children,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2021,19.4
Annual,Percentage,Total,Three or more adults with dependent children,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2022,
Annual,Percentage,Total,Three or more adults with dependent children,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2023,
Annual,Percentage,Total,Three or more adults with dependent children,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2024,
Annual,Percentage,Total,Three or more adults with dependent children,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2025,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 21 countries (from 2026),2010,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 21 countries (from 2026),2011,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 21 countries (from 2026),2012,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 21 countries (from 2026),2013,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 21 countries (from 2026),2014,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 21 countries (from 2026),2015,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 21 countries (from 2026),2016,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 21 countries (from 2026),2017,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 21 countries (from 2026),2018,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 21 countries (from 2026),2019,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 21 countries (from 2026),2020,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 21 countries (from 2026),2021,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 21 countries (from 2026),2022,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 21 countries (from 2026),2023,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 21 countries (from 2026),2024,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 21 countries (from 2026),2025,19.3
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 20 countries (2023-2025),2010,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 20 countries (2023-2025),2011,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 20 countries (2023-2025),2012,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 20 countries (2023-2025),2013,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 20 countries (2023-2025),2014,19.2
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 20 countries (2023-2025),2015,19.4
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 20 countries (2023-2025),2016,19.1
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 20 countries (2023-2025),2017,19.4
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 20 countries (2023-2025),2018,18.3
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 20 countries (2023-2025),2019,19.9
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 20 countries (2023-2025),2020,18.8
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 20 countries (2023-2025),2021,18.8
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 20 countries (2023-2025),2022,18.6
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 20 countries (2023-2025),2023,17.8
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 20 countries (2023-2025),2024,17.8
Annual,Percentage,Total,Three or more adults with dependent children,Euro area – 20 countries (2023-2025),2025,19.6
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 19 countries  (2015-2022),2010,19.8
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 19 countries  (2015-2022),2011,19.5
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 19 countries  (2015-2022),2012,21.3
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 19 countries  (2015-2022),2013,20.6
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 19 countries  (2015-2022),2014,19.6
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 19 countries  (2015-2022),2015,19.9
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 19 countries  (2015-2022),2016,19.5
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 19 countries  (2015-2022),2017,19.7
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 19 countries  (2015-2022),2018,18.5
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 19 countries  (2015-2022),2019,20.2
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 19 countries  (2015-2022),2020,19.2
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 19 countries  (2015-2022),2021,19.4
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 19 countries  (2015-2022),2022,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 19 countries  (2015-2022),2023,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 19 countries  (2015-2022),2024,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 19 countries  (2015-2022),2025,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 18 countries (2014),2010,20.1
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 18 countries (2014),2011,19.6
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 18 countries (2014),2012,21.4
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 18 countries (2014),2013,20.8
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 18 countries (2014),2014,19.7
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 18 countries (2014),2015,20.0
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 18 countries (2014),2016,19.5
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 18 countries (2014),2017,19.8
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 18 countries (2014),2018,18.6
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 18 countries (2014),2019,20.2
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 18 countries (2014),2020,19.2
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 18 countries (2014),2021,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 18 countries (2014),2022,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 18 countries (2014),2023,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 18 countries (2014),2024,
Annual,Percentage,Total,Three or more adults with dependent children,Euro area - 18 countries (2014),2025,
Annual,Percentage,Total,Three or more adults with dependent children,Belgium,2010,34.9
Annual,Percentage,Total,Three or more adults with dependent children,Belgium,2011,48.9
Annual,Percentage,Total,Three or more adults with dependent children,Belgium,2012,50.2
Annual,Percentage,Total,Three or more adults with dependent children,Belgium,2013,54.4
Annual,Percentage,Total,Three or more adults with dependent children,Belgium,2014,49.4
Annual,Percentage,Total,Three or more adults with dependent children,Belgium,2015,43.7
Annual,Percentage,Total,Three or more adults with dependent children,Belgium,2016,39.0
Annual,Percentage,Total,Three or more adults with dependent children,Belgium,2017,42.8
Annual,Percentage,Total,Three or more adults with dependent children,Belgium,2018,37.6
Annual,Percentage,Total,Three or more adults with dependent children,Belgium,2019,41.8
Annual,Percentage,Total,Three or more adults with dependent children,Belgium,2020,44.1
Annual,Percentage,Total,Three or more adults with dependent children,Belgium,2021,48.8
Annual,Percentage,Total,Three or more adults with dependent children,Belgium,2022,48.6
Annual,Percentage,Total,Three or more adults with dependent children,Belgium,2023,47.0
Annual,Percentage,Total,Three or more adults with dependent children,Belgium,2024,39.1
Annual,Percentage,Total,Three or more adults with dependent children,Belgium,2025,43.5
Annual,Percentage,Total,Three or more adults with dependent children,Bulgaria,2010,7.3
Annual,Percentage,Total,Three or more adults with dependent children,Bulgaria,2011,7.4
Annual,Percentage,Total,Three or more adults with dependent children,Bulgaria,2012,8.4
Annual,Percentage,Total,Three or more adults with dependent children,Bulgaria,2013,5.4
Annual,Percentage,Total,Three or more adults with dependent children,Bulgaria,2014,6.5
Annual,Percentage,Total,Three or more adults with dependent children,Bulgaria,2015,8.0
Annual,Percentage,Total,Three or more adults with dependent children,Bulgaria,2016,7.0
Annual,Percentage,Total,Three or more adults with dependent children,Bulgaria,2017,7.7
Annual,Percentage,Total,Three or more adults with dependent children,Bulgaria,2018,8.1
Annual,Percentage,Total,Three or more adults with dependent children,Bulgaria,2019,8.0
Annual,Percentage,Total,Three or more adults with dependent children,Bulgaria,2020,7.3
Annual,Percentage,Total,Three or more adults with dependent children,Bulgaria,2021,6.9
Annual,Percentage,Total,Three or more adults with dependent children,Bulgaria,2022,8.9
Annual,Percentage,Total,Three or more adults with dependent children,Bulgaria,2023,8.5
Annual,Percentage,Total,Three or more adults with dependent children,Bulgaria,2024,9.2
Annual,Percentage,Total,Three or more adults with dependent children,Bulgaria,2025,11.0
