freq,citizen,agedef,age,unit,sex,geo,time,value
Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2017,144489.0
Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2018,132602.0
Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2019,115805.0
Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2020,82518.0
Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2021,90631.0
Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2022,102436.0
Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2023,94514.0
Annual,Total,Age reached during the year,Total,Number,Total,Sweden,2024,116197.0
Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2013,6406.0
Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2014,5368.0
Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2015,5635.0
Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2016,8710.0
Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2017,12116.0
Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2018,11830.0
Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2019,9872.0
Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2020,8544.0
Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2021,8996.0
Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2022,14878.0
Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2023,11235.0
Annual,Total,Age reached during the year,Total,Number,Total,Iceland,2024,9946.0
Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2013,696.0
Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2014,615.0
Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2015,657.0
Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2016,607.0
Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2017,645.0
Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2018,649.0
Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2019,727.0
Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2020,713.0
Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2021,669.0
Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2022,770.0
Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2023,716.0
Annual,Total,Age reached during the year,Total,Number,Total,Liechtenstein,2024,1300.0
Annual,Total,Age reached during the year,Total,Number,Total,Norway,2013,68313.0
Annual,Total,Age reached during the year,Total,Number,Total,Norway,2014,66903.0
Annual,Total,Age reached during the year,Total,Number,Total,Norway,2015,60816.0
Annual,Total,Age reached during the year,Total,Number,Total,Norway,2016,61460.0
Annual,Total,Age reached during the year,Total,Number,Total,Norway,2017,53351.0
Annual,Total,Age reached during the year,Total,Number,Total,Norway,2018,47864.0
Annual,Total,Age reached during the year,Total,Number,Total,Norway,2019,48680.0
Annual,Total,Age reached during the year,Total,Number,Total,Norway,2020,36287.0
Annual,Total,Age reached during the year,Total,Number,Total,Norway,2021,53947.0
Annual,Total,Age reached during the year,Total,Number,Total,Norway,2022,90475.0
Annual,Total,Age reached during the year,Total,Number,Total,Norway,2023,86589.0
Annual,Total,Age reached during the year,Total,Number,Total,Norway,2024,66077.0
Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2013,160157.0
Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2014,156282.0
Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2015,153627.0
Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2016,149305.0
Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2017,143377.0
Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2018,144857.0
Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2019,145129.0
Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2020,138778.0
Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2021,144907.0
Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2022,167079.0
Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2023,263081.0
Annual,Total,Age reached during the year,Total,Number,Total,Switzerland,2024,212578.0
Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2013,526046.0
Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2014,631991.0
Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2015,631452.0
Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2016,588993.0
Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2017,644209.0
Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2018,603953.0
Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2019,680906.0
Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2020,
Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2021,
Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2022,
Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2023,
Annual,Total,Age reached during the year,Total,Number,Total,United Kingdom,2024,
Annual,Total,Age reached during the year,Total,Number,Total,Montenegro,2013,5112.0
Annual,Total,Age reached during the year,Total,Number,Total,Montenegro,2014,5353.0
Annual,Total,Age reached during the year,Total,Number,Total,Montenegro,2015,4553.0
Annual,Total,Age reached during the year,Total,Number,Total,Montenegro,2016,4904.0
Annual,Total,Age reached during the year,Total,Number,Total,Montenegro,2017,6684.0
Annual,Total,Age reached during the year,Total,Number,Total,Montenegro,2018,8643.0
Annual,Total,Age reached during the year,Total,Number,Total,Montenegro,2019,10737.0
Annual,Total,Age reached during the year,Total,Number,Total,Montenegro,2020,6008.0
Annual,Total,Age reached during the year,Total,Number,Total,Montenegro,2021,
Annual,Total,Age reached during the year,Total,Number,Total,Montenegro,2022,15989.0
Annual,Total,Age reached during the year,Total,Number,Total,Montenegro,2023,18316.0
Annual,Total,Age reached during the year,Total,Number,Total,Montenegro,2024,20016.0
Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2013,2050.0
Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2014,1935.0
Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2015,1741.0
Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2016,2262.0
Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2017,2064.0
Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2018,2053.0
Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2019,2118.0
Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2020,2555.0
Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2021,1570.0
Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2022,2452.0
Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2023,
Annual,Total,Age reached during the year,Total,Number,Total,North Macedonia,2024,7458.0
Annual,Total,Age reached during the year,Total,Number,Total,Albania,2013,
Annual,Total,Age reached during the year,Total,Number,Total,Albania,2014,
Annual,Total,Age reached during the year,Total,Number,Total,Albania,2015,
Annual,Total,Age reached during the year,Total,Number,Total,Albania,2016,
Annual,Total,Age reached during the year,Total,Number,Total,Albania,2017,
Annual,Total,Age reached during the year,Total,Number,Total,Albania,2018,
Annual,Total,Age reached during the year,Total,Number,Total,Albania,2019,
Annual,Total,Age reached during the year,Total,Number,Total,Albania,2020,
Annual,Total,Age reached during the year,Total,Number,Total,Albania,2021,
Annual,Total,Age reached during the year,Total,Number,Total,Albania,2022,
Annual,Total,Age reached during the year,Total,Number,Total,Albania,2023,
Annual,Total,Age reached during the year,Total,Number,Total,Albania,2024,
Annual,Total,Age reached during the year,Total,Number,Total,Serbia,2013,
Annual,Total,Age reached during the year,Total,Number,Total,Serbia,2014,
Annual,Total,Age reached during the year,Total,Number,Total,Serbia,2015,
Annual,Total,Age reached during the year,Total,Number,Total,Serbia,2016,
Annual,Total,Age reached during the year,Total,Number,Total,Serbia,2017,
Annual,Total,Age reached during the year,Total,Number,Total,Serbia,2018,
Annual,Total,Age reached during the year,Total,Number,Total,Serbia,2019,
Annual,Total,Age reached during the year,Total,Number,Total,Serbia,2020,
Annual,Total,Age reached during the year,Total,Number,Total,Serbia,2021,
Annual,Total,Age reached during the year,Total,Number,Total,Serbia,2022,
Annual,Total,Age reached during the year,Total,Number,Total,Serbia,2023,
Annual,Total,Age reached during the year,Total,Number,Total,Serbia,2024,
Annual,Total,Age reached during the year,Total,Number,Total,Türkiye,2013,
Annual,Total,Age reached during the year,Total,Number,Total,Türkiye,2014,
Annual,Total,Age reached during the year,Total,Number,Total,Türkiye,2015,
Annual,Total,Age reached during the year,Total,Number,Total,Türkiye,2016,
Annual,Total,Age reached during the year,Total,Number,Total,Türkiye,2017,
Annual,Total,Age reached during the year,Total,Number,Total,Türkiye,2018,
Annual,Total,Age reached during the year,Total,Number,Total,Türkiye,2019,
Annual,Total,Age reached during the year,Total,Number,Total,Türkiye,2020,
Annual,Total,Age reached during the year,Total,Number,Total,Türkiye,2021,
Annual,Total,Age reached during the year,Total,Number,Total,Türkiye,2022,
Annual,Total,Age reached during the year,Total,Number,Total,Türkiye,2023,
Annual,Total,Age reached during the year,Total,Number,Total,Türkiye,2024,
Annual,Total,Age reached during the year,Total,Number,Total,Armenia,2013,
Annual,Total,Age reached during the year,Total,Number,Total,Armenia,2014,
Annual,Total,Age reached during the year,Total,Number,Total,Armenia,2015,
Annual,Total,Age reached during the year,Total,Number,Total,Armenia,2016,
Annual,Total,Age reached during the year,Total,Number,Total,Armenia,2017,
Annual,Total,Age reached during the year,Total,Number,Total,Armenia,2018,
Annual,Total,Age reached during the year,Total,Number,Total,Armenia,2019,
Annual,Total,Age reached during the year,Total,Number,Total,Armenia,2020,
Annual,Total,Age reached during the year,Total,Number,Total,Armenia,2021,
Annual,Total,Age reached during the year,Total,Number,Total,Armenia,2022,
Annual,Total,Age reached during the year,Total,Number,Total,Armenia,2023,
Annual,Total,Age reached during the year,Total,Number,Total,Armenia,2024,
Annual,Total,Age reached during the year,Total,Number,Total,Azerbaijan,2013,
Annual,Total,Age reached during the year,Total,Number,Total,Azerbaijan,2014,
Annual,Total,Age reached during the year,Total,Number,Total,Azerbaijan,2015,
Annual,Total,Age reached during the year,Total,Number,Total,Azerbaijan,2016,
Annual,Total,Age reached during the year,Total,Number,Total,Azerbaijan,2017,
Annual,Total,Age reached during the year,Total,Number,Total,Azerbaijan,2018,
Annual,Total,Age reached during the year,Total,Number,Total,Azerbaijan,2019,
Annual,Total,Age reached during the year,Total,Number,Total,Azerbaijan,2020,
Annual,Total,Age reached during the year,Total,Number,Total,Azerbaijan,2021,
Annual,Total,Age reached during the year,Total,Number,Total,Azerbaijan,2022,
Annual,Total,Age reached during the year,Total,Number,Total,Azerbaijan,2023,
Annual,Total,Age reached during the year,Total,Number,Total,Azerbaijan,2024,
Annual,Total,Age reached during the year,Total,Number,Total,Bosnia and Herzegovina,2013,
Annual,Total,Age reached during the year,Total,Number,Total,Bosnia and Herzegovina,2014,
Annual,Total,Age reached during the year,Total,Number,Total,Bosnia and Herzegovina,2015,
Annual,Total,Age reached during the year,Total,Number,Total,Bosnia and Herzegovina,2016,
Annual,Total,Age reached during the year,Total,Number,Total,Bosnia and Herzegovina,2017,
Annual,Total,Age reached during the year,Total,Number,Total,Bosnia and Herzegovina,2018,
Annual,Total,Age reached during the year,Total,Number,Total,Bosnia and Herzegovina,2019,
Annual,Total,Age reached during the year,Total,Number,Total,Bosnia and Herzegovina,2020,
Annual,Total,Age reached during the year,Total,Number,Total,Bosnia and Herzegovina,2021,
Annual,Total,Age reached during the year,Total,Number,Total,Bosnia and Herzegovina,2022,
Annual,Total,Age reached during the year,Total,Number,Total,Bosnia and Herzegovina,2023,
Annual,Total,Age reached during the year,Total,Number,Total,Bosnia and Herzegovina,2024,
Annual,Total,Age reached during the year,Total,Number,Total,Belarus,2013,
Annual,Total,Age reached during the year,Total,Number,Total,Belarus,2014,
Annual,Total,Age reached during the year,Total,Number,Total,Belarus,2015,
Annual,Total,Age reached during the year,Total,Number,Total,Belarus,2016,
Annual,Total,Age reached during the year,Total,Number,Total,Belarus,2017,
Annual,Total,Age reached during the year,Total,Number,Total,Belarus,2018,
Annual,Total,Age reached during the year,Total,Number,Total,Belarus,2019,
Annual,Total,Age reached during the year,Total,Number,Total,Belarus,2020,
Annual,Total,Age reached during the year,Total,Number,Total,Belarus,2021,
Annual,Total,Age reached during the year,Total,Number,Total,Belarus,2022,
Annual,Total,Age reached during the year,Total,Number,Total,Belarus,2023,
Annual,Total,Age reached during the year,Total,Number,Total,Belarus,2024,
Annual,Total,Age reached during the year,Total,Number,Total,Kyrgyzstan,2013,
Annual,Total,Age reached during the year,Total,Number,Total,Kyrgyzstan,2014,
Annual,Total,Age reached during the year,Total,Number,Total,Kyrgyzstan,2015,
Annual,Total,Age reached during the year,Total,Number,Total,Kyrgyzstan,2016,
Annual,Total,Age reached during the year,Total,Number,Total,Kyrgyzstan,2017,
Annual,Total,Age reached during the year,Total,Number,Total,Kyrgyzstan,2018,
Annual,Total,Age reached during the year,Total,Number,Total,Kyrgyzstan,2019,
Annual,Total,Age reached during the year,Total,Number,Total,Kyrgyzstan,2020,
Annual,Total,Age reached during the year,Total,Number,Total,Kyrgyzstan,2021,
Annual,Total,Age reached during the year,Total,Number,Total,Kyrgyzstan,2022,
Annual,Total,Age reached during the year,Total,Number,Total,Kyrgyzstan,2023,
Annual,Total,Age reached during the year,Total,Number,Total,Kyrgyzstan,2024,
Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2013,
Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2014,98731.0
Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2015,105834.0
Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2016,107303.0
Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2017,107580.0
Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2018,116739.0
Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2019,116196.0
Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2020,65167.0
Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2021,68356.0
Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2022,177875.0
Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2023,97517.0
Annual,Total,Age reached during the year,Total,Number,Total,Moldova,2024,105804.0
Annual,Total,Age reached during the year,Total,Number,Total,Russia,2013,
Annual,Total,Age reached during the year,Total,Number,Total,Russia,2014,
Annual,Total,Age reached during the year,Total,Number,Total,Russia,2015,
Annual,Total,Age reached during the year,Total,Number,Total,Russia,2016,
Annual,Total,Age reached during the year,Total,Number,Total,Russia,2017,
Annual,Total,Age reached during the year,Total,Number,Total,Russia,2018,
Annual,Total,Age reached during the year,Total,Number,Total,Russia,2019,
Annual,Total,Age reached during the year,Total,Number,Total,Russia,2020,
Annual,Total,Age reached during the year,Total,Number,Total,Russia,2021,
Annual,Total,Age reached during the year,Total,Number,Total,Russia,2022,
Annual,Total,Age reached during the year,Total,Number,Total,Russia,2023,
Annual,Total,Age reached during the year,Total,Number,Total,Russia,2024,
Annual,Total,Age reached during the year,Total,Number,Total,San Marino,2013,
Annual,Total,Age reached during the year,Total,Number,Total,San Marino,2014,
Annual,Total,Age reached during the year,Total,Number,Total,San Marino,2015,
Annual,Total,Age reached during the year,Total,Number,Total,San Marino,2016,
Annual,Total,Age reached during the year,Total,Number,Total,San Marino,2017,
Annual,Total,Age reached during the year,Total,Number,Total,San Marino,2018,
Annual,Total,Age reached during the year,Total,Number,Total,San Marino,2019,
Annual,Total,Age reached during the year,Total,Number,Total,San Marino,2020,
Annual,Total,Age reached during the year,Total,Number,Total,San Marino,2021,
Annual,Total,Age reached during the year,Total,Number,Total,San Marino,2022,
Annual,Total,Age reached during the year,Total,Number,Total,San Marino,2023,
Annual,Total,Age reached during the year,Total,Number,Total,San Marino,2024,
Annual,Total,Age reached during the year,Total,Number,Total,Tajikistan,2013,
Annual,Total,Age reached during the year,Total,Number,Total,Tajikistan,2014,
Annual,Total,Age reached during the year,Total,Number,Total,Tajikistan,2015,
Annual,Total,Age reached during the year,Total,Number,Total,Tajikistan,2016,
Annual,Total,Age reached during the year,Total,Number,Total,Tajikistan,2017,
Annual,Total,Age reached during the year,Total,Number,Total,Tajikistan,2018,
Annual,Total,Age reached during the year,Total,Number,Total,Tajikistan,2019,
Annual,Total,Age reached during the year,Total,Number,Total,Tajikistan,2020,
Annual,Total,Age reached during the year,Total,Number,Total,Tajikistan,2021,
Annual,Total,Age reached during the year,Total,Number,Total,Tajikistan,2022,
Annual,Total,Age reached during the year,Total,Number,Total,Tajikistan,2023,
Annual,Total,Age reached during the year,Total,Number,Total,Tajikistan,2024,
Annual,Total,Age reached during the year,Total,Number,Total,United States,2013,
Annual,Total,Age reached during the year,Total,Number,Total,United States,2014,
Annual,Total,Age reached during the year,Total,Number,Total,United States,2015,
Annual,Total,Age reached during the year,Total,Number,Total,United States,2016,
Annual,Total,Age reached during the year,Total,Number,Total,United States,2017,
Annual,Total,Age reached during the year,Total,Number,Total,United States,2018,
Annual,Total,Age reached during the year,Total,Number,Total,United States,2019,
Annual,Total,Age reached during the year,Total,Number,Total,United States,2020,
Annual,Total,Age reached during the year,Total,Number,Total,United States,2021,
Annual,Total,Age reached during the year,Total,Number,Total,United States,2022,
Annual,Total,Age reached during the year,Total,Number,Total,United States,2023,
Annual,Total,Age reached during the year,Total,Number,Total,United States,2024,
Annual,Total,Age reached during the year,Total,Number,Total,Uzbekistan,2013,
Annual,Total,Age reached during the year,Total,Number,Total,Uzbekistan,2014,
Annual,Total,Age reached during the year,Total,Number,Total,Uzbekistan,2015,
Annual,Total,Age reached during the year,Total,Number,Total,Uzbekistan,2016,
Annual,Total,Age reached during the year,Total,Number,Total,Uzbekistan,2017,
Annual,Total,Age reached during the year,Total,Number,Total,Uzbekistan,2018,
Annual,Total,Age reached during the year,Total,Number,Total,Uzbekistan,2019,
Annual,Total,Age reached during the year,Total,Number,Total,Uzbekistan,2020,
Annual,Total,Age reached during the year,Total,Number,Total,Uzbekistan,2021,
Annual,Total,Age reached during the year,Total,Number,Total,Uzbekistan,2022,
Annual,Total,Age reached during the year,Total,Number,Total,Uzbekistan,2023,
Annual,Total,Age reached during the year,Total,Number,Total,Uzbekistan,2024,
Annual,Total,Age in completed years,Total,Number,Total,European Union - 27 countries (from 2020),2013,2901962.0
Annual,Total,Age in completed years,Total,Number,Total,European Union - 27 countries (from 2020),2014,3187841.0
Annual,Total,Age in completed years,Total,Number,Total,European Union - 27 countries (from 2020),2015,4097244.0
Annual,Total,Age in completed years,Total,Number,Total,European Union - 27 countries (from 2020),2016,3735536.0
Annual,Total,Age in completed years,Total,Number,Total,European Union - 27 countries (from 2020),2017,3766413.0
Annual,Total,Age in completed years,Total,Number,Total,European Union - 27 countries (from 2020),2018,3936055.0
Annual,Total,Age in completed years,Total,Number,Total,European Union - 27 countries (from 2020),2019,4206293.0
Annual,Total,Age in completed years,Total,Number,Total,European Union - 27 countries (from 2020),2020,3279673.0
Annual,Total,Age in completed years,Total,Number,Total,European Union - 27 countries (from 2020),2021,4132213.0
Annual,Total,Age in completed years,Total,Number,Total,European Union - 27 countries (from 2020),2022,6997284.0
Annual,Total,Age in completed years,Total,Number,Total,European Union - 27 countries (from 2020),2023,6011360.0
Annual,Total,Age in completed years,Total,Number,Total,European Union - 27 countries (from 2020),2024,5684984.0
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 21 countries (from 2026),2013,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 21 countries (from 2026),2014,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 21 countries (from 2026),2015,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 21 countries (from 2026),2016,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 21 countries (from 2026),2017,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 21 countries (from 2026),2018,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 21 countries (from 2026),2019,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 21 countries (from 2026),2020,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 21 countries (from 2026),2021,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 21 countries (from 2026),2022,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 21 countries (from 2026),2023,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 21 countries (from 2026),2024,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 20 countries (2023-2025),2013,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 20 countries (2023-2025),2014,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 20 countries (2023-2025),2015,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 20 countries (2023-2025),2016,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 20 countries (2023-2025),2017,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 20 countries (2023-2025),2018,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 20 countries (2023-2025),2019,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 20 countries (2023-2025),2020,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 20 countries (2023-2025),2021,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 20 countries (2023-2025),2022,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 20 countries (2023-2025),2023,
Annual,Total,Age in completed years,Total,Number,Total,Euro area – 20 countries (2023-2025),2024,
Annual,Total,Age in completed years,Total,Number,Total,Euro area - 19 countries  (2015-2022),2013,
Annual,Total,Age in completed years,Total,Number,Total,Euro area - 19 countries  (2015-2022),2014,
Annual,Total,Age in completed years,Total,Number,Total,Euro area - 19 countries  (2015-2022),2015,
Annual,Total,Age in completed years,Total,Number,Total,Euro area - 19 countries  (2015-2022),2016,
Annual,Total,Age in completed years,Total,Number,Total,Euro area - 19 countries  (2015-2022),2017,
Annual,Total,Age in completed years,Total,Number,Total,Euro area - 19 countries  (2015-2022),2018,
Annual,Total,Age in completed years,Total,Number,Total,Euro area - 19 countries  (2015-2022),2019,
Annual,Total,Age in completed years,Total,Number,Total,Euro area - 19 countries  (2015-2022),2020,
Annual,Total,Age in completed years,Total,Number,Total,Euro area - 19 countries  (2015-2022),2021,
Annual,Total,Age in completed years,Total,Number,Total,Euro area - 19 countries  (2015-2022),2022,
Annual,Total,Age in completed years,Total,Number,Total,Euro area - 19 countries  (2015-2022),2023,
Annual,Total,Age in completed years,Total,Number,Total,Euro area - 19 countries  (2015-2022),2024,
Annual,Total,Age in completed years,Total,Number,Total,Belgium,2013,120078.0
Annual,Total,Age in completed years,Total,Number,Total,Belgium,2014,123158.0
Annual,Total,Age in completed years,Total,Number,Total,Belgium,2015,146626.0
Annual,Total,Age in completed years,Total,Number,Total,Belgium,2016,123702.0
Annual,Total,Age in completed years,Total,Number,Total,Belgium,2017,126703.0
Annual,Total,Age in completed years,Total,Number,Total,Belgium,2018,137860.0
Annual,Total,Age in completed years,Total,Number,Total,Belgium,2019,150006.0
Annual,Total,Age in completed years,Total,Number,Total,Belgium,2020,118683.0
Annual,Total,Age in completed years,Total,Number,Total,Belgium,2021,139743.0
Annual,Total,Age in completed years,Total,Number,Total,Belgium,2022,208356.0
Annual,Total,Age in completed years,Total,Number,Total,Belgium,2023,169609.0
Annual,Total,Age in completed years,Total,Number,Total,Belgium,2024,162926.0
Annual,Total,Age in completed years,Total,Number,Total,Bulgaria,2013,18570.0
Annual,Total,Age in completed years,Total,Number,Total,Bulgaria,2014,26615.0
Annual,Total,Age in completed years,Total,Number,Total,Bulgaria,2015,25223.0
Annual,Total,Age in completed years,Total,Number,Total,Bulgaria,2016,21241.0
Annual,Total,Age in completed years,Total,Number,Total,Bulgaria,2017,25597.0
Annual,Total,Age in completed years,Total,Number,Total,Bulgaria,2018,29559.0
Annual,Total,Age in completed years,Total,Number,Total,Bulgaria,2019,37929.0
Annual,Total,Age in completed years,Total,Number,Total,Bulgaria,2020,37364.0
Annual,Total,Age in completed years,Total,Number,Total,Bulgaria,2021,39461.0
Annual,Total,Age in completed years,Total,Number,Total,Bulgaria,2022,40619.0
Annual,Total,Age in completed years,Total,Number,Total,Bulgaria,2023,56807.0
Annual,Total,Age in completed years,Total,Number,Total,Bulgaria,2024,52189.0
Annual,Total,Age in completed years,Total,Number,Total,Czechia,2013,30124.0
Annual,Total,Age in completed years,Total,Number,Total,Czechia,2014,29897.0
Annual,Total,Age in completed years,Total,Number,Total,Czechia,2015,29602.0
Annual,Total,Age in completed years,Total,Number,Total,Czechia,2016,64083.0
Annual,Total,Age in completed years,Total,Number,Total,Czechia,2017,51847.0
Annual,Total,Age in completed years,Total,Number,Total,Czechia,2018,65910.0
Annual,Total,Age in completed years,Total,Number,Total,Czechia,2019,105888.0
Annual,Total,Age in completed years,Total,Number,Total,Czechia,2020,63095.0
Annual,Total,Age in completed years,Total,Number,Total,Czechia,2021,69360.0
Annual,Total,Age in completed years,Total,Number,Total,Czechia,2022,347429.0
Annual,Total,Age in completed years,Total,Number,Total,Czechia,2023,142149.0
Annual,Total,Age in completed years,Total,Number,Total,Czechia,2024,123910.0
Annual,Total,Age in completed years,Total,Number,Total,Denmark,2013,60312.0
Annual,Total,Age in completed years,Total,Number,Total,Denmark,2014,68388.0
Annual,Total,Age in completed years,Total,Number,Total,Denmark,2015,78492.0
Annual,Total,Age in completed years,Total,Number,Total,Denmark,2016,74383.0
Annual,Total,Age in completed years,Total,Number,Total,Denmark,2017,68579.0
Annual,Total,Age in completed years,Total,Number,Total,Denmark,2018,64669.0
Annual,Total,Age in completed years,Total,Number,Total,Denmark,2019,61384.0
Annual,Total,Age in completed years,Total,Number,Total,Denmark,2020,57230.0
Annual,Total,Age in completed years,Total,Number,Total,Denmark,2021,63489.0
Annual,Total,Age in completed years,Total,Number,Total,Denmark,2022,121183.0
Annual,Total,Age in completed years,Total,Number,Total,Denmark,2023,98344.0
Annual,Total,Age in completed years,Total,Number,Total,Denmark,2024,101724.0
Annual,Total,Age in completed years,Total,Number,Total,Germany,2013,692713.0
Annual,Total,Age in completed years,Total,Number,Total,Germany,2014,898840.0
Annual,Total,Age in completed years,Total,Number,Total,Germany,2015,1595865.0
Annual,Total,Age in completed years,Total,Number,Total,Germany,2016,1042484.0
Annual,Total,Age in completed years,Total,Number,Total,Germany,2017,900291.0
Annual,Total,Age in completed years,Total,Number,Total,Germany,2018,855708.0
Annual,Total,Age in completed years,Total,Number,Total,Germany,2019,834338.0
Annual,Total,Age in completed years,Total,Number,Total,Germany,2020,666639.0
Annual,Total,Age in completed years,Total,Number,Total,Germany,2021,801361.0
Annual,Total,Age in completed years,Total,Number,Total,Germany,2022,1977121.0
Annual,Total,Age in completed years,Total,Number,Total,Germany,2023,1303251.0
Annual,Total,Age in completed years,Total,Number,Total,Germany,2024,1078504.0
Annual,Total,Age in completed years,Total,Number,Total,Estonia,2013,4109.0
Annual,Total,Age in completed years,Total,Number,Total,Estonia,2014,3904.0
Annual,Total,Age in completed years,Total,Number,Total,Estonia,2015,15413.0
Annual,Total,Age in completed years,Total,Number,Total,Estonia,2016,14822.0
Annual,Total,Age in completed years,Total,Number,Total,Estonia,2017,17616.0
Annual,Total,Age in completed years,Total,Number,Total,Estonia,2018,17547.0
Annual,Total,Age in completed years,Total,Number,Total,Estonia,2019,18259.0
Annual,Total,Age in completed years,Total,Number,Total,Estonia,2020,16209.0
Annual,Total,Age in completed years,Total,Number,Total,Estonia,2021,19524.0
Annual,Total,Age in completed years,Total,Number,Total,Estonia,2022,49414.0
