geo,year,noise_rate,pollution_rate,crime_rate,hpi_weight
Latvia,2013,13.31111111111111,17.466666666666665,13.81111111111111,75.34
Latvia,2014,15.200000000000001,20.188888888888886,13.122222222222222,79.42
Latvia,2015,13.266666666666667,17.51111111111111,10.31111111111111,73.68666666666667
Latvia,2016,13.344444444444443,16.844444444444445,9.233333333333333,84.00666666666666
Latvia,2017,13.844444444444443,18.58888888888889,7.688888888888889,91.22666666666667
Latvia,2018,13.222222222222221,18.455555555555556,7.199999999999999,99.94
Latvia,2019,12.399999999999999,17.644444444444446,5.611111111111111,108.40333333333335
Latvia,2020,12.633333333333333,15.566666666666666,5.166666666666667,110.23
Latvia,2023,12.677777777777777,15.144444444444446,5.344444444444445,144.0533333333333
Lithuania,2006,21.816666666666666,15.866666666666667,8.983333333333333,103.09
Lithuania,2007,20.933333333333334,17.583333333333332,8.016666666666667,95.58333333333333
Lithuania,2008,17.416666666666668,13.216666666666669,6.1000000000000005,97.62
Lithuania,2009,16.900000000000002,13.916666666666666,7.75,56.333333333333336
Lithuania,2010,14.766666666666666,12.883333333333333,6.533333333333334,58.93333333333334
Lithuania,2011,15.866666666666667,15.183333333333332,5.933333333333334,67.65666666666667
Lithuania,2012,14.288888888888888,14.755555555555556,5.377777777777777,65.24
Lithuania,2013,14.877777777777778,16.12222222222222,6.488888888888889,66.5
Lithuania,2014,15.511111111111111,14.700000000000001,5.111111111111111,72.48
Lithuania,2015,12.088888888888889,11.733333333333333,3.4333333333333336,74.15333333333334
Lithuania,2016,10.7,11.822222222222223,2.8555555555555556,78.66000000000001
Lithuania,2017,12.866666666666667,15.544444444444444,7.555555555555555,86.67666666666668
Lithuania,2018,12.955555555555556,16.577777777777776,3.2333333333333334,92.25666666666666
Lithuania,2019,12.566666666666666,13.966666666666667,2.2555555555555555,98.23666666666668
Lithuania,2020,14.899999999999999,16.155555555555555,3.6333333333333337,105.38
Lithuania,2023,9.733333333333333,10.422222222222222,3.033333333333333,159.45666666666668
Luxembourg,2007,21.98888888888889,14.677777777777777,8.088888888888889,83.64
Luxembourg,2008,20.77777777777778,16.344444444444445,8.68888888888889,58.72333333333333
Luxembourg,2009,20.522222222222222,16.4,8.966666666666667,56.56
Luxembourg,2010,15.58888888888889,10.933333333333334,9.744444444444445,61.846666666666664
Luxembourg,2011,14.11111111111111,10.822222222222221,10.433333333333334,63.49
Luxembourg,2012,21.166666666666668,16.288888888888888,15.100000000000001,66.27
Luxembourg,2013,22.200000000000003,13.81111111111111,13.100000000000001,69.77
Luxembourg,2014,24.322222222222223,17.72222222222222,18.299999999999997,72.55666666666666
Luxembourg,2015,24.799999999999997,19.955555555555556,16.77777777777778,76.72666666666667
Luxembourg,2016,23.355555555555554,17.022222222222222,13.577777777777778,81.43
Luxembourg,2017,25.522222222222226,20.666666666666668,13.555555555555555,85.75333333333333
Luxembourg,2018,21.51111111111111,15.655555555555557,13.822222222222223,92.17333333333333
Luxembourg,2019,21.788888888888888,15.877777777777778,11.822222222222223,102.26
Luxembourg,2020,22.233333333333334,14.433333333333334,11.166666666666666,118.06
Luxembourg,2023,32.577777777777776,10.11111111111111,9.966666666666667,125.45333333333332
Malta,2005,18.783333333333335,23.816666666666666,8.316666666666666,61.31
Malta,2006,23.53333333333333,34.11666666666667,8.966666666666667,55.626666666666665
Malta,2007,22.45,27.583333333333332,8.45,66.28
Malta,2008,24.25,28.466666666666665,8.5,69.55
Malta,2009,28.650000000000002,32.516666666666666,8.733333333333333,61.56999999999999
