currency,prod_veg,geo,year,selling_price,temperature_2m_mean,precipitation_sum,price_lag1,price_lag2
Euro,Durum wheat,Greece,2023,32.32,18.416986301369864,561.4,43.23,33.14
Euro,Durum wheat,Greece,2024,26.02,19.231147540983606,486.0,32.32,43.23
Euro,Feed barley,Greece,2017,15.52,17.715616438356165,461.5,15.87,16.39
Euro,Feed barley,Greece,2018,15.29,18.075342465753423,593.0,15.52,15.87
Euro,Feed barley,Greece,2019,15.89,17.815068493150687,715.6,15.29,15.52
Euro,Feed barley,Greece,2020,15.29,17.75846994535519,579.6,15.89,15.29
Euro,Feed barley,Greece,2021,18.87,17.90986301369863,511.9,15.29,15.89
Euro,Feed barley,Greece,2022,29.91,17.728219178082192,353.3,18.87,15.29
Euro,Feed barley,Greece,2023,18.77,18.416986301369864,561.4,29.91,18.87
Euro,Feed barley,Greece,2024,18.29,19.231147540983606,486.0,18.77,29.91
Euro,Rye,Greece,2017,12.71,17.715616438356165,461.5,13.15,12.34
Euro,Rye,Greece,2018,13.79,18.075342465753423,593.0,12.71,13.15
Euro,Rye,Greece,2019,16.22,17.815068493150687,715.6,13.79,12.71
Euro,Rye,Greece,2020,15.88,17.75846994535519,579.6,16.22,13.79
Euro,Rye,Greece,2021,17.35,17.90986301369863,511.9,15.88,16.22
Euro,Rye,Greece,2022,26.25,17.728219178082192,353.3,17.35,15.88
Euro,Rye,Greece,2023,17.69,18.416986301369864,561.4,26.25,17.35
Euro,Rye,Greece,2024,16.78,19.231147540983606,486.0,17.69,26.25
Euro,Soft wheat,Greece,2017,18.84,17.715616438356165,461.5,18.52,19.4
Euro,Soft wheat,Greece,2018,18.45,18.075342465753423,593.0,18.84,18.52
Euro,Soft wheat,Greece,2019,19.08,17.815068493150687,715.6,18.45,18.84
Euro,Soft wheat,Greece,2020,19.77,17.75846994535519,579.6,19.08,18.45
Euro,Soft wheat,Greece,2021,23.27,17.90986301369863,511.9,19.77,19.08
Euro,Soft wheat,Greece,2022,38.3,17.728219178082192,353.3,23.27,19.77
Euro,Soft wheat,Greece,2023,25.88,18.416986301369864,561.4,38.3,23.27
Euro,Soft wheat,Greece,2024,23.14,19.231147540983606,486.0,25.88,38.3
Euro,Barley,Hungary,2017,11.69,11.373698630136984,675.9,11.79,13.51
Euro,Barley,Hungary,2018,13.55,12.382191780821918,692.0,11.69,11.79
Euro,Barley,Hungary,2019,13.57,12.407945205479452,730.0,13.55,11.69
Euro,Barley,Hungary,2020,12.68,11.935245901639345,700.4,13.57,13.55
Euro,Barley,Hungary,2021,16.47,11.133972602739728,512.9,12.68,13.57
Euro,Barley,Hungary,2022,27.54,12.287397260273972,579.0,16.47,12.68
Euro,Barley,Hungary,2023,15.19,12.50164383561644,952.9,27.54,16.47
Euro,Barley,Hungary,2024,14.26,13.015573770491804,616.1,15.19,27.54
Euro,Durum wheat,Hungary,2017,14.12,11.373698630136984,675.9,16.75,22.56
Euro,Durum wheat,Hungary,2018,18.83,12.382191780821918,692.0,14.12,16.75
Euro,Durum wheat,Hungary,2019,19.82,12.407945205479452,730.0,18.83,14.12
Euro,Durum wheat,Hungary,2020,24.79,11.935245901639345,700.4,19.82,18.83
Euro,Durum wheat,Hungary,2021,31.09,11.133972602739728,512.9,24.79,19.82
Euro,Durum wheat,Hungary,2022,51.45,12.287397260273972,579.0,31.09,24.79
Euro,Durum wheat,Hungary,2023,28.17,12.50164383561644,952.9,51.45,31.09
Euro,Durum wheat,Hungary,2024,26.15,13.015573770491804,616.1,28.17,51.45
Euro,Feed barley,Hungary,2018,13.5,12.382191780821918,692.0,11.76,13.34
Euro,Feed barley,Hungary,2019,13.55,12.407945205479452,730.0,13.5,11.76
Euro,Feed barley,Hungary,2020,12.67,11.935245901639345,700.4,13.55,13.5
Euro,Feed barley,Hungary,2021,16.44,11.133972602739728,512.9,12.67,13.55
Euro,Feed barley,Hungary,2022,27.38,12.287397260273972,579.0,16.44,12.67
Euro,Feed barley,Hungary,2023,15.12,12.50164383561644,952.9,27.38,16.44
Euro,Feed barley,Hungary,2024,14.2,13.015573770491804,616.1,15.12,27.38
Euro,Rye,Hungary,2017,11.98,11.373698630136984,675.9,11.46,12.61
Euro,Rye,Hungary,2018,14.46,12.382191780821918,692.0,11.98,11.46
Euro,Rye,Hungary,2019,14.31,12.407945205479452,730.0,14.46,11.98
Euro,Rye,Hungary,2020,12.45,11.935245901639345,700.4,14.31,14.46
Euro,Rye,Hungary,2021,16.17,11.133972602739728,512.9,12.45,14.31
Euro,Rye,Hungary,2022,29.63,12.287397260273972,579.0,16.17,12.45
Euro,Rye,Hungary,2023,13.96,12.50164383561644,952.9,29.63,16.17
Euro,Rye,Hungary,2024,14.48,13.015573770491804,616.1,13.96,29.63
Euro,Soft wheat,Hungary,2017,14.02,11.373698630136984,675.9,12.77,15.58
Euro,Soft wheat,Hungary,2018,15.27,12.382191780821918,692.0,14.02,12.77
Euro,Soft wheat,Hungary,2019,15.47,12.407945205479452,730.0,15.27,14.02
Euro,Soft wheat,Hungary,2020,15.35,11.935245901639345,700.4,15.47,15.27
Euro,Soft wheat,Hungary,2021,19.99,11.133972602739728,512.9,15.35,15.47
Euro,Soft wheat,Hungary,2022,32.39,12.287397260273972,579.0,19.99,15.35
Euro,Soft wheat,Hungary,2023,20.13,12.50164383561644,952.9,32.39,19.99
Euro,Soft wheat,Hungary,2024,17.83,13.015573770491804,616.1,20.13,32.39
Euro,Barley,Ireland,2017,15.36,10.813698630136988,934.1,21.55,21.55
Euro,Barley,Ireland,2018,22.27,10.692054794520548,920.8,15.36,21.55
Euro,Barley,Ireland,2019,17.64,10.61890410958904,973.8,22.27,15.36
Euro,Barley,Ireland,2020,17.28,10.652732240437158,900.1,17.64,22.27
Euro,Barley,Ireland,2021,23.49,10.792054794520547,841.0,17.28,17.64
Euro,Barley,Ireland,2022,36.28,11.20082191780822,919.9,23.49,17.28
Euro,Barley,Ireland,2023,27.06,11.418082191780822,1089.1,36.28,23.49
Euro,Barley,Ireland,2024,24.53,11.059016393442622,975.0,27.06,36.28
Euro,Feed barley,Ireland,2017,21.55,10.813698630136988,934.1,21.55,21.55
Euro,Feed barley,Ireland,2018,21.55,10.692054794520548,920.8,21.55,21.55
Euro,Feed barley,Ireland,2019,21.55,10.61890410958904,973.8,21.55,21.55
Euro,Feed barley,Ireland,2020,21.55,10.652732240437158,900.1,21.55,21.55
Euro,Feed barley,Ireland,2021,21.55,10.792054794520547,841.0,21.55,21.55
Euro,Feed barley,Ireland,2022,21.55,11.20082191780822,919.9,21.55,21.55
Euro,Feed barley,Ireland,2023,21.55,11.418082191780822,1089.1,21.55,21.55
Euro,Feed barley,Ireland,2024,20.37,11.059016393442622,975.0,21.55,21.55
Euro,Durum wheat,Italy,2017,21.78,16.183013698630138,583.3,22.41,30.04
Euro,Durum wheat,Italy,2018,21.79,16.489315068493152,1130.7,21.78,22.41
Euro,Durum wheat,Italy,2019,23.52,16.43013698630137,943.4,21.79,21.78
Euro,Durum wheat,Italy,2020,27.43,16.331967213114755,888.3,23.52,21.79
Euro,Durum wheat,Italy,2021,36.56,16.15068493150685,913.9,27.43,23.52
Euro,Durum wheat,Italy,2022,48.67,17.20794520547945,899.0,36.56,27.43
Euro,Durum wheat,Italy,2023,37.72,16.863835616438358,925.1,48.67,36.56
Euro,Durum wheat,Italy,2024,33.59,17.207377049180327,875.6,37.72,48.67
Euro,Soft wheat,Italy,2017,18.77,16.183013698630138,583.3,17.82,19.47
Euro,Soft wheat,Italy,2018,19.82,16.489315068493152,1130.7,18.77,17.82
Euro,Soft wheat,Italy,2019,19.94,16.43013698630137,943.4,19.82,18.77
Euro,Soft wheat,Italy,2020,19.81,16.331967213114755,888.3,19.94,19.82
Euro,Soft wheat,Italy,2021,24.92,16.15068493150685,913.9,19.81,19.94
Euro,Soft wheat,Italy,2022,35.97,17.20794520547945,899.0,24.92,19.81
Euro,Soft wheat,Italy,2023,26.55,16.863835616438358,925.1,35.97,24.92
Euro,Soft wheat,Italy,2024,23.93,17.207377049180327,875.6,26.55,35.97
Euro,Barley,Latvia,2017,12.72,7.337534246575342,795.4,12.16,13.3
Euro,Barley,Latvia,2018,16.19,8.311780821917809,546.9,12.72,12.16
Euro,Barley,Latvia,2019,14.1,8.65972602739726,718.7,16.19,12.72
Euro,Barley,Latvia,2020,14.27,9.12377049180328,702.2,14.1,16.19
Euro,Barley,Latvia,2021,18.44,7.433698630136987,797.1,14.27,14.1
Euro,Barley,Latvia,2022,27.25,7.79013698630137,747.8,18.44,14.27
Euro,Barley,Latvia,2023,18.06,8.297808219178082,860.9,27.25,18.44
Euro,Barley,Latvia,2024,15.13,9.216666666666669,799.6,18.06,27.25
Euro,Feed barley,Latvia,2017,12.61,7.337534246575342,795.4,12.08,13.24
Euro,Feed barley,Latvia,2018,16.04,8.311780821917809,546.9,12.61,12.08
Euro,Feed barley,Latvia,2019,13.88,8.65972602739726,718.7,16.04,12.61
Euro,Feed barley,Latvia,2020,14.19,9.12377049180328,702.2,13.88,16.04
Euro,Feed barley,Latvia,2021,18.4,7.433698630136987,797.1,14.19,13.88
Euro,Feed barley,Latvia,2022,27.12,7.79013698630137,747.8,18.4,14.19
Euro,Feed barley,Latvia,2023,17.83,8.297808219178082,860.9,27.12,18.4
Euro,Feed barley,Latvia,2024,14.79,9.216666666666669,799.6,17.83,27.12
Euro,Rye,Latvia,2017,11.74,7.337534246575342,795.4,10.81,11.73
Euro,Rye,Latvia,2018,14.19,8.311780821917809,546.9,11.74,10.81
Euro,Rye,Latvia,2019,12.27,8.65972602739726,718.7,14.19,11.74
Euro,Rye,Latvia,2020,11.69,9.12377049180328,702.2,12.27,14.19
Euro,Rye,Latvia,2021,15.25,7.433698630136987,797.1,11.69,12.27
Euro,Rye,Latvia,2022,24.01,7.79013698630137,747.8,15.25,11.69
Euro,Rye,Latvia,2023,16.49,8.297808219178082,860.9,24.01,15.25
Euro,Rye,Latvia,2024,12.95,9.216666666666669,799.6,16.49,24.01
Euro,Soft wheat,Latvia,2017,14.82,7.337534246575342,795.4,13.46,14.85
Euro,Soft wheat,Latvia,2018,17.17,8.311780821917809,546.9,14.82,13.46
Euro,Soft wheat,Latvia,2019,16.28,8.65972602739726,718.7,17.17,14.82
Euro,Soft wheat,Latvia,2020,17.04,9.12377049180328,702.2,16.28,17.17
Euro,Soft wheat,Latvia,2021,20.2,7.433698630136987,797.1,17.04,16.28
Euro,Soft wheat,Latvia,2022,28.96,7.79013698630137,747.8,20.2,17.04
Euro,Soft wheat,Latvia,2023,21.17,8.297808219178082,860.9,28.96,20.2
Euro,Soft wheat,Latvia,2024,19.7,9.216666666666669,799.6,21.17,28.96
Euro,Barley,Lithuania,2017,13.8,7.281917808219179,936.3,12.83,14.35
Euro,Barley,Lithuania,2018,17.06,7.990958904109589,679.3,13.8,12.83
Euro,Barley,Lithuania,2019,14.66,8.721917808219178,657.4,17.06,13.8
Euro,Barley,Lithuania,2020,14.25,9.042896174863388,630.6,14.66,17.06
Euro,Barley,Lithuania,2021,18.19,6.885479452054794,910.4,14.25,14.66
Euro,Barley,Lithuania,2022,28.69,7.472876712328767,824.4,18.19,14.25
Euro,Barley,Lithuania,2023,20.26,8.623561643835616,836.4,28.69,18.19
Euro,Barley,Lithuania,2024,17.34,9.405737704918034,767.5,20.26,28.69
Euro,Feed barley,Lithuania,2017,12.92,7.281917808219179,936.3,11.5,13.72
Euro,Feed barley,Lithuania,2018,16.07,7.990958904109589,679.3,12.92,11.5
Euro,Feed barley,Lithuania,2019,13.9,8.721917808219178,657.4,16.07,12.92
Euro,Feed barley,Lithuania,2020,13.83,9.042896174863388,630.6,13.9,16.07
Euro,Feed barley,Lithuania,2021,17.69,6.885479452054794,910.4,13.83,13.9
Euro,Feed barley,Lithuania,2022,27.46,7.472876712328767,824.4,17.69,13.83
Euro,Feed barley,Lithuania,2023,17.73,8.623561643835616,836.4,27.46,17.69
Euro,Feed barley,Lithuania,2024,15.05,9.405737704918034,767.5,17.73,27.46
Euro,Rye,Lithuania,2017,12.39,7.281917808219179,936.3,10.97,11.4
Euro,Rye,Lithuania,2018,14.12,7.990958904109589,679.3,12.39,10.97
Euro,Rye,Lithuania,2019,11.94,8.721917808219178,657.4,14.12,12.39
Euro,Rye,Lithuania,2020,11.39,9.042896174863388,630.6,11.94,14.12
Euro,Rye,Lithuania,2021,14.28,6.885479452054794,910.4,11.39,11.94
Euro,Rye,Lithuania,2022,24.05,7.472876712328767,824.4,14.28,11.39
Euro,Rye,Lithuania,2023,14.45,8.623561643835616,836.4,24.05,14.28
Euro,Rye,Lithuania,2024,13.14,9.405737704918034,767.5,14.45,24.05
Euro,Soft wheat,Lithuania,2017,15.49,7.281917808219179,936.3,14.5,16.22
Euro,Soft wheat,Lithuania,2018,17.16,7.990958904109589,679.3,15.49,14.5
Euro,Soft wheat,Lithuania,2019,16.25,8.721917808219178,657.4,17.16,15.49
Euro,Soft wheat,Lithuania,2020,16.73,9.042896174863388,630.6,16.25,17.16
Euro,Soft wheat,Lithuania,2021,20.16,6.885479452054794,910.4,16.73,16.25
Euro,Soft wheat,Lithuania,2022,31.74,7.472876712328767,824.4,20.16,16.73
Euro,Soft wheat,Lithuania,2023,22.97,8.623561643835616,836.4,31.74,20.16
Euro,Soft wheat,Lithuania,2024,20.03,9.405737704918034,767.5,22.97,31.74
Euro,Barley,Luxembourg,2017,12.52,9.849863013698627,831.7,11.3,14.21
Euro,Barley,Luxembourg,2018,15.18,10.63890410958904,819.1,12.52,11.3
Euro,Barley,Luxembourg,2019,13.32,10.202739726027398,948.3,15.18,12.52
Euro,Barley,Luxembourg,2020,14.21,10.872677595628415,872.2,13.32,15.18
Euro,Barley,Luxembourg,2021,14.18,9.315068493150685,997.3,14.21,13.32
Euro,Barley,Luxembourg,2022,14.18,10.976712328767125,772.9,14.18,14.21
Euro,Barley,Luxembourg,2023,14.18,10.88986301369863,993.5,14.18,14.18
Euro,Barley,Luxembourg,2024,14.18,10.530054644808745,1096.3,14.18,14.18
Euro,Durum wheat,Luxembourg,2023,14.18,10.88986301369863,993.5,14.18,14.18
Euro,Durum wheat,Luxembourg,2024,14.18,10.530054644808745,1096.3,14.18,14.18
Euro,Feed barley,Luxembourg,2017,12.53,9.849863013698627,831.7,11.26,14.17
Euro,Feed barley,Luxembourg,2018,15.17,10.63890410958904,819.1,12.53,11.26
Euro,Feed barley,Luxembourg,2019,13.31,10.202739726027398,948.3,15.17,12.53
Euro,Feed barley,Luxembourg,2020,14.19,10.872677595628415,872.2,13.31,15.17
Euro,Feed barley,Luxembourg,2021,14.18,9.315068493150685,997.3,14.19,13.31
Euro,Feed barley,Luxembourg,2022,14.18,10.976712328767125,772.9,14.18,14.19
Euro,Feed barley,Luxembourg,2023,14.18,10.88986301369863,993.5,14.18,14.18
Euro,Feed barley,Luxembourg,2024,14.18,10.530054644808745,1096.3,14.18,14.18
Euro,Rye,Luxembourg,2017,12.72,9.849863013698627,831.7,11.44,13.02
Euro,Rye,Luxembourg,2018,15.65,10.63890410958904,819.1,12.72,11.44
Euro,Rye,Luxembourg,2019,12.75,10.202739726027398,948.3,15.65,12.72
Euro,Rye,Luxembourg,2020,13.54,10.872677595628415,872.2,12.75,15.65
Euro,Rye,Luxembourg,2021,14.18,9.315068493150685,997.3,13.54,12.75
Euro,Rye,Luxembourg,2022,14.18,10.976712328767125,772.9,14.18,13.54
Euro,Rye,Luxembourg,2023,14.18,10.88986301369863,993.5,14.18,14.18
Euro,Rye,Luxembourg,2024,14.18,10.530054644808745,1096.3,14.18,14.18
Euro,Soft wheat,Luxembourg,2017,15.0,9.849863013698627,831.7,14.35,15.6
Euro,Soft wheat,Luxembourg,2018,17.93,10.63890410958904,819.1,15.0,14.35
Euro,Soft wheat,Luxembourg,2019,15.82,10.202739726027398,948.3,17.93,15.0
Euro,Soft wheat,Luxembourg,2020,17.18,10.872677595628415,872.2,15.82,17.93
Euro,Soft wheat,Luxembourg,2021,14.18,9.315068493150685,997.3,17.18,15.82
Euro,Soft wheat,Luxembourg,2022,14.18,10.976712328767125,772.9,14.18,17.18
Euro,Soft wheat,Luxembourg,2023,14.18,10.88986301369863,993.5,14.18,14.18
Euro,Soft wheat,Luxembourg,2024,14.18,10.530054644808745,1096.3,14.18,14.18
Euro,Feed barley,Netherlands,2017,14.15,10.786849315068492,925.0,13.35,15.15
Euro,Feed barley,Netherlands,2018,19.15,11.153150684931507,727.2,14.15,13.35
Euro,Feed barley,Netherlands,2019,15.25,11.005205479452057,965.1,19.15,14.15
Euro,Feed barley,Netherlands,2020,16.5,11.44535519125683,923.1,15.25,19.15
Euro,Feed barley,Netherlands,2021,22.9,10.286575342465753,943.9,16.5,15.25
Euro,Feed barley,Netherlands,2022,29.0,11.324931506849316,802.0,22.9,16.5
Euro,Feed barley,Netherlands,2023,20.35,11.512602739726027,1241.5,29.0,22.9
Euro,Feed barley,Netherlands,2024,18.5,11.558743169398907,1154.0,20.35,29.0
Euro,Soft wheat,Netherlands,2017,15.25,10.786849315068492,925.0,14.9,15.6
Euro,Soft wheat,Netherlands,2018,19.4,11.153150684931507,727.2,15.25,14.9
Euro,Soft wheat,Netherlands,2019,16.2,11.005205479452057,965.1,19.4,15.25
Euro,Soft wheat,Netherlands,2020,18.4,11.44535519125683,923.1,16.2,19.4
Euro,Soft wheat,Netherlands,2021,24.35,10.286575342465753,943.9,18.4,16.2
Euro,Soft wheat,Netherlands,2022,31.0,11.324931506849316,802.0,24.35,18.4
Euro,Soft wheat,Netherlands,2023,22.15,11.512602739726027,1241.5,31.0,24.35
Euro,Soft wheat,Netherlands,2024,20.0,11.558743169398907,1154.0,22.15,31.0
Euro,Barley,Poland,2017,14.43,9.268219178082193,919.3,13.39,14.63
Euro,Barley,Poland,2018,16.03,10.362191780821917,637.2,14.43,13.39
Euro,Barley,Poland,2019,15.68,10.867671232876711,604.7,16.03,14.43
Euro,Barley,Poland,2020,14.32,10.477868852459016,780.3,15.68,16.03
Euro,Barley,Poland,2021,17.14,8.926849315068493,765.4,14.32,15.68
Euro,Barley,Poland,2022,27.73,9.73150684931507,657.7,17.14,14.32
Euro,Barley,Poland,2023,19.36,10.610958904109587,755.0,27.73,17.14
Euro,Barley,Poland,2024,17.29,11.457377049180328,628.6,19.36,27.73
Euro,Feed barley,Poland,2017,13.8,9.268219178082193,919.3,12.28,13.62
Euro,Feed barley,Poland,2018,15.72,10.362191780821917,637.2,13.8,12.28
Euro,Feed barley,Poland,2019,15.42,10.867671232876711,604.7,15.72,13.8
Euro,Feed barley,Poland,2020,13.94,10.477868852459016,780.3,15.42,15.72
Euro,Feed barley,Poland,2021,17.2,8.926849315068493,765.4,13.94,15.42
Euro,Feed barley,Poland,2022,26.67,9.73150684931507,657.7,17.2,13.94
Euro,Feed barley,Poland,2023,18.08,10.610958904109587,755.0,26.67,17.2
Euro,Feed barley,Poland,2024,15.99,11.457377049180328,628.6,18.08,26.67
Euro,Rye,Poland,2017,12.88,9.268219178082193,919.3,11.87,12.31
Euro,Rye,Poland,2018,14.0,10.362191780821917,637.2,12.88,11.87
Euro,Rye,Poland,2019,14.05,10.867671232876711,604.7,14.0,12.88
Euro,Rye,Poland,2020,12.6,10.477868852459016,780.3,14.05,14.0
Euro,Rye,Poland,2021,16.51,8.926849315068493,765.4,12.6,14.05
Euro,Rye,Poland,2022,25.78,9.73150684931507,657.7,16.51,12.6
Euro,Rye,Poland,2023,15.96,10.610958904109587,755.0,25.78,16.51
Euro,Rye,Poland,2024,13.78,11.457377049180328,628.6,15.96,25.78
Euro,Soft wheat,Poland,2017,15.62,9.268219178082193,919.3,14.23,16.0
Euro,Soft wheat,Poland,2018,17.04,10.362191780821917,637.2,15.62,14.23
Euro,Soft wheat,Poland,2019,16.81,10.867671232876711,604.7,17.04,15.62
Euro,Soft wheat,Poland,2020,16.85,10.477868852459016,780.3,16.81,17.04
Euro,Soft wheat,Poland,2021,21.2,8.926849315068493,765.4,16.85,16.81
Euro,Soft wheat,Poland,2022,32.44,9.73150684931507,657.7,21.2,16.85
Euro,Soft wheat,Poland,2023,21.75,10.610958904109587,755.0,32.44,21.2
Euro,Soft wheat,Poland,2024,19.19,11.457377049180328,628.6,21.75,32.44
Euro,Barley,Portugal,2017,17.78,17.121917808219177,410.0,18.99,19.61
Euro,Barley,Portugal,2018,19.21,16.42931506849315,634.1,17.78,18.99
Euro,Barley,Portugal,2019,19.41,16.627123287671232,487.7,19.21,17.78
Euro,Barley,Portugal,2020,19.0,17.023224043715846,562.8,19.41,19.21
Euro,Barley,Portugal,2021,22.68,16.65150684931507,554.4,19.0,19.41
Euro,Barley,Portugal,2022,39.0,17.36931506849315,773.0,22.68,19.0
Euro,Barley,Portugal,2023,26.25,17.526301369863013,462.5,39.0,22.68
Euro,Barley,Portugal,2024,23.85,17.315027322404372,595.9,26.25,39.0
Euro,Durum wheat,Portugal,2017,23.0,17.121917808219177,410.0,23.5,27.99
Euro,Durum wheat,Portugal,2018,21.81,16.42931506849315,634.1,23.0,23.5
Euro,Durum wheat,Portugal,2019,22.97,16.627123287671232,487.7,21.81,23.0
Euro,Durum wheat,Portugal,2020,23.0,17.023224043715846,562.8,22.97,21.81
Euro,Durum wheat,Portugal,2021,27.37,16.65150684931507,554.4,23.0,22.97
Euro,Durum wheat,Portugal,2022,49.73,17.36931506849315,773.0,27.37,23.0
Euro,Durum wheat,Portugal,2023,38.48,17.526301369863013,462.5,49.73,27.37
Euro,Durum wheat,Portugal,2024,25.5,17.315027322404372,595.9,38.48,49.73
Euro,Feed barley,Portugal,2017,16.5,17.121917808219177,410.0,18.96,18.0
Euro,Feed barley,Portugal,2018,17.04,16.42931506849315,634.1,16.5,18.96
Euro,Feed barley,Portugal,2019,17.0,16.627123287671232,487.7,17.04,16.5
Euro,Feed barley,Portugal,2020,19.0,17.023224043715846,562.8,17.0,17.04
Euro,Feed barley,Portugal,2021,22.3,16.65150684931507,554.4,19.0,17.0
Euro,Feed barley,Portugal,2022,39.0,17.36931506849315,773.0,22.3,19.0
Euro,Feed barley,Portugal,2023,26.25,17.526301369863013,462.5,39.0,22.3
Euro,Feed barley,Portugal,2024,23.85,17.315027322404372,595.9,26.25,39.0
Euro,Rye,Portugal,2017,19.0,17.121917808219177,410.0,20.0,19.69
Euro,Rye,Portugal,2018,18.84,16.42931506849315,634.1,19.0,20.0
Euro,Rye,Portugal,2019,17.0,16.627123287671232,487.7,18.84,19.0
Euro,Rye,Portugal,2020,16.0,17.023224043715846,562.8,17.0,18.84
Euro,Rye,Portugal,2021,18.0,16.65150684931507,554.4,16.0,17.0
Euro,Rye,Portugal,2022,26.96,17.36931506849315,773.0,18.0,16.0
Euro,Rye,Portugal,2023,27.5,17.526301369863013,462.5,26.96,18.0
Euro,Rye,Portugal,2024,21.75,17.315027322404372,595.9,27.5,26.96
Euro,Soft wheat,Portugal,2017,17.82,17.121917808219177,410.0,17.06,18.84
Euro,Soft wheat,Portugal,2018,18.45,16.42931506849315,634.1,17.82,17.06
Euro,Soft wheat,Portugal,2019,20.72,16.627123287671232,487.7,18.45,17.82
Euro,Soft wheat,Portugal,2020,20.05,17.023224043715846,562.8,20.72,18.45
Euro,Soft wheat,Portugal,2021,23.26,16.65150684931507,554.4,20.05,20.72
Euro,Soft wheat,Portugal,2022,38.83,17.36931506849315,773.0,23.26,20.05
Euro,Soft wheat,Portugal,2023,26.92,17.526301369863013,462.5,38.83,23.26
Euro,Soft wheat,Portugal,2024,22.43,17.315027322404372,595.9,26.92,38.83
Euro,Barley,Romania,2017,16.85,11.641917808219178,795.5,17.82,19.35
Euro,Barley,Romania,2018,17.62,12.294246575342465,698.3,16.85,17.82
Euro,Barley,Romania,2019,18.54,13.024109589041096,617.9,17.62,16.85
Euro,Barley,Romania,2020,18.39,13.182513661202186,620.7,18.54,17.62
Euro,Barley,Romania,2021,20.32,11.9,671.3,18.39,18.54
Euro,Barley,Romania,2022,27.58,12.906575342465752,444.3,20.32,18.39
Euro,Barley,Romania,2023,23.05,13.807671232876713,597.1,27.58,20.32
Euro,Barley,Romania,2024,17.09,14.09672131147541,562.6,23.05,27.58
Euro,Feed barley,Romania,2017,18.17,11.641917808219178,795.5,18.48,20.02
Euro,Feed barley,Romania,2018,18.26,12.294246575342465,698.3,18.17,18.48
Euro,Feed barley,Romania,2019,18.97,13.024109589041096,617.9,18.26,18.17
Euro,Feed barley,Romania,2020,20.05,13.182513661202186,620.7,18.97,18.26
Euro,Feed barley,Romania,2021,21.54,11.9,671.3,20.05,18.97
Euro,Feed barley,Romania,2022,27.38,12.906575342465752,444.3,21.54,20.05
Euro,Feed barley,Romania,2023,22.03,13.807671232876713,597.1,27.38,21.54
Euro,Feed barley,Romania,2024,16.08,14.09672131147541,562.6,22.03,27.38
Euro,Soft wheat,Romania,2017,14.23,11.641917808219178,795.5,14.03,16.65
Euro,Soft wheat,Romania,2018,14.61,12.294246575342465,698.3,14.23,14.03
Euro,Soft wheat,Romania,2019,15.38,13.024109589041096,617.9,14.61,14.23
Euro,Soft wheat,Romania,2020,16.33,13.182513661202186,620.7,15.38,14.61
Euro,Soft wheat,Romania,2021,19.51,11.9,671.3,16.33,15.38
Euro,Soft wheat,Romania,2022,30.22,12.906575342465752,444.3,19.51,16.33
Euro,Soft wheat,Romania,2023,22.24,13.807671232876713,597.1,30.22,19.51
Euro,Soft wheat,Romania,2024,18.09,14.09672131147541,562.6,22.24,30.22
Euro,Barley,Slovakia,2017,15.36,11.349315068493151,556.2,13.97,15.14
Euro,Barley,Slovakia,2018,16.27,12.344109589041096,573.4,15.36,13.97
Euro,Barley,Slovakia,2019,16.62,12.077260273972602,630.5,16.27,15.36
Euro,Barley,Slovakia,2020,15.54,11.560382513661205,716.9,16.62,16.27
Euro,Barley,Slovakia,2021,17.68,10.789315068493153,611.2,15.54,16.62
Euro,Barley,Slovakia,2022,30.07,11.93917808219178,527.6,17.68,15.54
Euro,Barley,Slovakia,2023,22.11,12.217260273972602,735.4,30.07,17.68
Euro,Barley,Slovakia,2024,19.07,12.7672131147541,721.5,22.11,30.07
Euro,Feed barley,Slovakia,2017,12.09,11.349315068493151,556.2,11.27,12.61
Euro,Feed barley,Slovakia,2018,13.4,12.344109589041096,573.4,12.09,11.27
Euro,Feed barley,Slovakia,2019,13.52,12.077260273972602,630.5,13.4,12.09
Euro,Feed barley,Slovakia,2020,12.42,11.560382513661205,716.9,13.52,13.4
Euro,Feed barley,Slovakia,2021,15.51,10.789315068493153,611.2,12.42,13.52
Euro,Feed barley,Slovakia,2022,24.43,11.93917808219178,527.6,15.51,12.42
Euro,Feed barley,Slovakia,2023,16.64,12.217260273972602,735.4,24.43,15.51
Euro,Feed barley,Slovakia,2024,17.89,12.7672131147541,721.5,16.64,24.43
Euro,Rye,Slovakia,2017,13.7,11.349315068493151,556.2,11.53,13.05
Euro,Rye,Slovakia,2018,14.18,12.344109589041096,573.4,13.7,11.53
Euro,Rye,Slovakia,2019,14.13,12.077260273972602,630.5,14.18,13.7
Euro,Rye,Slovakia,2020,13.61,11.560382513661205,716.9,14.13,14.18
Euro,Rye,Slovakia,2021,14.51,10.789315068493153,611.2,13.61,14.13
Euro,Rye,Slovakia,2022,25.13,11.93917808219178,527.6,14.51,13.61
Euro,Rye,Slovakia,2023,19.54,12.217260273972602,735.4,25.13,14.51
Euro,Rye,Slovakia,2024,15.31,12.7672131147541,721.5,19.54,25.13
Euro,Soft wheat,Slovakia,2017,13.98,11.349315068493151,556.2,12.29,14.63
Euro,Soft wheat,Slovakia,2018,15.12,12.344109589041096,573.4,13.98,12.29
Euro,Soft wheat,Slovakia,2019,15.31,12.077260273972602,630.5,15.12,13.98
