BAS.INSTNAME,BAS.INSTNAMEENGL,GEO.SUBCOUNTRY,GEO.CITY,EXP.CURRPERSON.EURO,EXP.CURRNONPERSON.EURO,EXP.CURRTOTAL.EURO,REV.COREBUDGETPUBLIC.EURO,REV.CORETOTAL.EURO,REV.THIRDPARTYPUBLIC.EURO,REV.THIRDPARTYPRIVATE.EURO,REV.TUITFEES,REV.STUDFEES.EURO,PERS.ACAHCMEN,PERS.ACAHCWOMEN,PERS.ACAHCSENIORTOTAL,PERS.TOTALFTE,STUD.HIGHDEG,IND.RES.PHDINTENSITY
SRH Hochschule fÃ¼r Logistik und Wirtschaft Hamm (Priv. FH),SRH Hochschule fÃ¼r Logistik und Wirtschaft Hamm (Priv. FH),a,Hamm,3532569,2970059,6502628,,0,0,232359,,5536212,89,55,20,71,2,s
University of Europe for Applied Sciences,University of Europe for Applied Sciences,a,Iserlohn,10842840,27867774,38710614,,0,0,44988,,36537265,221,121,65,180,2,s
Private Rheinische Fachhochschule KÃ¶ln,Rheinische Fachhochschule Cologne,a,Cologne,9824977,2311139,12136116,,0,10445431,0,,0,287,102,98,275,2,s
Private Fachhochschule der Wirtschaft Paderborn,Private Fachhochschule der Wirtschaft Paderborn,a,Paderborn,7580069,7431955,15012024,,0,367214,10195,,13715199,129,29,39,86,2,s
Fachhochschule der Diakonie Bielefeld-Bethel,Fachhochschule der Diakonie Bielefeld-Bethel,a,Bielefeld,2265231,1486169,3751400,,0,233544,0,,2441114,34,28,11,30,2,s
Katholische Hochschule Nordrhein-Westfalen,Nordrhein-Westfalen Catholic University of Applied Sciences,a,MÃ¼nster,23061036,12575911,35636947,,0,10040102,0,,989788,234,419,128,477,2,s
Technische Hochschule Bingen,TH Bingen University of Applied Sciences,a,Bingen am Rhein,16321826,4291248,20613074,,15679728,1162734,309895,,571224,195,80,73,232,2,s
Hochschule Kaiserslautern,Kaiserslautern University of Applied Sciences,a,Kaiserslautern,36763322,12229367,48992689,,45145024,4887017,996492,,8422,316,176,154,506,2,s
Hochschule Koblenz,Koblenz University of Applied Sciences,a,Koblenz,44173672,9790160,53963832,,48705173,4274300,1777190,,114998,374,260,165,580,2,s
Hochschule Ludwigshafen am Rhein (FH),University of Applied Sciences Ludwigshafen am Rhein,a,Ludwigshafen am Rhein,21904008,7605812,29509820,,25169299,1660020,658873,,85357,237,172,89,318,2,s
Hochschule Mainz,Mainz University of Applied Sciences,a,Mainz,33590916,8695830,42286746,,36706284,5289026,423326,,80709,426,236,178,514,2,s
Hochschule Trier,Trier University of Applied Sciences,a,Trier,50917164,9423364,60340528,,44916603,6887301,2086326,,145687,395,188,179,676,2,s
Hochschule Worms,Worms University of Applied Sciences,a,Worms,17314202,9250409,26564611,,24260150,1029203,235368,,97239,174,61,69,240,2,s
Katholische Hochschule Mainz,Mainz Catholic University of Applied Sciences,a,Mainz,7163917,3831448,10995365,,0,1445863,150000,,346092,75,133,32,109,2,s
Hochschule fÃ¼r Technik und Wirtschaft des Saarlandes SaarbrÃ¼cken,University of Applied Sciences SaarbrÃ¼cken,a,SaarbrÃ¼cken,43851703,12962429,56814132,,46831693,5690151,344510,,1312025,461,272,125,608,2,s
Deutsche Hochschule fÃ¼r PrÃ¤vention und Gesundheitsmanagement,,,,,,,,,,,,,,,,,,
Hochschule Mittweida (University of Applied Sciences),University of Applied Sciences Mittweida,a,Mittweida,38893403,10979452,49872855,,36661940,9755374,1584922,,1591837,313,147,112,539,2,s
WestsÃ¤chsische Hochschule Zwickau,University of Applied Sciences Zwickau,a,Zwickau,40886674,12299213,53185887,,69655792,7281782,674855,,211478,295,152,139,543,2,s
Hochschule Flensburg,Flensburg University of Applied Sciences,a,Flensburg,22486096,8870793,31356889,,30335319,2408880,456589,,118553,168,93,83,298,2,s
Fachhochschule WestkÃ¼ste,,,,,,,,,,,,,,,,,,
Fachhochschule Kiel,Kiel University of Applied Sciences,a,Kiel,37800339,10218652,48018991,,53337570,1613220,1131868,,501125,312,198,155,514,2,s
Technische Hochschule LÃ¼beck,Technical University LÃ¼beck,a,LÃ¼beck,35182931,9654001,44836932,,44063776,3394967,158818,,713095,238,85,119,467,2,s
NORDAKADEMIE Hochschule der Wirtschaft,NORDAKADEMIE University of Applied Sciences,a,Elmshorn,8217971,5769715,13987686,,0,60030,0,,11403545,36,18,24,80,2,s
Private Fachhochschule Wedel,University of Applied Sciences,,,,,,,,,,,,,,,,,
Fachhochschule Erfurt,Erfurt University of Applied Sciences,a,Erfurt,31907865,12506356,44414221,,32523491,5016981,5100,,158691,286,200,123,461,2,s
Hochschule Nordhausen,Nordhausen University of Applied Sciences,a,Nordhausen,17957519,4077516,22035035,,19016900,4323977,45320,,203974,141,153,44,240,2,s
Hochschule Schmmalkalden,University of Applied Sciences Schmalkalden,a,Schmalkalden,16820949,9443079,26264028,,14445218,3689027,102305,,157267,118,54,65,224,2,s
SRH Hochschule fÃ¼r Gesundheit Gera (Priv. FH),SRH University of Applied Sciences Gera,a,Gera,4551349,2819461,7370810,,0,218152,0,,7421021,32,35,44,70,2,s
Hochschule fÃ¼r Ã¶ffentliche Verwaltung Kehl,University of Public Administration Kehl,a,Kehl,9639777,4477214,14116991,,11142176,210481,501605,,112748,180,90,47,139,2,s
Hochschule Ludwigsburg fÃ¼r Ã¶ffentliche Verwaltung und Finanzen,University of Applied Sciences - Public Administration and Finance Ludwigsburg,a,Ludwigsburg,13761406,3920483,17681889,,17668496,71640,24000,,381538,289,159,75,219,2,s
FH der Polizei Brandenburg (VerwFH) in Oranienburg,FH der Polizei Brandenburg (VerwFH) in Oranienburg,a,Oranienburg,44222293,10031847,54254140,,54961923,0,0,,0,127,49,11,458,2,s
Hessische Hochschule fÃ¼r Polizei und Verwaltung,Hessische Hochschule fÃ¼r Polizei und Verwaltung,a,Wiesbaden,35278229,15318815,50597044,,51568401,254960,0,,1220956,402,144,43,312,2,s
Kommunale Hochschule fÃ¼r Verwaltung in Niedersachsen,Kommunale Hochschule fÃ¼r Verwaltung in Niedersachsen,a,Hannover,4265084,1620111,5885195,,6346762,0,0,,0,17,6,9,42,2,s
Fachhochschule fÃ¼r Rechtspflege NW,,,,,,,,,,,,,,,,,,
Fachhochschule fÃ¼r Ã¶ffentliche Verwaltung Nordrhein-Westfalen,University of Applied Sciences for Public Administration and Management of North Rhine-Westphalia,a,Gelsenkirchen,52772502,31345462,84117964,,83265758,246574,0,,706236,829,325,178,813,2,s
Hochschule des Bundes fÃ¼r Ã¶ffentliche Verwaltung,Federal University of Applied Administrative Sciences,a,BrÃ¼hl,66673443,36244220,102917663,,101076149,0,0,,4,444,212,176,903,2,s
Hochschule fÃ¼r Ã¶ffentliche Verwaltung und Rechtspflege MeiÃŸen (FH),Hochschule fÃ¼r Ã¶ffentliche Verwaltung und Rechtspflege MeiÃŸen (FH),a,MeiÃŸen,13056199,4161872,17218071,,14996605,176439,0,,0,114,51,15,166,2,s
Hochschule der SÃ¤chsischen Polizei,,,,,,,,,,,,,,,,,,
ThÃ¼ringer Fachhochschule fÃ¼r Ã¶ffentliche Verwaltung Gotha,ThÃ¼ringer Fachhochschule fÃ¼r Ã¶ffentliche Verwaltung Gotha,a,Gotha,6610619,277708,6888327,,6437791,0,0,,479965,45,14,0,87,2,s
Hochschule fÃ¼r Medien,,,,,,,,,,,,,,,,,,
Hochschule fÃ¼r Wirtschaft,,,,,,,,,,,,,,,,,,
International Psychoanalytic University Berlin,International Psychoanalytic University Berlin,a,Berlin,6938789,4341277,11280066,,0,309016,388479,,6056101,37,53,23,92,2,s
Hochschule Emden/Leer,Hochschule Emden/Leer,a,Emden,36050777,19175574,55226351,,52290224,1612881,1845442,,88462,291,169,113,449,2,s
Brand Academy - Hochschule fÃ¼r Design und Kommunikation,,a,Hamburg,1773508,2347877,4121385,,0,0,0,,3321876,28,11,8,26,2,s
MSH Medical School Hamburg,MSH Medical School Hamburg,a,Hamburg,29945119,13866888,43812007,,0,1272207,286047,,45867988,,,,,2,s
Hochschule Hamm-Lippstadt,Hamm-Lippstadt University of Applied Sciences,a,Hamm,30267327,28826977,59094304,,63619146,3097849,190065,,900,244,152,107,406,2,s
Cologne Business School (CBS) - European University of Applied Sciences (Priv. FH),Cologne Business School (CBS) - European University of Applied Sciences (Priv. FH),a,Cologne,13992077,13144178,27136255,,0,109740,13642,,19373178,88,72,70,253,2,s
Hochschule der Wirtschaft fÃ¼r Management (HdWM) Mannheim (Priv. FH),University of Applied Management Studies,a,Mannheim,2366244,1597685,3963929,,0,91896,0,,2227859,77,48,19,55,2,s
Psychologische Hochschule Berlin (Priv. U),,a,Berlin,4093711,4045951,8139662,,0,698070,0,,3545975,18,37,14,65,2,s
Bard College Berlin,Bard College Berlin,a,Berlin,4704189,7918793,12622982,,0,106233,1819550,,8680082,26,35,14,76,2,s
Internationale Hochschule Liebenzell,,a,Bad Liebenzell,2006998,842667,2849665,,0,0,0,,1079415,29,12,9,32,2,s
Akkon HS Berlin (Priv. FH),Akkon University for Applied Sciences,a,Berlin,4016166,1387744,5403910,,0,238087,27000,,5617604,74,60,23,65,2,s
Fachhochschule fÃ¼r Sport und Management Potsdam (Priv.),,a,Potsdam,1481719,528519,2010238,,0,21174,480,,2557814,22,10,9,23,2,s
BSP Business and Law School â€“ Hochschule fÃ¼r Management und Recht,,a,Berlin,7838278,2798407,10636685,,0,583434,0,,10636645,67,48,52,108,2,s
CVJM-Hochschule Kassel (Priv. FH),YMCA University of Applied Sciences,a,Kassel,2720186,2489616,5209802,,0,0,0,,2710532,24,30,11,31,2,s
Hochschule Weserbergland (HSW),,,,,,,,,,,,,,,,,,
Leibniz - Fachhochschule Hannover (Priv. FH),Leibniz - Fachhochschule Hannover (Priv. FH),a,Hannover,2471168,1566818,4037986,,0,0,0,,3582198,11,5,14,29,2,s
Fliedner Fachhochschule DÃ¼sseldorf (Priv. ),Fliedner Fachhochschule DÃ¼sseldorf (Priv. ),a,DÃ¼sseldorf,7133435,3137317,10270752,,0,330900,210614,,9696695,86,103,52,107,2,s
Fachhochschule Dresden (Priv. FH),Fachhochschule Dresden (Priv. FH),a,Dresden,2387240,982244,3369484,,0,231332,72253,,2902265,38,32,17,44,2,s
Jade Hochschule,Jade University of Applied Sciences,a,Wilhelmshaven,50619135,17791450,68410585,,60211829,4528940,216436,,63000,511,235,175,640,2,s
SRH Wilhelm LÃ¶he Hochschule,,a,FÃ¼rth,1837118,1042713,2879831,,0,116904,0,,1818067,16,14,11,25,2,s
Medical School Berlin,,,,,,,,,,,,,,,,,,
IST-Hochschule fÃ¼r Management DÃ¼sseldorf (Priv. FH),,a,DÃ¼sseldorf,4347874,5470766,9818640,,0,24630,0,,14820749,115,38,25,78,2,s
HDBW Hochschule der Bayerischen Wirtschaft fÃ¼r angewandte Wissenschaften (Priv. FH),,a,Munich,3034797,1095343,4130140,,0,0,0,,2731576,38,12,12,28,2,s
Berlin International University of Applied Sciences,Berlin International University of Applied Sciences,a,Berlin,2592276,2127622,4719898,,0,0,5002490,,3421514,53,44,18,51,2,s
NBS Northern Business School Hamburg (Priv. FH),NBS Northern Business School,a,Hamburg,2869144,1092332,3961476,,0,155160,0,,2996130,62,18,24,56,2,s
HSD Hochschule DÃ¶pfer KÃ¶ln (Priv. FH),,a,Cologne,4945942,1868718,6814660,,0,95926,16540,,5370538,38,61,28,75,2,s
Hochschule Fresenius Heidelberg (Priv. FH),,a,Heidelberg,2515744,2004724,4520468,,0,0,0,,5923119,41,26,18,38,2,s
German International University,,a,Berlin,870715,336821,1207536,,0,0,0,,1439597,39,22,6,23,2,s
Berufliche Hochschule Hamburg,,a,Hamburg,4008635,681984,4690619,,4184290,535249,0,,27715,21,14,10,43,2,
Charlotte Fresenius Hochschule,,a,Idstein,2250655,1991502,4242157,,0,0,0,,3270932,18,34,4,34,2,
Hochschule fÃ¼r angewandte PÃ¤dagogik,University of Applied Education,a,Berlin,1400146,267102,1667248,,0,0,253141,,1359919,8,12,14,18,2,s
Digital Business University of Applied Sciences,,a,Berlin,1582338,1168454,2750792,,0,48019,120000,,1789310,23,8,11,22,2,s
CODE University of Applied Sciences,CODE University of Applied Sciences,a,Berlin,5133584,2875043,8008627,,0,1095703,508406,,2886356,27,13,10,55,2,s
Hochschule der bildenden KÃ¼nste (HBK) Essen,Essen University of Fine Arts,a,Essen,2692740,887997,3580737,,0,7200,0,,2923827,32,16,17,39,2,s
GISMA Business School,,a,Hannover,2051580,4886189,6937769,,0,0,0,,6530392,24,7,11,38,2,s
Duale Hochschule Schleswig-Holstein,,a,Flensburg,1792501,792184,2584685,,0,0,0,,0,47,14,18,32,2,s
Evangelische Hochschule Tabor,Evangelical University of Tabor,a,Marburg,996076,289300,1285376,,0,11850,0,,579856,18,10,12,18,2,s
HMU Health and Medical University,HMU Health and Medical University,a,Erfurt,,,,,,,,,,,,,,2,s
Hochschule fÃ¼r Katholische Kirchenmusik und MusikpÃ¤dagogik,University of Catholic Church Music and Music Education Regensburg,a,Regensburg,2712966,1371150,4084116,,0,2217440,0,,91777,55,43,8,39,2,s
Designskolen Kolding,Design School Kolding,a,Kolding,7991920.43914158,2985679.582332336,11308700.962299857,7059013.005140319,8030439.275792186,278221.4229153525,964178.8240346804,1,423438.77920788096,,,,,2,s
Eesti EttevÃµtluskÃµrgkool Mainor,Estonian Entrepreneurship University of Applied Sciences,a,Tallinn,2363853,2706209,5070062,0,255984,0,0,1,4108878,,,,,2,s
Tallinna Tervishoiu KÃµrgkool,Tallinn Health Care College,a,Tallinn,6489240.6,2563492.2299999995,9052732.829999998,8842409,9846136.07,0,0,0,0,,,,,2,s
Tartu Tervishoiu KÃµrgkool,Tartu Health Care College,a,Tartu,4369131.0200000005,1673420.85,6042551.870000001,5677397.17,6623289.24,0,0,0,0,,,,,2,s
Sisekaitseakadeemia,Estonian Academy of Security Sciences,a,Tallinn,,,,,,,,2,,,,,,2,s
KaitsevÃ¤e Akadeemia,Estonian Military Academy,a,Tartu,,,,,,,,2,,,,,,2,s
EELK Usuteaduse Instituut,Institute of Theology of the Estonian Evangelical Lutheran Church,a,Tallinn,,,,,,,,2,,,,,,2,s
EEKBKL KÃµrgem Usuteaduslik Seminar,Theological Seminary,a,Tartu,,,,,,,,2,,,,,,2,a
Lapin ammattikorkeakoulu,Lapland University of Applied Sciences,a,Rovaniemi,,,47157605,36340000,39390333,,,1,,143.19109999999998,206.89149999999995,17.695800000000002,392.4076999999999,2,s
HÃ¶gskolan pÃ¥ Ã…land,Ã…land University of Applied Sciences,a,Maarianhamina - Mariehamn,,,,,,,,1,,,,,,2,s
HAAGA-HELIA ammattikorkeakoulu,HAAGA-HELIA University of Applied Sciences,a,Helsinki,,,73969768,56513056,63488858,,,1,,157.52139999999997,270.70130000000006,42.776300000000006,689.7374,2,s
Metropolia ammattikorkeakoulu,Metropolia University of Applied Sciences,a,Helsinki,,,120457084,94101000,106884826,,,1,,263.965,378.26940000000013,60.668499999999995,1016.2601000000006,2,s
YrkeshÃ¶gskolan Novia,Novia University of Applied Sciences,a,Vaasa,,,33480658,24051000,27034539,,,1,,91.91999999999999,107.91340000000007,7.2391000000000005,320.4959000000001,2,s
Tampereen ammattikorkeakoulu,Tampere University of Applied Sciences,a,Tampere,,,80288474,62301173,77927194,,,1,,192.91850000000002,248.58959999999993,38.7549,711.8369000000002,2,s
HÃ¤meen ammattikorkeakoulu,HÃ¤me University of Applied Sciences,a,HÃ¤meenlinna,,,64658256,46222997,57951653,,,1,,142.20049999999998,205.59290000000016,18.5922,671.9221999999997,2,s
Karelia-ammattikorkeakoulu,Karelia University of Applied Sciences,a,Joensuu,,,31524396,25260970,27395643,,,1,,93.4662,119.64599999999999,12.2521,302.23890000000006,2,s
Oulun ammattikorkeakoulu,Oulu University of Applied Sciences,a,Oulu,,,60169739,52421337,54557226,,,1,,165.58149999999998,227.39830000000018,52.1892,443.84650000000016,2,s
SeinÃ¤joen ammattikorkeakoulu,SeinÃ¤joki University of Applied Sciences,a,SeinÃ¤joki,,,37902845,28320911,32804141,,,1,,101.78269999999999,160.1894,20.7701,379.4716999999998,2,s
Kajaanin ammattikorkeakoulu,Kajaani University of Applied Sciences,a,Kajaani,,,26559266,15921000,19955797,,,1,,91.937,118.2449,12.8574,270.0999999999999,2,s
JyvÃ¤skylÃ¤n ammattikorkeakoulu,JAMK University of Applied Sciences,a,JyvÃ¤skylÃ¤,,,79711164,50796000,62838436,,,1,,205.70889999999957,297.29819999999927,23.086900000000007,807.5476999999984,2,s
Satakunnan ammattikorkeakoulu,Satakunta University of Applied Sciences,a,Pori,,,42641827,34299104,38775927,,,1,,112.94999999999997,188.59999999999994,11.39,419.3799999999997,2,s
Turun ammattikorkeakoulu,Turku University of Applied Sciences,a,Turku,,,83991446,63656000,70599870,,,1,,205.19699999999997,298.44010000000003,50.073100000000004,741.4863000000003,2,s
YrkeshÃ¶gskolan Arcada,Arcada University of Applied Sciences,a,Helsinki,,,20603975,14984763,16807430,,,1,,47.4165,49.809900000000006,19.645,176.7406,2,s
Centria ammattikorkeakoulu,Centria University of Applied Sciences,a,Kokkola,,,32679533,18132000,25648596,,,1,,127.66669999999999,130.89069999999998,17.0728,339.38349999999997,2,s
Savonia ammattikorkeakoulu,Savonia University of Applied Sciences,a,Kuopio,,,58962277,47297778,51712027,,,1,,187.60999999999996,247.18000000000023,18.439999999999998,556.8500000000001,2,s
Poliisiammattikorkeakoulu,Police University college,a,Tampere,,,,,,,,1,,,,,,2,s
Diakonia-ammattikorkeakoulu,Diaconia University of Applied Sciences,a,Helsinki,,,25458431,20107000,20681485,,,1,,27.424599999999998,151.15259999999998,6.9008,253.7931,2,s
Vaasan ammattikorkeakoulu,Vaasa University of Applied Sciences,a,Vaasa,,,21141213,14591000,17578116,,,1,,60.37609999999999,59.29149999999999,12.814000000000002,178.65649999999997,2,s
Laurea ammattikorkeakoulu,Laurea University of Applied Sciences,a,Vantaa,,,65256459,48869633,53030517,,,1,,96.01700000000002,328.3009,35.6149,657.7924999999993,2,s
Humanistinen ammattikorkeakoulu,Humak University of Applied Sciences,a,Helsinki,,,16590719,13303904,13817567,,,1,,24.278299999999998,74.38490000000002,7.487500000000001,151.9337000000001,2,s
Kaakkois-Suomen ammattikorkeakoulu,South-Eastern Finland University of Applied Sciences,a,Mikkeli,,,95436810,70794000,80426048,,,1,,256.4504,366.9123000000001,31.7108,895.949599999997,2,s
LAB-ammattikorkeakoulu,LAB University of Applied Sciences,a,Lahti,,,72919475,57380000,64880416,,,1,,177.6947,314.2279999999999,25.7683,558.5339999999999,2,s
Ã‰cole de l'air,,a,Salon-de-Provence,,,,,,,,1,,,,,,2,
Ã‰cole supÃ©rieure d'art et de design Marseille-MediterranÃ©e,,a,Marseille,,,,,,,,,,,,,,2,
Ã‰cole supÃ©rieure d'arts et mÃ©dias de Caen - Cherbourg,Ã‰cole supÃ©rieure d'arts et mÃ©dias de Caen - Cherbourg,a,Caen,,,,,,,,,,,,,,2,
Ã‰cole nationale supÃ©rieure d'ingÃ©nieurs de Caen,,a,Caen,13502863,5704640,19207503,11356927,13971360,446764,,1,244729,66,25,20,,2,
Ã‰cole supÃ©rieure d'ingÃ©nieurs des travaux de la construction de Caen,,a,Ã‰pron,,,,,,,,1,,,,,,2,
Ã‰cole d'ingÃ©nieurs en gÃ©nie des systÃ¨mes industriels,Ã‰cole d'ingÃ©nieurs en gÃ©nie des systÃ¨mes industriels,a,La Rochelle,,,,,,,,1,,,,,,2,
Ã‰cole nationale des greffes,,a,Dijon,,,,,,,,,,,,,,,
Ã‰cole nationale supÃ©rieure de mÃ©canique et des microtechniques,,a,BesanÃ§on,11611869,5506019,17117888,,,,,1,225210,51,16,19,,2,
Ã‰cole Navale,,a,LanvÃ©oc,,,,,,,,1,,,,,,2,
Ã‰cole nationale supÃ©rieure de techniques avancÃ©es Bretagne,,a,Brest,,,,,,,,1,,,,,,2,
Institut supÃ©rieur de l'Ã©lectronique et du numÃ©rique Brest,,a,Brest,,,,,,,,1,,,,,,2,
Ã‰cole des mines d'AlÃ¨s,,a,AlÃ¨s,,,,,,,,1,,,,,,2,
Institut supÃ©rieur des Arts de Toulouse,,a,Toulouse,,,,,,,,,,,,,,2,
Ã‰cole d'ingÃ©nieurs de Purpan,,a,Toulouse,,,,,,,,1,,,,,,2,
Institut catholique de Toulouse,Catholic University of Toulouse,a,Toulouse,,,,,,,,,,,,,,2,
Ã‰cole nationale de l'aviation civile,French Civil Aviation University,a,Toulouse,,,,,,,,1,,,,,,2,
Institut supÃ©rieur de l'aÃ©ronautique et de l'espace,,a,Toulouse,,,,,,,,1,,,,,,2,
Ã‰cole nationale supÃ©rieure d'architecture et de paysage de Bordeaux,,a,Talence,,,,,,,,,,,,,,2,
Ã‰cole nationale supÃ©rieure des sciences agronomiques de Bordeaux Aquitaine,,a,Gradignan,,,,,,,,1,,,,,,2,
Ã‰cole des beaux-arts de Bordeaux,,a,Bordeaux,,,,,,,,,,,,,,2,
Ã‰cole nationale de la magistrature,French national school for the judiciary,a,Bordeaux,,,,,,,,,,,,,,2,
Institut polytechnique de Bordeaux,,a,Talence,7344201,8492873,15837074,9897095,12949323,821130,,1,1058239,181,85,69,,2,
Institut national d'Ã©tudes supÃ©rieures agronomiques de Montpellier,,a,Montpellier,,,,,,,,1,,,,,,2,
Katholieke Hogeschool Vives Noord,Catholic University College Vives Noord,Flemish Community,Brugge,26475218.51,10336523.25,37843340.870000005,29020108.91,32707469.47,1190334.82,40916.310000000056,2,4046487.8600000003,126,187,,264.14,1,s
ÐšÐ¾Ð»ÐµÐ¶ Ð¿Ð¾ Ñ‚ÑƒÑ€Ð¸Ð·ÑŠÐ¼ - Ð‘Ð»Ð°Ð³Ð¾ÐµÐ²Ð³Ñ€Ð°Ð´,Blagoevgrad College of Tourism,a,Blagoevgrad,,,,,,,,,,20,18,7,,1,s
ÐšÐ¾Ð»ÐµÐ¶ Ð¿Ð¾ Ð¼ÐµÐ½Ð¸Ð´Ð¶Ð¼ÑŠÐ½Ñ‚,,,,,,,,,,,,,,,,,,
"Ð¢ÐµÐ°Ñ‚Ñ€Ð°Ð»ÐµÐ½ ÐºÐ¾Ð»ÐµÐ¶ ""Ð›ÑŽÐ±ÐµÐ½ Ð“Ñ€Ð¾Ð¹Ñ""",Luben Groys Theatre College,a,Sofia,,,,,,,,,,14,11,1,,1,s
Casa College,Casa College,a,Nicosia,361995,527109,889104,,,,,,,5,9,0,19,1,s
Cyprus College,Cyprus College,a,Nicosia,,,,,,,,,,59,49,0,43,1,s
Intercollege,Intercollege,a,Nicosia,,,,,,,,,,33,19,0,39,1,s
KES College,KES College,a,Nicosia,997381,514973,1512354,,,,,,,37,38,0,38,1,s
VysokÃ¡ Å¡kola evropskÃ½ch a regionÃ¡lnÃ­ch studiÃ­,,,,,,,,,,,,,,,,,,
VysokÃ¡ Å¡kola zdravotnickÃ¡,,,,,,,,,,,,,,,,,,
VysokÃ¡ Å¡kola aplikovanÃ© psychologie,,,,,,,,,,,,,,,,,,
ART & DESIGN INSTITUT,,,,,,,,,,,,,,,,,,
Î‘ÏƒÏ„Ï…Î½Î¿Î¼Î¹ÎºÎ® Î‘ÎºÎ±Î´Î·Î¼Î¯Î± ÎšÏÏ€ÏÎ¿Ï…,The Cyprus Police Academy,a,Nicosia,1574480,455431,2029911,0,0,0,0,0,0,29,19,0,54,0,s
Post-Secondary Institutes of Vocational Education and Training,Post-Secondary Institutes of Vocational Education and Training,a,Nicosia,,,,,,,,,,123,38,0,99,0,s
Ã‰cole des hautes Ã©tudes en santÃ© publique,,a,Rennes,48587794,12927228,61515022,54824485,57197294,600824,,,108603,4,10,6,,,
Institut national des sciences appliquÃ©es de Rennes,,a,Rennes,34249013,9131577,43380590,31119289,36678685,2176849,,1,915987,155,53,45,,3,
UniversitÃ© Rennes 2,University of Rennes 2 â€“ Upper Brittany,a,Rennes,110259303,19001833,129261136,106129353,111807345,3100634,,1,1657723,395,449,133,,3,
UniversitÃ© de Tours,University of Tours,a,Tours,183237019,37202613,220439632,185672582,199103808,6377060,,1,4413375,783,616,312,,3,
Grenoble INP,Grenoble institute of technology,a,Grenoble,90259693,34365018,124624711,96263117,106833648,8100064,,1,534311,496,245,175,,3,
UniversitÃ© Jean Monnet,Jean Monnet University,a,Saint-Ã‰tienne,122402007,25945221,148347228,120890244,135900587,1778410,,1,2387407,537,350,183,,3,
ECAM Rennes Louis de Broglie,,a,Bruz,,,,,,,,1,,,,,,2,
Institut catholique de Rennes,Catholic University of Rennes,a,Bruz,,,,,,,,,,,,,,2,
Ã‰cole des mÃ©tiers de l'environnement,Ã‰cole des mÃ©tiers de l'environnement,a,Bruz,,,,,,,,1,,,,,,2,
Ã‰cole des Avocats du Grand Ouest,,a,Bruz,,,,,,,,,,,,,,2,
Ã‰cole nationale de la statistique et de l'analyse de l'information,,a,Bruz,,,,,,,,1,,,,,,2,
Institut supÃ©rieur des sciences agronomiques,,,,,,,,,,,,,,,,,,
Ã‰cole supÃ©rieure d'art de Grenoble,,a,Grenoble,,,,,,,,,,,,,,2,
Ã‰cole supÃ©rieure d'art et design Saint-Ã‰tienne,,a,Saint-Ã‰tienne,,,,,,,,,,,,,,,
Telecom Saint-Ã‰tienne,,a,Saint-Ã‰tienne,,,,,,,,1,,,,,,2,
Fachhochschule fÃ¼r Rechtspflege Schwetzingen,Schwetzingen Technical Institute & Graduate Court Registrars' College,a,Schwetzingen,2418025,525552,2943577,,2345895,0,0,,0,40,58,0,60,1,s
Hochschule der Polizei Baden-WÃ¼rttemberg,Hochschule der Polizei Baden-WÃ¼rttemberg,a,Villingen-Schwenningen,20023664,19038698,39062362,,39809007,96050,0,,0,81,31,44,282,1,s
Hochschule fÃ¼r den Ã¶ffentlichen Dienst in Bayern,Hochschule fÃ¼r den Ã¶ffentlichen Dienst in Bayern,a,FÃ¼rstenfeldbruck,29177011,18415795,47592806,,53430402,1857168,0,,0,399,200,1,481,1,s
Fachhochschule fÃ¼r Finanzen Brandenburg in KÃ¶nigs Wusterhausen,Fachhochschule fÃ¼r Finanzen Brandenburg in KÃ¶nigs Wusterhausen,a,KÃ¶nigs Wusterhausen,3984046,4446672,8430718,,2563610,0,0,,0,15,15,0,53,1,s
Hochschule fÃ¼r Ã¶ffentliche Verwaltung Bremen,Hochschule fÃ¼r Ã¶ffentliche Verwaltung Bremen,a,Bremen,2743200,441745,3184945,,2686597,240516,0,,57895,103,46,10,52,1,s
Norddeutsche Akademie fÃ¼r Finanzen und Steuerrecht Hamburg,Norddeutsche Akademie fÃ¼r Finanzen und Steuerrecht Hamburg,a,Hamburg,2502823,742002,3244825,,3244825,0,0,,0,31,25,0,33,1,s
Hessische Hochschule fÃ¼r Finanzen und Rechtspflege,Hessische Hochschule fÃ¼r Finanzen und Rechtspflege,a,Rotenburg an der Fulda,9976366,13248580,23224946,,22900734,0,0,,656550,28,11,1,107,1,s
Verwaltungs-Fachhochschule GÃ¼strow,University of Applied Sciences of Public Administration,,,,,,,,,,,,,,,,,
Norddeutsche Hochschule fÃ¼r Rechtspflege,,,,,,,,,,,,,,,,,,
Fachhochschule fÃ¼r Finanzen NRW,Fachhochschule fÃ¼r Finanzen NRW,a,Nordkirchen,11249429,25665615,36915044,,39318570,0,0,,1793589,91,82,18,290,1,s
Hochschule fÃ¼r Finanzen Rheinland-Pfalz,Hochschule fÃ¼r Finanzen Rheinland-Pfalz,a,Edenkoben,4555758,849197,5404955,,4352349,0,0,,0,28,17,0,58,1,s
Hochschule der Deutschen Bundesbank Hachenburg,University of Applied Sciences in Hachenburg,a,Hachenburg,5188416,5062153,10250569,,9816905,0,0,,0,106,35,18,96,1,s
