country,winter,min_winter_full,days,storage_stress,storage_at_start,storage_trend_30d,storage_volatility,vol_x_start
IT,2016.0,39.41,151,0,97.39354838709677,3.5600000000000023,9.526148713586112,927.7854256793287
IT,2017.0,33.48,151,0,96.27612903225808,3.5600000000000023,9.526148713586112,917.1407227296959
IT,2018.0,37.59,151,0,96.84645161290324,1.9299999999999926,9.526148713586112,922.5737004476379
IT,2019.0,42.99,152,0,97.89064516129032,1.9300000000000068,9.526148713586112,932.5208434753404
IT,2020.0,36.09,151,0,98.78193548387098,0.7700000000000102,9.526148713586112,941.0114076352239
IT,2021.0,29.81,151,1,87.08612903225809,1.9099999999999966,9.526148713586112,829.5954160518395
IT,2022.0,56.48,151,0,93.70612903225806,4.670000000000002,9.526148713586112,892.6585205357794
IT,2023.0,56.47,152,0,97.84064516129035,2.3200000000000074,9.526148713586112,932.0445360396614
IT,2024.0,42.59,151,0,97.65290322580644,2.019999999999996,9.526148713586112,930.2560784424651
LV,2014.0,33.32,151,0,95.53258064516132,9.090000000000003,13.260064849021274,1266.7682145491938
LV,2015.0,25.46,152,1,86.10645161290324,-3.269999999999996,13.260064849021274,1141.7771323062095
LV,2016.0,19.88,151,1,63.747419354838705,-6.0,13.260064849021274,845.2949146029151
LV,2017.0,16.08,151,1,57.81516129032258,11.790000000000006,13.260064849021274,766.6327879663019
LV,2018.0,15.14,151,1,55.02,2.8299999999999983,13.260064849021274,729.5687679931506
LV,2019.0,32.36,152,0,74.26903225806448,2.030000000000001,13.260064849021274,984.812184015988
LV,2020.0,26.29,151,1,99.58451612903224,-0.5699999999999932,13.260064849021274,1320.4971418293726
LV,2021.0,24.53,151,1,79.571935483871,-1.2199999999999989,13.260064849021274,1055.1290246782664
LV,2022.0,33.62,151,0,54.88419354838708,4.859999999999999,13.260064849021274,727.7679656378477
LV,2023.0,45.39,152,0,88.23322580645161,3.1500000000000057,13.260064849021274,1169.9782960318857
LV,2024.0,37.29,151,0,78.29967741935482,2.6500000000000057,13.260064849021274,1038.2588002380917
NL,2014.0,23.67,151,1,97.3316129032258,-0.27000000000001023,3.9761752539893096,387.007550656673
NL,2015.0,30.03,152,0,94.49580645161288,-1.0500000000000114,3.9761752539893096,375.7318872186665
NL,2016.0,16.71,151,1,96.95483870967742,-3.519999999999996,3.9761752539893096,385.50943043194417
NL,2017.0,6.19,151,1,95.72677419354842,2.069999999999993,3.9761752539893096,380.6264306926097
NL,2018.0,47.64,151,0,93.67903225806452,4.920000000000002,3.9761752539893096,372.48424988218244
NL,2019.0,44.29,152,0,96.87193548387094,-4.589999999999989,3.9761752539893096,385.17979267701656
NL,2020.0,22.92,151,1,88.47709677419353,-4.170000000000002,3.9761752539893096,351.8004427383657
NL,2021.0,20.28,151,1,60.652580645161294,3.010000000000005,3.9761752539893096,241.1652902518813
NL,2022.0,58.54,151,0,92.39290322580646,-0.030000000000001137,3.9761752539893096,367.37037545068074
NL,2023.0,53.41,152,0,97.70548387096775,3.1099999999999994,3.9761752539893096,388.4941271467936
NL,2024.0,21.01,151,1,91.28774193548387,-3.519999999999996,3.9761752539893096,362.97606047643313
PL,2014.0,46.62,151,0,98.34290322580645,-4.519999999999996,13.519014045929254,1329.4990900271387
PL,2015.0,32.15,152,0,96.4558064516129,2.0999999999999943,13.519014045929254,1303.9874022307883
PL,2016.0,31.13,151,0,98.53064516129028,0.7400000000000091,13.519014045929254,1332.0371758899546
PL,2017.0,35.66,151,0,98.6916129032258,0.37000000000000455,13.519014045929254,1334.2133010541224
PL,2018.0,41.38,151,0,97.89290322580645,-1.6400000000000006,13.519014045929254,1323.4155337064706
PL,2019.0,44.26,152,0,100.09096774193546,-0.6599999999999966,13.519014045929254,1353.1311987738773
PL,2020.0,38.03,151,0,97.92354838709679,-1.5400000000000063,13.519014045929254,1323.8298260723943
PL,2021.0,57.23,151,0,96.44709677419357,0.14999999999999147,13.519014045929254,1303.869655979421
PL,2022.0,54.99,151,0,98.29161290322581,0.45000000000000284,13.519014045929254,1328.8056954357507
PL,2023.0,43.49,152,0,99.22483870967743,-0.09999999999999432,13.519014045929254,1341.421988221194
PL,2024.0,42.88,151,0,97.62451612903227,-0.030000000000001137,13.519014045929254,1319.7872047754342
PT,2014.0,50.38,151,0,83.66548387096776,11.47999999999999,14.510773931802373,1214.0509223464708
PT,2015.0,29.27,152,1,41.55000000000001,-10.119999999999997,14.510773931802373,602.9226568663887
PT,2016.0,42.07,151,0,48.049354838709675,7.660000000000004,14.510773931802373,697.2333256334706
PT,2017.0,48.76,151,0,68.69709677419355,19.189999999999998,14.510773931802373,996.8480410614727
PT,2018.0,67.84,151,0,62.931935483870966,11.879999999999995,14.510773931802373,913.1910888972235
PT,2019.0,71.69,152,0,104.29258064516131,2.480000000000004,14.510773931802373,1513.3660605062034
PT,2020.0,44.27,151,0,99.4183870967742,-8.260000000000005,14.510773931802373,1442.6377398257084
PT,2021.0,68.22,151,0,59.211290322580645,17.520000000000003,14.510773931802373,859.2016480812853
PT,2022.0,104.82,151,0,108.85612903225807,0.9899999999999949,14.510773931802373,1579.5866794782057
PT,2023.0,85.88,152,0,100.83290322580646,9.820000000000007,14.510773931802373,1463.1634635969838
PT,2024.0,75.22,151,0,102.7377419354839,0.3100000000000023,14.510773931802373,1490.804147489659
